"race","sex","x","lx","dx","Lx"
"non-hispanic white","female","[0,1)",1e+05,400.144592285156,99650.671875
"non-hispanic white","female","[1,2)",99599.8515625,24.4252967834473,99587.640625
"non-hispanic white","female","[2,3)",99575.4296875,14.8497123718262,99568
"non-hispanic white","female","[3,4)",99560.578125,13.4963703155518,99553.828125
"non-hispanic white","female","[4,5)",99547.078125,9.3988447189331,99542.375
"non-hispanic white","female","[5,6)",99537.6796875,8.97426605224609,99533.1875
"non-hispanic white","female","[6,7)",99528.703125,8.02685070037842,99524.6875
"non-hispanic white","female","[7,8)",99520.6796875,7.36012363433838,99517
"non-hispanic white","female","[8,9)",99513.3203125,6.88059711456299,99509.875
"non-hispanic white","female","[9,10)",99506.4375,6.62090921401978,99503.125
"non-hispanic white","female","[10,11)",99499.8203125,6.74312543869019,99496.453125
"non-hispanic white","female","[11,12)",99493.078125,7.51783657073975,99489.3203125
"non-hispanic white","female","[12,13)",99485.5625,9.25280952453613,99480.9375
"non-hispanic white","female","[13,14)",99476.3125,12.103102684021,99470.265625
"non-hispanic white","female","[14,15)",99464.2109375,15.8225708007812,99456.296875
"non-hispanic white","female","[15,16)",99448.390625,20.0821323394775,99438.34375
"non-hispanic white","female","[16,17)",99428.3046875,24.523494720459,99416.046875
"non-hispanic white","female","[17,18)",99403.78125,29.0148010253906,99389.2734375
"non-hispanic white","female","[18,19)",99374.765625,33.4110298156738,99358.0625
"non-hispanic white","female","[19,20)",99341.3515625,37.821403503418,99322.4375
"non-hispanic white","female","[20,21)",99303.53125,42.4181289672852,99282.3203125
"non-hispanic white","female","[21,22)",99261.109375,47.3647384643555,99237.421875
"non-hispanic white","female","[22,23)",99213.7421875,52.6275787353516,99187.4296875
"non-hispanic white","female","[23,24)",99161.1171875,58.1754150390625,99132.03125
"non-hispanic white","female","[24,25)",99102.9453125,63.8767242431641,99071.0078125
"non-hispanic white","female","[25,26)",99039.0703125,69.6211395263672,99004.2578125
"non-hispanic white","female","[26,27)",98969.4453125,75.3647155761719,98931.765625
"non-hispanic white","female","[27,28)",98894.078125,81.1482772827148,98853.5
"non-hispanic white","female","[28,29)",98812.9296875,87.029296875,98769.4140625
"non-hispanic white","female","[29,30)",98725.8984375,93.0692825317383,98679.359375
"non-hispanic white","female","[30,31)",98632.828125,99.2023620605469,98583.2265625
"non-hispanic white","female","[31,32)",98533.625,105.494621276855,98480.875
"non-hispanic white","female","[32,33)",98428.1328125,112.138694763184,98372.0625
"non-hispanic white","female","[33,34)",98315.9921875,119.211402893066,98256.390625
"non-hispanic white","female","[34,35)",98196.78125,126.63818359375,98133.4609375
"non-hispanic white","female","[35,36)",98070.140625,134.875244140625,98002.703125
"non-hispanic white","female","[36,37)",97935.265625,143.330612182617,97863.6015625
"non-hispanic white","female","[37,38)",97791.9375,150.98014831543,97716.453125
"non-hispanic white","female","[38,39)",97640.9609375,157.482666015625,97562.21875
"non-hispanic white","female","[39,40)",97483.4765625,163.582611083984,97401.6875
"non-hispanic white","female","[40,41)",97319.890625,170.561981201172,97234.609375
"non-hispanic white","female","[41,42)",97149.328125,179.331497192383,97059.6640625
"non-hispanic white","female","[42,43)",96970,189.782165527344,96875.109375
"non-hispanic white","female","[43,44)",96780.21875,202.08381652832,96679.171875
"non-hispanic white","female","[44,45)",96578.1328125,216.118545532227,96470.078125
"non-hispanic white","female","[45,46)",96362.015625,232.350830078125,96245.84375
"non-hispanic white","female","[46,47)",96129.6640625,250.331100463867,96004.5
"non-hispanic white","female","[47,48)",95879.3359375,268.982940673828,95744.84375
"non-hispanic white","female","[48,49)",95610.3515625,287.899597167969,95466.40625
"non-hispanic white","female","[49,50)",95322.453125,307.759399414062,95168.578125
"non-hispanic white","female","[50,51)",95014.6953125,328.557006835938,94850.421875
"non-hispanic white","female","[51,52)",94686.140625,352.097045898438,94510.09375
"non-hispanic white","female","[52,53)",94334.046875,380.029663085938,94144.03125
"non-hispanic white","female","[53,54)",93954.015625,412.577911376953,93747.7265625
"non-hispanic white","female","[54,55)",93541.4375,447.917358398438,93317.484375
"non-hispanic white","female","[55,56)",93093.5234375,482.741516113281,92852.15625
"non-hispanic white","female","[56,57)",92610.78125,517.273193359375,92352.140625
"non-hispanic white","female","[57,58)",92093.5078125,554.569763183594,91816.21875
"non-hispanic white","female","[58,59)",91538.9375,595.925170898438,91240.9765625
"non-hispanic white","female","[59,60)",90943.015625,640.737243652344,90622.6484375
"non-hispanic white","female","[60,Inf)",90302.28125,90302.2769775391,2157130.79467773
"non-hispanic white","male","[0,1)",1e+05,474.326904296875,99584.015625
"non-hispanic white","male","[1,2)",99525.671875,36.3119163513184,99507.515625
"non-hispanic white","male","[2,3)",99489.359375,26.5608329772949,99476.078125
"non-hispanic white","male","[3,4)",99462.796875,21.5248489379883,99452.03125
"non-hispanic white","male","[4,5)",99441.2734375,16.117977142334,99433.21875
"non-hispanic white","male","[5,6)",99425.15625,14.3101291656494,99418
"non-hispanic white","male","[6,7)",99410.84375,12.5786724090576,99404.5546875
"non-hispanic white","male","[7,8)",99398.265625,11.4197568893433,99392.5546875
"non-hispanic white","male","[8,9)",99386.84375,10.6364469528198,99381.53125
"non-hispanic white","male","[9,10)",99376.2109375,10.3332939147949,99371.046875
"non-hispanic white","male","[10,11)",99365.875,10.92542552948,99360.4140625
"non-hispanic white","male","[11,12)",99354.953125,13.0891189575195,99348.40625
"non-hispanic white","male","[12,13)",99341.8671875,17.5870914459229,99333.078125
"non-hispanic white","male","[13,14)",99324.28125,24.8050670623779,99311.875
"non-hispanic white","male","[14,15)",99299.4765625,34.1584434509277,99282.3984375
"non-hispanic white","male","[15,16)",99265.3203125,44.422435760498,99243.109375
"non-hispanic white","male","[16,17)",99220.8984375,55.1236534118652,99193.3359375
"non-hispanic white","male","[17,18)",99165.7734375,66.7631301879883,99132.390625
"non-hispanic white","male","[18,19)",99099.0078125,79.2711334228516,99059.375
"non-hispanic white","male","[19,20)",99019.734375,92.3750762939453,98973.546875
"non-hispanic white","male","[20,21)",98927.359375,106.096862792969,98874.3125
"non-hispanic white","male","[21,22)",98821.265625,119.763389587402,98761.3828125
"non-hispanic white","male","[22,23)",98701.5,132.346145629883,98635.328125
"non-hispanic white","male","[23,24)",98569.15625,143.206176757812,98497.5546875
"non-hispanic white","male","[24,25)",98425.953125,152.704071044922,98349.6015625
"non-hispanic white","male","[25,26)",98273.25,161.391937255859,98192.5546875
"non-hispanic white","male","[26,27)",98111.859375,170.223983764648,98026.75
"non-hispanic white","male","[27,28)",97941.6328125,179.795227050781,97851.734375
"non-hispanic white","male","[28,29)",97761.8359375,190.687042236328,97666.4921875
"non-hispanic white","male","[29,30)",97571.1484375,202.542907714844,97469.875
"non-hispanic white","male","[30,31)",97368.609375,214.836029052734,97261.1875
"non-hispanic white","male","[31,32)",97153.7734375,226.537475585938,97040.5
"non-hispanic white","male","[32,33)",96927.234375,237.05989074707,96808.703125
"non-hispanic white","male","[33,34)",96690.171875,245.868927001953,96567.234375
"non-hispanic white","male","[34,35)",96444.3046875,253.462860107422,96317.578125
"non-hispanic white","male","[35,36)",96190.84375,261.413940429688,96060.140625
"non-hispanic white","male","[36,37)",95929.4296875,270.01806640625,95794.421875
"non-hispanic white","male","[37,38)",95659.4140625,278.208312988281,95520.3125
"non-hispanic white","male","[38,39)",95381.203125,285.985504150391,95238.2109375
"non-hispanic white","male","[39,40)",95095.21875,294.010009765625,94948.21875
"non-hispanic white","male","[40,41)",94801.2109375,303.753570556641,94649.3359375
"non-hispanic white","male","[41,42)",94497.4609375,315.523956298828,94339.703125
"non-hispanic white","male","[42,43)",94181.9375,328.392669677734,94017.7421875
"non-hispanic white","male","[43,44)",93853.546875,342.123382568359,93682.484375
"non-hispanic white","male","[44,45)",93511.421875,357.340148925781,93332.75
"non-hispanic white","male","[45,46)",93154.078125,375.528930664062,92966.3125
"non-hispanic white","male","[46,47)",92778.546875,397.390930175781,92579.8515625
"non-hispanic white","male","[47,48)",92381.15625,422.297302246094,92170.0078125
"non-hispanic white","male","[48,49)",91958.859375,450.264404296875,91733.7265625
"non-hispanic white","male","[49,50)",91508.59375,481.559906005859,91267.8125
"non-hispanic white","male","[50,51)",91027.03125,514.451049804688,90769.8046875
"non-hispanic white","male","[51,52)",90512.578125,551.161254882812,90237
"non-hispanic white","male","[52,53)",89961.4140625,595.147216796875,89663.84375
"non-hispanic white","male","[53,54)",89366.265625,646.826354980469,89042.8515625
"non-hispanic white","male","[54,55)",88719.4375,703.09130859375,88367.890625
"non-hispanic white","male","[55,56)",88016.34375,757.918823242188,87637.3828125
"non-hispanic white","male","[56,57)",87258.421875,811.4814453125,86852.6796875
"non-hispanic white","male","[57,58)",86446.9375,869.005920410156,86012.4375
"non-hispanic white","male","[58,59)",85577.9296875,932.339965820312,85111.7578125
"non-hispanic white","male","[59,60)",84645.5859375,999.915283203125,84145.625
"non-hispanic white","male","[60,Inf)",83645.671875,83645.667388916,1741224.54382324
