"x","pr_lost_none","se_pr_lost_none","pr_lost_mom","se_pr_lost_mom","pr_lost_dad","se_pr_lost_dad","pr_lost_both","se_pr_lost_both","sex","race"
"[2,3)",0.994864569593866,0.000617383313359831,0.00142613024786078,0.000302447183400151,0.00351024531761641,0.000498774888215001,0.000199054840657073,0.000125889598134453,"male","all"
"[3,4)",0.991448787930529,0.000657610522641445,0.00232501955278311,0.000350042349248621,0.00573203190615075,0.000557384182639749,0.000494160610535529,0.000147416841825216,"female","all"
"[3,4)",0.991220075129721,0.000767563305486657,0.00207385318830691,0.000351254379053331,0.00626985316915824,0.000638704659867453,0.000436218512812797,0.000194979693906279,"male","all"
"[4,5)",0.987696274282586,0.000767274492357592,0.00330618258922567,0.000429981258423761,0.00837180182379708,0.000624011607778603,0.000625741304391802,0.000177131028911767,"female","all"
"[4,5)",0.989105478156542,0.000830111835731588,0.00262030646556298,0.000354473619987034,0.00769871692824449,0.00070855017425918,0.000575498449650056,0.000214144745700149,"male","all"
"[5,6)",0.985630554638868,0.000853326102052122,0.00382437834132601,0.000439356429996915,0.00982540668715515,0.000698503762715207,0.000719660332648522,0.000191629756830003,"female","all"
"[5,6)",0.986154056021754,0.000933470396267133,0.00363951399596176,0.00044580353726199,0.00952053886686474,0.000785420695867503,0.000685891115420306,0.00023525149657765,"male","all"
"[6,7)",0.98140774828402,0.00099540660896869,0.00497264759290629,0.000504067402282297,0.0127078214440228,0.000815106454958865,0.000911782679049885,0.000220693774085686,"female","all"
"[6,7)",0.983128121456676,0.00100728226121082,0.00456666072557326,0.000492637029556902,0.0115022703308708,0.000842596073457314,0.000802947486879871,0.000250828114451175,"male","all"
"[7,8)",0.978194344134818,0.00101871086982005,0.00594787670858469,0.000542846602643384,0.0148232315449938,0.000853910741592137,0.00103454761160347,0.000229029386756082,"female","all"
"[7,8)",0.980331821761854,0.00107931323787415,0.00539996508924201,0.000532214142305789,0.0133974763617382,0.000925309537809722,0.000870736787165703,0.000257959165760159,"male","all"
"[8,9)",0.974969739513528,0.00115993260181449,0.00671159153870516,0.000583921662626717,0.0172193912567084,0.00100469831923826,0.00109927769105934,0.00023611075503907,"female","all"
"[8,9)",0.977510545042747,0.00119383417223613,0.00611769540117525,0.000598843676822943,0.0153477458141378,0.00100027500159662,0.0010240137419387,0.000266981513985025,"male","all"
"[9,10)",0.971150319342337,0.00130162875735809,0.00774304071961751,0.000611618610893417,0.0199395633903233,0.0011112432163103,0.0011670765477233,0.000248353101275511,"female","all"
"[9,10)",0.974102928246154,0.00126538037741867,0.0070331285639186,0.000621635342707491,0.0178449971023188,0.00107546462770788,0.00101894608761005,0.000261364749680062,"male","all"
"[10,11)",0.967419350305399,0.00141075674144492,0.00893076271660288,0.000639877629758899,0.0223792615655272,0.00121023486847878,0.00127062541247091,0.000256346824404915,"female","all"
"[10,11)",0.971159463270969,0.00131671519406393,0.00766709490102892,0.000645435495068161,0.0200662321829411,0.00114211700074434,0.00110720964506113,0.000270854986811753,"male","all"
"[11,12)",0.963307178212171,0.00149436592676137,0.00990820944445833,0.000685991008468324,0.0253636241410883,0.00130872111337623,0.00142098820228171,0.000283558089175526,"female","all"
"[11,12)",0.967037965417739,0.00139918258559804,0.00928151979010644,0.000710776765375986,0.0224825034058321,0.00120698652112041,0.00119801138632261,0.000279437408808964,"male","all"
"[12,13)",0.959787577925575,0.00153611531936593,0.0108117343632369,0.000720077206677399,0.0278467311404241,0.00136156761669274,0.00155395657076383,0.000299869956549977,"female","all"
"[12,13)",0.963598110292999,0.00143125210264561,0.0103897379346823,0.000769975979452141,0.0247225255647249,0.00124818417411656,0.00128962620759436,0.000304842829024699,"male","all"
"[13,14)",0.953087560705106,0.00170909198645099,0.0128155532089012,0.000915052642114853,0.0323562750184986,0.00138556608776291,0.00174061106749482,0.00031204913441458,"female","all"
"[13,14)",0.959666008744205,0.00148406029365446,0.0108563945007416,0.000732218935679211,0.0276830345043159,0.00129282810836305,0.0017945622507375,0.000374716594940417,"male","all"
"[14,15)",0.947021581935451,0.00181454596622699,0.0142510892976693,0.000970451417955158,0.0367771066967991,0.00150835974349037,0.00195022207007985,0.000327605523401443,"female","all"
"[14,15)",0.955221279622878,0.00154520737343913,0.0121641198697086,0.000801385114751593,0.0307875286387034,0.0013614924298672,0.00182707186870986,0.000381388927873399,"male","all"
"[15,16)",0.942717463941241,0.00192517173604192,0.0151927159920254,0.00101608015541712,0.0396847572620072,0.00158123918466879,0.00240506280472671,0.00037825744573915,"female","all"
"[15,16)",0.950556538607837,0.00163532510538716,0.0135873550302185,0.000864597670641393,0.0336176387612456,0.00147369677498812,0.00223846760069981,0.00041030036715712,"male","all"
"[16,17)",0.936722157549526,0.00195366488326497,0.0164314897508244,0.00101231990302871,0.0439107638404088,0.00165161460062871,0.00293558885924426,0.000400883143395527,"female","all"
"[16,17)",0.945049085071068,0.0017154197353906,0.0149655190256375,0.000924250249284626,0.0372961855518631,0.00151364033323949,0.00268921035143413,0.000450403671767508,"male","all"
"[17,18)",0.930307988985257,0.00204727744421393,0.0183347079137932,0.00109063904537785,0.0480856327174131,0.00171373269650799,0.00327167038353918,0.000430855773547859,"female","all"
"[17,18)",0.939188833334776,0.00172618585470127,0.0163880026101374,0.000976350750455362,0.0414051671662778,0.00155674971018087,0.00301799688881247,0.000468110139288808,"male","all"
"[18,19)",0.923677463097445,0.00213203544802315,0.019901508773387,0.00115138895400866,0.052494603741464,0.00176084615036045,0.00392642438770589,0.00046728933543576,"female","all"
"[18,19)",0.933167775422841,0.00185802698569508,0.0182969036107633,0.00105462383081544,0.0449344711021137,0.00155373386385771,0.00360084986428766,0.000557565169436119,"male","all"
"[19,20)",0.915347486591301,0.00219230432056097,0.0212037806783461,0.0012267342056477,0.0586626808462246,0.00178796175199556,0.00478605188412691,0.000489357638661017,"female","all"
"[19,20)",0.925533199949986,0.00197607959140513,0.0200860452053277,0.00111696974922226,0.0497096573914108,0.00166119634118607,0.00467109745327983,0.000633257030398142,"male","all"
"[20,21)",0.908575978335485,0.00229088549373696,0.0232638814410072,0.00132901539114779,0.0628032867867306,0.00185788541851751,0.00535685343677409,0.00052059877512973,"female","all"
"[20,21)",0.917987366818754,0.00204827305076719,0.02205221360331,0.00120718483778573,0.0545661036121641,0.0017082027167345,0.00539431596577525,0.000709752466915725,"male","all"
"[21,22)",0.898295534764436,0.00245765885822387,0.026136603301717,0.00144027039577671,0.0693579388257145,0.00199866439509667,0.00620992310813085,0.000550187698133907,"female","all"
"[21,22)",0.909766554437977,0.002204545331279,0.023869353682695,0.00124592897215654,0.0601901705738158,0.00181743848563869,0.00617392130551356,0.000764097180442235,"male","all"
"[22,23)",0.889309407917808,0.00270251219862704,0.0283341992153003,0.00151912509349474,0.0755106652200167,0.00217718824526921,0.00684572764687642,0.000584921040098044,"female","all"
"[22,23)",0.901693096447632,0.00227380404049439,0.025648961850515,0.00126242660598885,0.0657332861688313,0.00191918751730192,0.0069246555330248,0.000807904577131394,"male","all"
"[23,24)",0.880418497779902,0.0028082164931705,0.0306401565754109,0.00156704635218904,0.0806685629417627,0.00213626442940044,0.00827278270292846,0.000630996584681472,"female","all"
"[23,24)",0.893863877495089,0.00233781789174555,0.0276746024860226,0.00130631141417052,0.070375232753301,0.00200745133862572,0.00808628726558968,0.000865067488745758,"male","all"
"[24,25)",0.869842559421536,0.00284011758690658,0.0326648726090176,0.00157517312368693,0.0873081434487437,0.00218455497667435,0.0101844245207086,0.000737808973201255,"female","all"
"[24,25)",0.885709658181281,0.00237358197921286,0.0290693497311537,0.00136046327559087,0.07558986541533,0.00207319369821857,0.00963112667224134,0.000926871381495238,"male","all"
"[25,26)",0.862432551600016,0.00308747539859869,0.034085415069601,0.00171589077430773,0.0924787866786902,0.00233516457761351,0.0110032466516981,0.000773347440304995,"female","all"
"[25,26)",0.875516171525063,0.00256147406065297,0.0308702221444224,0.00146859929339828,0.0820664059516961,0.00223312693090788,0.0115472003788258,0.00109297798630092,"male","all"
"[26,27)",0.848024038216544,0.00328881217959278,0.037752678731308,0.00177017539118076,0.101117557162338,0.002433189568759,0.0131057258898126,0.000878633227685511,"female","all"
"[26,27)",0.863631868138248,0.00268227576363486,0.033580037415583,0.00156046759039722,0.0889518728500017,0.00237796279464767,0.0138362215961749,0.00119659916667546,"male","all"
"[27,28)",0.839461453414325,0.00328290621156017,0.0400118168066279,0.00184698390949348,0.106034721411403,0.00244368199068483,0.0144920083676454,0.000959320158920592,"female","all"
"[27,28)",0.855748743226587,0.00275620932334712,0.0359497193530305,0.00156026541813973,0.0932600380754818,0.00237453293840267,0.0150414993449069,0.00128049079867791,"male","all"
"[28,29)",0.827662803132641,0.0034195444715067,0.0421509575984139,0.00193620638577779,0.113466123541161,0.00253511111574592,0.0167201157277867,0.00101589412858524,"female","all"
"[28,29)",0.847167925522743,0.00305065000980182,0.0367758734299843,0.00163512689248815,0.0993632018505253,0.00255460723537471,0.0166929991967547,0.00132647314008286,"male","all"
"[29,30)",0.815414305548961,0.00364150390494018,0.0445295994259405,0.00198788892578237,0.121711803008216,0.00269313049066884,0.018344292016883,0.00106739894437363,"female","all"
"[29,30)",0.835371479874899,0.00319147534243302,0.0391833877730088,0.00166952937816416,0.107075901400008,0.002635985010177,0.0183692309520883,0.00136718647715595,"male","all"
"[30,31)",0.805362823884355,0.00363154142789057,0.0469128956236477,0.0019983973359439,0.127370387878603,0.00261815185728862,0.0203538926133952,0.00112285168005637,"female","all"
"[30,31)",0.825537900914154,0.00329787442469833,0.0421717814123172,0.0017438205654749,0.112563417004049,0.00270307372629657,0.0197269006694861,0.00144460104793526,"male","all"
"[31,32)",0.782293950952933,0.00384626653927981,0.0515244800667195,0.00212069460895637,0.140496125314711,0.00282197926384116,0.0256854436656366,0.00131184792548548,"female","all"
"[31,32)",0.806276123715374,0.00345030394206218,0.0462183928513032,0.00184299474727543,0.123081534716736,0.00277698794533041,0.0244239487165914,0.00150763633976402,"male","all"
"[32,33)",0.77125304652822,0.00389002032231665,0.0536775190802799,0.00220470531155156,0.146964415916084,0.00295841472064575,0.0281050184754157,0.00143640555961328,"female","all"
"[32,33)",0.796151477874287,0.0034205606049743,0.0484463543729678,0.00185901098336173,0.1292606152017,0.0027856545393145,0.0261415525510488,0.00153352833228857,"male","all"
"[33,34)",0.756651801792916,0.00397419819467575,0.0558519093663403,0.00221749908225572,0.155715812504049,0.00310852540190624,0.0317804763366949,0.00156683462934393,"female","all"
"[33,34)",0.781618626832627,0.0032887476958508,0.0505951948126598,0.00185221226263933,0.138366296033766,0.00278058921923542,0.0294198823209527,0.00160758685490433,"male","all"
"[34,35)",0.74291591185545,0.00396202252397757,0.0592984673835826,0.00232165555155305,0.162071039359034,0.00314623925316205,0.0357145814019321,0.00166388393274737,"female","all"
"[34,35)",0.767459971167501,0.00371188942306341,0.0537129220065199,0.00197877513414051,0.147258377663043,0.00303192735130956,0.0315687291629371,0.00167812080420098,"male","all"
"[35,36)",0.730260995664635,0.00402306706690826,0.0607384707828311,0.00247515305269954,0.169796991443381,0.00315018491007718,0.0392035421091504,0.00176452870592893,"female","all"
"[35,36)",0.755109382204221,0.00386524216261288,0.0569474882048683,0.0020228631328669,0.153344835784112,0.00311691250322485,0.0345982938068,0.00180141024693187,"male","all"
"[36,37)",0.705912863316132,0.00394833165989663,0.063484053047316,0.0023566313518211,0.184079067077562,0.00321257342259879,0.0465240165589891,0.00202479805076877,"female","all"
"[36,37)",0.731835205771078,0.0040810268004119,0.0619865490616926,0.00223498824108255,0.165163576033913,0.00331031014069321,0.0410146691333168,0.00188163133135516,"male","all"
"[37,38)",0.686232397252022,0.00415037692878198,0.0669160161756807,0.00251506535245502,0.194705372983373,0.00335067323311488,0.0521462135889259,0.00218356055646196,"female","all"
"[37,38)",0.715969636371714,0.0042203739576031,0.0662231213739352,0.00234114528514761,0.172410673447575,0.00350327649564556,0.045396568806775,0.00205684960532445,"male","all"
"[38,39)",0.671487795876072,0.00424103504203738,0.0693301186770597,0.00253776429836767,0.202336864552378,0.00344356393750566,0.0568452208944885,0.00226034572941635,"female","all"
"[38,39)",0.701628047888806,0.00419309838868808,0.0678485329150767,0.00252956097077253,0.181698984979242,0.00363266703163403,0.0488244342168752,0.00225101297337904,"male","all"
"[39,40)",0.650776521443002,0.00443374704325976,0.0719274089206098,0.00265683422765669,0.214492298296654,0.00361405822703963,0.0628037713397327,0.00238851299819259,"female","all"
"[39,40)",0.679560983667635,0.00426132272720116,0.0715004342638077,0.00266069721495517,0.194312006254988,0.00378434553392339,0.0546265758135678,0.00244015362485171,"male","all"
"[40,41)",0.636128912895594,0.00448694977869588,0.0738685919186106,0.00265721914553686,0.22016674198712,0.00367947872971049,0.0698357531986722,0.00252409842786938,"female","all"
"[40,41)",0.660076294975429,0.00442799083729886,0.0751597838542078,0.00283362860119032,0.204938323032258,0.00404651091480833,0.0598255981381053,0.00268252198736411,"male","all"
"[41,42)",0.600985702899195,0.00454694111817007,0.0797580138993401,0.00269270339747764,0.232316566735625,0.00384434533302762,0.0869397164658391,0.00287339107894342,"female","all"
"[41,42)",0.625287313447126,0.00466574838893706,0.0810453295648834,0.00310212019820408,0.2189170234116,0.00416263112124232,0.0747503335763904,0.00304543190545049,"male","all"
"[42,43)",0.581962829926889,0.00474992214305192,0.083366615045461,0.00277001585998609,0.240756630394137,0.0039074610475682,0.0939139246335126,0.0030940927132459,"female","all"
"[42,43)",0.608605082776975,0.0047674757062203,0.0819294019741975,0.00299419872845754,0.227069211294105,0.00416274407365805,0.0823963039547218,0.00328213888339969,"male","all"
"[43,44)",0.557130719665303,0.0048337339866428,0.0880019752959846,0.00296741030419907,0.249995437691666,0.00415480495636964,0.104871867347049,0.00337483049466828,"female","all"
"[43,44)",0.586236986489917,0.00503669537420933,0.0854400068940568,0.00311471011628521,0.236048036556707,0.00433578527551329,0.0922749700593174,0.00337223231790061,"male","all"
"[44,45)",0.537228172633406,0.00507050755104396,0.0897497358676086,0.00310240314313408,0.258675162526475,0.00457387724053933,0.114346928972513,0.00348043506581049,"female","all"
"[44,45)",0.564784122640941,0.00523795263486545,0.0885557652718741,0.00304875361636789,0.245304678713025,0.00453171995080172,0.101355433374158,0.00368247223396023,"male","all"
"[45,46)",0.513720960010093,0.00514130598645216,0.095150248653866,0.00322652576418158,0.267079445221429,0.00473262590316524,0.124049346114614,0.00367435431073389,"female","all"
"[45,46)",0.541227203539406,0.0054715558979104,0.090098467816826,0.00328122071132163,0.257211131040464,0.00490565944346032,0.111463197603304,0.00391955076265731,"male","all"
"[46,47)",0.478231668944652,0.00540941812763105,0.0973036179173408,0.00335459550035293,0.280029741696475,0.00502454294651538,0.144434971441534,0.00382561150379629,"female","all"
"[46,47)",0.505741313970052,0.00584193968924293,0.0928900258206235,0.00354170286574089,0.268063345794145,0.00503407580060865,0.133305314415178,0.00402968404572408,"male","all"
"[47,48)",0.457890047134871,0.00547066828331565,0.097942221252307,0.00331129105399695,0.287184224275023,0.00516706228191278,0.1569835073378,0.00393941620956721,"female","all"
"[47,48)",0.487997303561097,0.0060129684087244,0.0928171925472541,0.00363890362749688,0.273511100173227,0.00504643066263694,0.14567440371842,0.00420406685827937,"male","all"
"[48,49)",0.438079813656215,0.00548936041313753,0.0979337640241103,0.00321567089303138,0.292709471926638,0.0053790483394725,0.17127695039304,0.0042802712294051,"female","all"
"[48,49)",0.469241664855512,0.00636945642702961,0.0917197730116188,0.00352166554909905,0.280513089990921,0.00505839144972175,0.158525472141947,0.0043683110025609,"male","all"
"[49,50)",0.408913210891341,0.00566429194097748,0.101009977110561,0.0031901737342096,0.300796464858102,0.00554162374348135,0.189280347139997,0.00432294548694266,"female","all"
"[49,50)",0.44044790051322,0.00625174308479602,0.0943826853233606,0.00358705510530846,0.288977137753218,0.00508609780468409,0.176192276410198,0.0047381707900275,"male","all"
"[50,51)",0.385680417816808,0.00564805325887722,0.100663373667157,0.00330155734223204,0.306962635613223,0.00560014535411231,0.206693572902811,0.00442069681539266,"female","all"
"[50,51)",0.415208305949071,0.00605693458114825,0.0953569595940966,0.00360107237110584,0.29796583694118,0.00516068964961984,0.191468897515649,0.00491504871547211,"male","all"
"[51,52)",0.342303815882509,0.00545403099619967,0.0998978011864496,0.00330949265403276,0.311434428567599,0.00572279697026366,0.246363954363441,0.00479343394968913,"female","all"
"[51,52)",0.367884408286406,0.00598504239750586,0.0954865834817309,0.00338787589900141,0.304227555485042,0.00542521493484245,0.23240145274682,0.00536371090569835,"male","all"
"[52,53)",0.321152166952114,0.00557007537484639,0.0988409565526504,0.00343633418622687,0.312976270231492,0.00579196743590432,0.267030606263741,0.00513989411943411,"female","all"
"[52,53)",0.347393651592377,0.00566629078663199,0.094243591762657,0.00339116253656386,0.306797446273587,0.00562506249932755,0.251565310371375,0.005468329543588,"male","all"
