"sex","race","x","lx","dx","Lx","pr_lost_none","pr_lost_mom","pr_lost_dad","pr_lost_both","mx_lost_none_to_lost_mom","mx_lost_none_to_lost_dad","mx_lost_none_to_lost_both","mx_lost_dad_to_lost_both","mx_lost_mom_to_lost_both","Lx_lost_mom","Lx_lost_dad","Lx_lost_both","Lx_lost_none","dx_lost_mom_to_dead","dx_lost_dad_to_dead","dx_lost_both_to_dead","dx_lost_none_to_dead","dx_lost_none_to_lost_mom","dx_lost_none_to_lost_dad","dx_lost_none_to_lost_both","dx_lost_mom_to_lost_both","dx_lost_dad_to_lost_both","ex_lost_none","ex_lost_mom","ex_lost_dad","ex_lost_both","ex","lx_lost_mom","lx_lost_dad","lx_lost_both","lx_lost_none"
"all","hispanic","[5,10)",99459.5546875,44.6135029792785,497179.7265625,0.989342090204215,0.0015669871894793,0.00493255012028023,0.00415837248602497,0.0015669871894793,0.00493255012028023,0.00415837248602497,0.457420293418937,0.726307642088654,779.074262392261,2452.36392005675,2067.45849554692,491880.829884504,0.0699087876463263,0.220058339486563,0.185519563294225,44.1380162888514,770.701795473373,2426.00913363279,2045.24016708233,565.796815243364,1121.66036473216,41.0908835081297,3.22377449184577,10.5442650487311,18.4919584177744,73.350881466481,0,868.321551727863,0,98591.2379937891
"all","hispanic","[10,15)",99414.9375,70.8996000289917,496942.1171875,0.97285744196873,0.0100188409606792,0.0161484012788263,0.000975315791764146,0.0100188409606792,0.0161484012788263,0.000975315791764146,0.0569570139324029,0.0887121962807552,4978.78403876478,8024.82072069329,484.675494485678,483453.836933556,0.710331816866236,1.14491519177644,0.0691494995380374,68.975203520811,4842.95605247314,7805.89271932659,471.452889145032,441.61585179083,457.004614643033,36.1615692365145,3.21738472258769,10.5243293276095,18.4794613086798,68.3827445953914,204.835071442363,2172.45026228901,3732.51182749455,93305.1488813118
"all","hispanic","[15,20)",99344.0390625,264.330093383789,496150.875,0.959873277174098,0.00849032364490795,0.0316363991809941,0,0.00849032364490795,0.0316363991809941,0,0,0,4212.48150545427,15696.4271354995,0,476241.966359046,2.24424804191711,8.362452349839,0,253.723392992033,4041.29423395288,15058.5540599341,0,0,0,31.3209160607905,3.16956427423539,10.451062101067,18.4877707094846,63.4293131455775,4605.46494030781,9520.19345178079,5102.51603357391,80115.8720168462
"all","hispanic","[20,25)",99079.7109375,477.817016601562,494273.859375,0.951339063627745,0.0181715875933652,0.0304893487788898,0,0.0181715875933652,0.0304893487788898,0,0,0,8981.74073074347,15070.0880907723,0,470222.030553484,8.68269377077571,14.5683296716536,0,454.565993159133,8536.42063077102,14322.9040719545,0,0,0,26.5978202532279,3.13550405653948,10.3205215760324,18.537092994752,58.5909388805517,8644.51492621877,24570.3850593651,5102.51603357391,60762.3003299672
"all","hispanic","[25,30)",98601.8984375,599.559226989746,491550.5,0.897130665098513,0.0260537121323884,0.0722481574402035,0.00456746532889551,0.0260537121323884,0.0722481574402035,0.00456746532889551,0.0594601093403215,0.149160342859788,12806.7152255316,35513.6179138107,2245.13986615125,440985.026994506,15.6207435063082,43.3170494262819,2.73846598189506,537.882968075261,11475.2830999973,31821.4946057096,2011.72705955177,1907.92403849083,2109.0679677304,21.9578156811685,3.05960736674632,10.2176958289028,18.6269214350448,53.8620403118625,17172.252863219,38878.7208016479,5102.51603357391,37448.4096340825
"all","hispanic","[30,35)",98002.34375,711.315460205077,488285.953125,0.831312156248619,0.0351477704201965,0.113977322544359,0.0195627507868261,0.0351477704201965,0.113977322544359,0.0195627507868261,0.146493485429723,0.35756834983899,17162.1625798443,55653.5255732079,9552.21641369224,405918.048558256,25.0011524916244,81.0738316385832,13.9152870788085,591.325188996061,14246.3306181532,46198.0546853063,7929.30567651364,6127.70653250289,8141.00214949757,17.5924086989952,2.94764766387554,9.91783003631416,18.7179674024421,49.175853801627,26723.9911812191,68547.8303902008,11128.496633365,-8397.97809925137
"all","hispanic","[35,40)",97291.03125,873.162582397461,484347.234375,0.765125222719058,0.0624993782598261,0.150593368907543,0.0217820301135732,0.0624993782598261,0.150593368907543,0.0217820301135732,0.12636391409255,0.258444068911027,30271.4010103038,72939.4817455824,10550.0660445822,370586.285574532,54.5721185195855,131.492494887243,19.0192536638269,668.078715326805,23119.6579356901,55707.2289911649,8057.56952136622,7809.36020838099,9200.30249892611,13.5488258189386,2.792798200802,9.41830969542454,18.75663600042,44.5165697155851,34817.6141143779,106523.809094371,33312.5957048003,-77362.9942682206
"all","hispanic","[40,45)",96417.859375,1120.67872619629,479426.1328125,0.64389606718156,0.0634043631148624,0.227265086908257,0.0654344827953208,0.0634043631148624,0.227265086908257,0.0654344827953208,0.223555104169055,0.507878523228443,30397.708611598,108956.821739722,31371.0010391467,308700.601422033,71.0559208908509,254.691148105234,73.331032828373,721.60062437183,19527.2123983274,69992.8743821986,20152.4466290146,15402.2555830182,24300.9161278071,9.82798162829084,2.50412960403755,8.74710957722032,18.8170781323899,39.8962989419386,50073.3397231673,152899.243091722,58360.8086798098,-164915.529431769
"all","hispanic","[45,50)",95297.1796875,1601.74249267578,472723.21875,0.540837764086247,0.0716813955494829,0.273633091726971,0.113847748637299,0.0716813955494829,0.273633091726971,0.113847748637299,0.293815169106866,0.613638084390032,33885.4600286435,129352.715877688,53818.4741832647,255666.568660404,114.815137185908,438.28975042134,182.354776687832,866.282828380702,18264.4400748466,69721.7899851326,29008.438894116,20722.95383981,37877.0139128974,6.70421046299232,2.21459971952299,7.70663687868567,18.7091726956099,35.3346197568109,54127.2406175857,198336.510198009,118143.095986821,-275309.663465681
"all","hispanic","[50,55)",93695.4296875,2370.33053588867,462945.0859375,0.381383606689622,0.108987821590394,0.255932495722997,0.253696075996988,0.108987821590394,0.255932495722997,0.253696075996988,0.497805833650122,0.699496387031809,50455.3764323057,118482.691226681,117447.351704432,176559.666574081,258.337161555696,606.644609738416,601.343555770794,904.005208823765,19144.3278822192,44955.9918010837,44563.1520150214,35112.6476095834,58679.383653528,4.09012245071458,1.89080351058213,6.45781811935547,18.4546132480721,30.8933573287243,51553.9117154363,229742.996519822,205569.147856957,-393170.615248157
"all","hispanic","[55,60)",91325.1015625,3557.11944580078,448274.1875,0.232321346856067,0.0735625743718692,0.292611481588485,0.401504597183578,0.0735625743718692,0.292611481588485,0.401504597183578,0.578440133376345,0.845153319832618,32976.203256958,131170.174162249,179984.147079983,104143.663000809,261.670863781342,1040.85399122298,1428.19981022012,826.394780576345,7600.28422734924,30231.8189275973,41482.3581588723,27648.795658865,75272.0213159017,2.2629716297515,1.38739808419055,5.32805706191358,17.6475639086734,26.6259906845291,35327.2548265163,215412.96005764,343322.987579319,-502738.092155305
"all","hispanic","[60,Inf)",87767.984375,87767.9923095703,1983347.1159668,0.0516916328432644,0.0472575208519028,0.179199684859276,0.721851161445557,0.0472575208519028,0.179199684859276,0.721851161445557,0.801121451032242,0.938555470846153,93728.0676893623,355415.178147803,1431681.41921033,102522.450919303,4147.69772669917,15727.9965626063,63355.4271864081,4536.87083385676,4630.55559407377,17558.9850720653,70731.004789596,84076.1463088799,272130.687808586,1.16810761520126,1.06790725976909,4.04948547786225,16.312114598568,22.5976149514006,15017.0725312193,169331.903678112,486297.962902738,-582878.9482497
"female","hispanic","[0,5)",1e+05,492.439646720886,497760.5703125,0.998476871055679,0,0.00152312894432062,0,0,0.00152312894432062,0,0,NA,0,758.153531984508,0,497002.416780516,0,0.750049079251602,0,491.689597641634,0,756.249859737914,0,NA,0,45.4515925123963,3.37737571438282,11.2557900378135,21.255089845759,81.3398481103516,0,0,0,1e+05
"female","hispanic","[5,10)",99507.5546875,42.1501245498657,497429.640625,0.987449319641724,0.00310523001452477,0.00592059076613178,0.0035248595776196,0.00310523001452477,0.00592059076613178,0.0035248595776196,0.373180679516405,0.531645844091762,1544.63345018302,2945.07733708462,1753.36963294891,491186.560204783,0.1308858318682,0.249553638201239,0.148573270217453,41.6211118095788,1525.11800635344,2907.86819122621,1731.21694256126,821.128369526359,1098.95283328532,40.68190447622,3.39408975026002,11.3038738996434,21.3602775311983,76.7401456573217,0,755.499810658662,0,98752.0605426205
"female","hispanic","[10,15)",99465.390625,62.7662954330445,497194.171875,0.971909421375035,0.00966438383444722,0.0184261947905174,0,0.00966438383444722,0.0184261947905174,0,0,0,4805.07531725012,9161.39665967875,0,483227.699898071,0.606597570931254,1.15654398592844,0,61.0031538761848,4669.50841335786,8902.92367049939,0,0,0,35.760883779813,3.3799991723312,11.2790566232422,21.3517043626746,71.7716439380611,703.858750995215,2564.16561496135,3651.14957210273,92546.23629067
"female","hispanic","[15,20)",99402.6328125,153.379148483276,496668.0546875,0.961365388375091,0.00345396859465586,0.0351806430302531,0,0.00345396859465586,0.0351806430302531,0,0,0,1715.47586285945,17473.1015364912,0,477479.477288149,0.529766761936295,5.39597707107434,0,147.453404650266,1648.68981971713,16792.8475391536,0,0,0,30.9221444884077,3.33379361586866,11.1940131238926,21.3651847526908,66.8151359808597,5372.76056678214,11465.9327414748,3651.14957210273,78912.8010529365
"female","hispanic","[20,25)",99249.25,234.722755432129,495685.15625,0.955193933532045,0.0204006031570721,0.0244054633108828,0,0.0204006031570721,0.0244054633108828,0,0,0,10112.2761635075,12097.4258946086,0,473475.454191884,4.78848578550536,5.72851759592813,0,224.205752050695,9654.61091300999,11549.9159806278,0,0,0,26.1590198119191,3.32166123983798,11.0352599613207,21.3982031596505,61.9141441727283,7020.92061973734,28253.3843035574,3651.14957210273,60323.8102894155
"female","hispanic","[25,30)",99014.53125,288.862407684326,494380.0390625,0.885873162292861,0.0354892244747781,0.074240293381047,0.00439731985131423,0.0354892244747781,0.074240293381047,0.00439731985131423,0.0559187858146313,0.110245696277019,17545.1641821386,36702.9191417335,2173.94715986303,437958.008578765,10.2515028286339,21.44522989324,1.27022039960871,255.895454562844,15533.7085457495,32495.133291845,1924.71619100324,1933.14865748726,2051.18348304118,21.4391525776801,3.22740618584186,10.9392412926411,21.4489286383704,57.0547286945335,16670.7430469618,39797.5717665893,3651.14957210273,38895.077643727
"female","hispanic","[30,35)",98725.6640625,392.588859558106,492685.6796875,0.794541088629854,0.0366319392187763,0.139486111916533,0.029340860234837,0.0366319392187763,0.139486111916533,0.029340860234837,0.173792492164878,0.444741779609748,18048.031872274,68722.8098565636,14455.8216674166,391459.016291246,14.3812912413012,54.7606936015058,11.5188948580484,311.92797985725,14328.4763646241,54559.5865360282,11476.5920494079,8020.31785226884,11933.9913961315,17.0657716035301,3.05913309705516,10.5994823090509,21.4896672301944,52.2140542398305,30261.0514323955,70220.0763454998,9558.9276832348,-11314.3758394336
"female","hispanic","[35,40)",98333.0703125,481.785614013672,490505.546875,0.713696889828986,0.0756301368899058,0.189931698050392,0.0207412752307159,0.0756301368899058,0.189931698050392,0.0207412752307159,0.0984524730803517,0.215222281943482,37097.0016554144,93162.5514211048,10173.7105499272,350072.283248554,36.4375119394413,91.5063597658673,9.99284802245703,343.848894285906,26450.0093645057,66424.515393411,7253.81371294923,7976.25918507145,9163.07455846167,13.1529567204188,2.88780685569595,9.94292272900707,21.4284557516538,47.4121420567756,36554.8286535094,112790.910791795,40978.310086185,-91990.9587693511
"female","hispanic","[40,45)",97851.2890625,660.1240234375,487719.3828125,0.609390090829028,0.0593077677557934,0.251323582150703,0.0799785592644752,0.0593077677557934,0.251323582150703,0.0799785592644752,0.241406707855378,0.574202514887459,28925.5478858427,122575.382372768,39007.0935627028,297211.358991187,39.1504822720512,165.904734234047,52.7957683303999,402.273038601002,17603.0843374853,74595.1226964799,23738.3630710936,16586.6420351688,29550.4690070149,9.64012169686546,2.52290915428792,9.03979474237804,21.4299898923801,42.6328154859115,54992.1413210043,169960.845266979,65361.4646946449,-192463.146134503
"female","hispanic","[45,50)",97191.171875,1058.91479492188,483495.7578125,0.550244469293308,0.0612433575511431,0.29127698741064,0.0972351857449085,0.0612433575511431,0.29127698741064,0.0972351857449085,0.250275776316482,0.613554262442107,29610.9035701718,140831.18776145,47012.7998177737,266040.866663105,64.8514974015957,308.4375113894,102.96377677226,582.662009358619,16257.5517424939,77321.8661349805,25811.8778370169,18128.1061875846,35169.4404089609,6.64758911022724,2.24242964504138,7.84001438946878,21.1741972269849,37.9042303717223,55969.4331410487,214839.594222209,135184.143039592,-308801.989278163
"female","hispanic","[50,55)",96132.2578125,1615.84396362305,476891.2734375,0.337491580267836,0.119666777377926,0.268402370099683,0.274439272254555,0.119666777377926,0.268402370099683,0.274439272254555,0.505560463387344,0.696358943260273,57068.0418519208,127998.748070481,130877.694026736,160946.789488363,193.362839872344,433.696349547691,443.451041453625,545.333732749386,19194.7252970022,43052.130892246,44020.4587861418,39605.1913750973,64491.8466600655,3.95336713972354,1.95910785582477,6.46140028750179,20.9183918899259,33.292267172976,54034.0271985564,256683.58243684,214190.603696382,-428775.947002013
"female","hispanic","[55,60)",94516.421875,2432.59558105469,466920.84375,0.224228840902375,0.0541233460838682,0.301498779151554,0.420149033862202,0.0541233460838682,0.301498779151554,0.420149033862202,0.582207866892258,0.885881302870678,25271.318420053,140776.064351039,196176.341391687,104697.119587222,131.660212515511,733.424597857455,1022.05268315759,545.458087524133,5637.03642055802,31401.5987887647,43759.219954241,22270.7531666168,81533.9265646605,2.31810848600225,1.38881071693891,5.21761446756422,19.8913004836867,28.8158341541921,33430.1982805889,234810.170319472,361864.649476233,-535588.595710152
"female","hispanic","[60,Inf)",92083.8359375,92083.8380737305,2256648.69384766,0.0506956179487226,0.0469696951482259,0.156149331886283,0.746185355016769,0.0469696951482259,0.156149331886283,0.746185355016769,0.826949651661723,0.94078119386814,105994.101206667,352374.185846365,1683878.20676684,114402.200027785,4325.14980240172,14378.8297927377,68711.6114043532,4668.24707423787,5154.17031763785,17134.8834389371,81881.8686420356,95648.2374814263,279505.141951827,1.24237005184528,1.15106087976839,3.8266671045886,18.2863603543812,24.5064583905834,16664.8213220145,183944.417945719,508406.496478594,-616931.90896124
"male","hispanic","[0,5)",1e+05,585.253390312195,497340.359375,0.998031413113799,0,0.0019685868862008,0,0,0.0019685868862008,0,0,NA,0,979.057709444018,0,496361.301665556,0,1.15212214927315,0,584.101268162922,0,975.980495179654,0,NA,0,46.2735999026824,3.03519076837722,9.67442854273889,15.6064529724808,74.5896721862793,0,0,0,1e+05
"male","hispanic","[5,10)",99414.7421875,46.1982598304748,496948.078125,0.991270230011375,0,0.00392604645939789,0.00480372352922691,0,0.00392604645939789,0.00480372352922691,0.550269197869627,1,0,1951.04124262724,2387.20117569316,492609.83570668,0,0.18137651443778,0.22192366775699,45.79495964828,0,1933.8293082016,2366.1414721876,0,1073.49809368194,41.5531801190156,3.0530590348992,9.72153400289121,15.6983286674389,70.0261018242449,0,974.828373030381,0,98439.9182366574
"male","hispanic","[10,15)",99368.5390625,77.3270306587219,496714.0234375,0.973714149114759,0.0103391567375973,0.0140900050882568,0.00185668905938715,0.0103391567375973,0.0140900050882568,0.00185668905938715,0.116430969465948,0.152239466642506,5135.60414208287,6998.70311764287,922.243492960578,483657.472684814,0.799496290033514,1.08953825544118,0.143572251818944,75.2944238614283,4999.83193654868,6813.67535228711,897.861739691716,781.719920588961,814.738932996164,36.61509857368,3.05447860762869,9.70641980270201,15.6816041654017,65.0576011494124,0,1834.9782110356,3439.41764220178,94094.1524966199
"male","hispanic","[15,20)",99291.203125,370.184669494629,495671.5,0.958301427197039,0.0137958227021699,0.027902750100791,0,0.0137958227021699,0.027902750100791,0,0,0,6838.19613251863,13830.5979965842,0,475002.705870897,5.10700206740928,10.3291703240525,0,354.748497103167,6548.15906587598,13243.9833404519,0,0,0,31.772516405503,3.00513503013955,9.6434933012015,15.6845299841805,60.1056747210246,4217.31251966969,7832.82509207111,5933.5946632268,81307.489044231
"male","hispanic","[20,25)",98921.015625,701.894096374513,492960.5859375,0.947806049092466,0.0161286796401926,0.0360652712673416,0,0.0161286796401926,0.0360652712673416,0,0,0,7950.80336582757,17778.7572559436,0,467231.025315729,11.320625021767,25.3140009866924,0,665.259470366054,7525.08976840097,16826.820909268,0,0,0,27.0895790688087,2.94725316679259,9.5397671389162,15.7432254687228,55.3198248432402,10760.3645834783,21066.4792621989,5933.5946632268,61160.5981408
"male","hispanic","[25,30)",98219.1171875,887.576416015625,488923.2890625,0.90619849383694,0.0184534821828872,0.0706435078258888,0.00470451615428376,0.0184534821828872,0.0706435078258888,0.00470451615428376,0.0624371537005632,0.203148652391624,9022.33720351346,34539.256197146,2300.14751160008,443061.54815024,16.3788755788952,62.7015114908741,4.17561758730679,804.320411358549,8161.18587233255,31242.6019288276,2080.60627224632,1829.54829781503,2152.61794397412,22.5261406575353,2.88736532477595,9.42692953739441,15.8557305051569,50.6961660248625,18274.1337268575,37867.9861704802,5933.5946632268,36143.427992765
"male","hispanic","[30,35)",97331.5390625,994.941940307617,484234.8203125,0.86462353190016,0.033803243117036,0.0908685873288796,0.010704637653925,0.033803243117036,0.0908685873288796,0.010704637653925,0.10538838021277,0.240511061603033,16368.7073567577,44001.7340572507,5183.55829085881,418680.820607633,33.6322642955539,90.4089685900076,10.6504929576862,860.25021446437,14123.6903202989,37966.7649885739,4472.61781041515,3928.76625185332,4627.74342409032,18.1794731483503,2.82099860578046,9.15803293917015,15.9766887490527,46.1351934423536,24589.3924257961,66895.2686438428,11992.191559675,-6145.28649200001
"male","hispanic","[35,40)",96336.6015625,1234.68641662598,478704.1640625,0.826404321887846,0.0468535072965578,0.1037200359175,0.0230221348980961,0.0468535072965578,0.1037200359175,0.0230221348980961,0.18164542038334,0.329472963324801,22428.969043795,49651.2130904195,11020.7918413272,395603.190086958,57.849389030346,128.061719479296,28.4251172404101,1020.35019087592,18487.5899681676,40926.146326451,9084.13936856147,7370.67908554899,8995.65364948222,14.0212054230538,2.68022147812125,8.79586463455957,16.0878847877094,41.585176323444,34750.6842299461,100143.881239736,25010.6685530761,-63568.6098257524
"male","hispanic","[40,45)",95101.9140625,1552.79315185547,471789.796875,0.680799139702054,0.0677855449159026,0.201535271713481,0.0498800436685627,0.0677855449159026,0.201535271713481,0.0498800436685627,0.198396997385646,0.42391360353207,31980.5284669349,95082.2849048511,23532.8956705073,321194.087832707,105.256929940205,312.942589774024,77.4533902227958,1057.14024191844,21700.6574401553,64518.8867182339,15968.4449257489,13512.3612208106,18801.9529595237,10.0434581111798,2.479176806455,8.38797516822408,16.1808662854497,37.0914763713085,45809.7457235344,131946.312197226,50432.7155394283,-133086.835679808
"male","hispanic","[45,50)",93549.1171875,2105.61328125,462770.421875,0.531068597410454,0.0825216345842413,0.255309337133845,0.13110043087146,0.0825216345842413,0.255309337133845,0.13110043087146,0.339278252587188,0.61370266499294,38188.571650364,118149.609654056,60669.40170238,245762.8388682,173.758649771038,537.582731096157,276.046808420544,1118.22509196226,20188.4734210456,62460.0541765767,32073.0142764468,23329.7920476721,39903.202977659,6.77673955037321,2.17846984828118,7.51081602719673,16.1978915977157,32.6639170235668,53892.7850129389,177350.303366162,98638.0212552888,-236331.965005865
"male","hispanic","[50,55)",91443.5078125,3059.06768798828,450079.0078125,0.430801861791845,0.096964331121708,0.241892600933954,0.230341206152493,0.096964331121708,0.241892600933954,0.230341206152493,0.487769411456658,0.703749799257212,43641.609944461,108870.781825539,103671.741523449,193894.874519051,296.620452221813,739.965839480502,704.629340953339,1317.85205533263,18673.1021726046,46582.9568438654,44358.4236315487,30504.0276539693,52742.9044738478,4.24519107769577,1.8110127600911,6.3917123591362,15.907406576587,28.3553227735101,50577.7077365413,199369.571833984,193667.983748646,-352171.731971896
"male","hispanic","[55,60)",88384.4375,4614.90649414062,431050.5546875,0.240797373133375,0.0939230672429936,0.283302996910206,0.381976562713426,0.0939230672429936,0.283302996910206,0.381976562713426,0.574159475047634,0.802641016443752,40485.5902330437,122117.913962775,164651.209235247,103795.841256434,433.446172969297,1307.41684025041,1762.7861198757,1111.25736104521,9644.45107802543,29090.8503540412,39223.104400019,32147.4936191297,69364.4916081127,2.19835408195902,1.37992335507557,5.38114888407119,15.2850134509178,24.2444397720236,38450.1618029548,192469.658364521,320568.710167059,-463104.066675248
"male","hispanic","[60,Inf)",83769.5390625,83769.5413208008,1711780.61706543,0.0528715226712278,0.0475984822389823,0.20650537792957,0.69302461716022,0.0475984822389823,0.20650537792957,0.69302461716022,0.770429692109425,0.935731842177763,81478.1592984231,353491.90325961,1186306.10680405,90504.4477033431,3987.30302472583,17298.8607894387,58054.3543035352,4429.02320310107,4097.05956428764,17775.0380668707,59652.3881111837,72510.661692919,259013.102199625,1.08039806254417,0.972646623227002,4.21981435275502,14.1615451162857,20.4344041548119,15513.6730888812,150888.600270199,459541.013674445,-542173.729868378
"all","non-hispanic asian","[0,5)",1e+05,362.157939434051,498350.3828125,1,0,0,0,0,0,0,NA,NA,0,0,0,498350.3828125,0,0,0,362.157939434051,0,0,0,NA,NA,48.2752370122542,2.26324956462713,9.3020332461802,23.8041788781104,83.6446987011719,0,0,0,1e+05
"all","non-hispanic asian","[5,10)",99637.84375,31.5537576675415,498105.3515625,1,0,0,0,0,0,0,NA,NA,0,0,0,498105.3515625,0,0,0,31.5537576675415,0,0,0,NA,NA,43.4490867674254,2.27147585640835,9.33584358722154,23.8907005432967,78.9471067543519,0,0,0,99637.842060566
"all","non-hispanic asian","[10,15)",99606.28125,46.7355589866638,497942.8515625,1,0,0,0,0,0,0,NA,NA,0,0,0,497942.8515625,0,0,0,46.7355589866638,0,0,0,NA,NA,38.4621122159444,2.2721956248388,9.33880186012887,23.898270851378,73.9713805522901,0,0,0,99606.2883028984
"all","non-hispanic asian","[15,20)",99559.546875,159.547185897827,497451.34375,0.969353146956683,0.00952790105244601,0.0211189519908709,0,0.00952790105244601,0.0211189519908709,0,0,0,4739.6671816563,10505.6510464505,0,482206.025521893,1.52014980043071,3.36946935925477,0,154.657566738142,4592.93773607296,10180.4196969786,0,0,0,33.4787091736442,2.27326221911064,9.3431855991261,23.9094889694478,69.0046459613287,0,0,0,99559.5527439117
"all","non-hispanic asian","[20,25)",99400,264.675407409668,496350.6484375,0.985923249111228,0.00566681514900018,0.0084099357397714,0,0.00566681514900018,0.0084099357397714,0,0,0,2812.72737378169,4174.27705775324,0,489363.644005965,1.4998666082769,2.22590316821312,0,260.949637633178,2771.65455786327,4113.32222978672,0,0,0,28.6812785690747,2.22922826238487,9.25249168583067,23.9478660745577,64.110864591848,4591.41758627253,10177.0502276193,0,84631.5377441221
"all","non-hispanic asian","[25,30)",99135.3203125,246.353748321533,495059.1484375,0.912814329649672,0.0218880774595785,0.0619107909737129,0.0033868019170362,0.0218880774595785,0.0619107909737129,0.0033868019170362,0.051867178667715,0.133998737108506,10835.892988073,30649.5034585384,1676.66727297443,451897.084717914,5.39220992571923,15.2519554179251,0.834351347084421,224.875231630804,9886.23630757475,27963.3837501404,1529.72430496012,1451.27342652443,1588.91219606406,23.8215344270421,2.20680743470286,9.23508789428279,24.0118040705104,59.2752338265381,7361.57227752752,14288.1465542378,0,77485.6113188389
"all","non-hispanic asian","[30,35)",98888.96875,276.371566772461,493773.546875,0.842091399039009,0.0280840708919205,0.115575636335841,0.0142488937332297,0.0280840708919205,0.115575636335841,0.0142488937332297,0.109755018759928,0.336590972529345,13867.1712949925,57068.1918858832,7035.72679770178,415802.456896422,7.76163867374895,31.9418196948605,3.93798908582699,232.730119318025,11670.8896673442,48029.7356141753,5921.40887559426,4664.95217490295,6260.01469601046,19.3111363702248,2.1027286617265,8.94815573709052,24.0546670736524,54.4166878426942,15791.1429486521,40647.3661528962,4569.07557620153,37881.3917245329
"all","non-hispanic asian","[35,40)",98612.59375,348.474109649658,492227.75,0.860533637352791,0.0418436810718958,0.0621647532212762,0.035457928354037,0.0418436810718958,0.0621647532212762,0.035457928354037,0.363214037781601,0.45869586179847,20596.6209857369,30599.216607414,17453.3762933689,423578.53611348,14.5814395059932,21.6628070303749,12.3561700131944,299.873693100096,17711.537354857,26313.0135931948,15008.5844858945,9440.89636722857,11106.1967813215,15.1487335170689,1.96799911901931,8.39452315054226,24.0507363567887,49.5619921434192,22789.3188024197,82385.1452513662,21411.5133336234,-27973.372551899
"all","non-hispanic asian","[40,45)",98264.1171875,481.997375488281,490200.3359375,0.742712126793978,0.0651066076524903,0.163898557087826,0.0282827084657065,0.0651066076524903,0.163898557087826,0.0282827084657065,0.147166834312621,0.302847366714956,31915.2809430018,80343.1277441236,13864.1931911117,364077.734059263,31.3812140154456,78.9986743626481,13.6321912521707,357.985295858017,23680.5589782014,59613.1420066685,10286.9796174954,9655.9550735272,11812.2177840563,10.8918433164166,1.76537358298823,8.11289519897495,23.9584111151662,44.7285232135459,31045.3783505422,97570.2992562091,56954.8347980547,-87306.3816789454
"all","non-hispanic asian","[45,50)",97782.1171875,770.236579895019,487127.984375,0.533111858684854,0.0588123240849674,0.30659752044495,0.101478296785229,0.0588123240849674,0.30659752044495,0.101478296785229,0.248675105214552,0.633089423662576,28649.1288879194,149352.232148721,49432.9181707967,259693.705167563,45.2994033588827,236.152625551811,78.1622962494265,410.622254734899,15249.0407020187,79495.5503143953,26311.6056392171,18108.781922923,37081.4567646057,7.22217573402326,1.44768388911062,7.33123169590663,23.9347233581384,39.9358146771789,45038.6010412009,145292.224804459,88696.3550818815,-181245.047577169
"all","non-hispanic asian","[50,55)",97011.8828125,1227.33122253418,482193.5390625,0.409620921477575,0.0781703388525997,0.271333601549698,0.240875138120127,0.0781703388525997,0.271333601549698,0.240875138120127,0.470267528577115,0.754986845153483,37693.2323410499,130835.309597823,116148.435322313,197516.561801314,95.9408975498723,333.016200904592,295.633577747065,502.74054633265,15400.6371661474,53456.4696761826,47455.7314063678,28385.4604532441,61370.9909894143,4.60259007309862,1.16386223557556,5.84991351797588,23.6151999081693,35.2315657348194,42133.5604169377,187470.165728696,170120.037112378,-302711.866487535
"all","non-hispanic asian","[55,60)",95784.5625,1793.15805053711,474738.6796875,0.303918687299487,0.0614717769314173,0.327166523361942,0.307443012407153,0.0614717769314173,0.327166523361942,0.307443012407153,0.484460120875047,0.833371340190426,29183.0302184656,155318.603338798,145955.08978932,144281.956340917,110.228611685392,586.661285232704,551.293912779268,544.974240839746,8835.76770045107,47025.9287122199,44190.9307711608,24228.4396381328,74961.455350501,2.59947282218995,0.785254246648576,4.55893730340223,22.7051887485812,30.6488531208219,29052.7962322911,179222.62821456,307036.586383657,-419527.445282565
"all","non-hispanic asian","[60,Inf)",93991.3984375,93991.4031677246,2460948.30761719,0.0425475863670499,0.0187050675162722,0.114328777594251,0.824418568522427,0.0187050675162722,0.114328777594251,0.824418568522427,0.878211344013705,0.977814561569931,46032.2042480354,281357.211732515,2028851.48097345,104707.410663188,1758.11554220145,10745.9222285344,77488.2580529498,3999.10734403897,1883.7556130339,11513.8572120693,83025.7952606948,43291.8486368033,237653.904260572,1.11401056270924,0.489749115485761,2.99343574422509,21.5855015958992,26.1826970183192,13549.895682924,150700.440291046,449866.118230672,-520125.046707237
"female","non-hispanic asian","[0,5)",1e+05,343.180258274078,498446.078125,1,0,0,0,0,0,0,NA,NA,0,0,0,498446.078125,0,0,0,343.180258274078,0,0,0,NA,NA,47.615276316402,2.65076987458964,10.9045643317298,24.7656762692708,85.9362867919922,0,0,0,1e+05
"female","non-hispanic asian","[5,10)",99656.8203125,35.1984977722168,498190.5,1,0,0,0,0,0,0,NA,NA,0,0,0,498190.5,0,0,0,35.1984977722168,0,0,0,NA,NA,42.7776196365406,2.6598981045928,10.9421154493347,24.850959715162,81.2305929056301,0,0,0,99656.8197417259
"female","non-hispanic asian","[10,15)",99621.6171875,39.3354697227478,498026.8203125,1,0,0,0,0,0,0,NA,NA,0,0,0,498026.8203125,0,0,0,39.3354697227478,0,0,0,NA,NA,37.7919086218929,2.66083802835741,10.9459820464529,24.8597412574208,76.2584699541241,0,0,0,99621.6212439537
