"race","sex","age","w","s_lost_none","s_lost_mom","s_lost_dad","s_lost_both","s_lost_none0","s_lost_mom0","s_lost_dad0","i_lost_none_to_lost_mom","i_lost_none_to_lost_dad","i_lost_dad_to_lost_both","i_lost_mom_to_lost_both","i_lost_none_to_lost_both"
"non-hispanic white","male",31,13883.688468,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",26,20310.656251,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",39,13480.041658,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",19,13679.475358,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",15,14819.708101,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",62,10406.490265,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",53,10406.490265,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",42,13603.380964,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",12,11516.520428,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",44,10871.85879,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",83,4733.2408207,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","male",72,2792.7849649,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",62,16708.016648,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",64,16708.016648,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",52,14562.499711,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic other","female",42,15793.748903,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",78,9014.8832953,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",78,9014.8832953,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","female",81,13777.783392,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic asian","male",42,22173.748614,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","female",36,22173.748614,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","male",9,22252.354735,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",87,5775.6588254,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","female",57,5893.4204781,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","female",37,12918.08926,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",41,15228.386451,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",44,11520.398253,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",44,11034.981873,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",64,4982.9231833,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",69,5593.8258955,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",75,5593.8258955,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",37,5039.5876566,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",40,4564.1354229,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic white","male",11,5435.391129,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",18,5102.7145841,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",51,10014.838578,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",46,7599.4693178,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",72,4999.7866839,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",76,4999.7866839,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","male",67,6135.1822319,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","male",53,6066.4928975,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic black","female",49,7479.8042299,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",4,19073.684308,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",70,4201.9874614,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","female",70,13942.23611,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",77,14385.369919,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",67,14385.369919,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",25,37491.578247,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",55,14732.481474,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","male",85,12371.76072,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","female",29,19677.589742,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",34,19677.589742,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","female",9,22386.099949,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",7,19667.567574,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",48,26493.166216,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic black","female",61,41053.594033,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","female",49,5453.8667688,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","female",31,14015.332935,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",66,4105.893154,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",36,6529.0904158,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",4,7785.3056098,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",64,4338.6150075,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","female",29,13494.204023,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",35,6351.1685936,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",69,5996.3671946,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",68,10525.644061,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",69,10525.644061,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic black","male",25,13927.010669,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic black","female",47,5780.1535258,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",87,7186.8868161,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",64,8627.0443415,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic black","female",25,12090.120031,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",49,15225.695269,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",51,15225.695269,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",26,12495.276491,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",14,21266.114032,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",35,8984.080221,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",48,11329.244913,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",48,11329.244913,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic white","female",20,17954.552405,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",17,15261.446372,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",14,16054.319993,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",14,12113.402215,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",69,10230.76715,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",64,10230.76715,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic black","female",68,5650.2262708,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","female",51,6359.7665479,0,1,0,0,1,1,0,1,0,0,0,0
"hispanic","female",16,6183.3385921,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",12,5886.2033743,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",79,3745.568392,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",78,3745.568392,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",33,4076.7570683,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",33,4076.7570683,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",4,4171.1122727,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",2,5133.9434291,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",55,9634.7938819,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",48,9634.7938819,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",21,9753.664342,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",16,9682.1893605,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",16,9682.1893605,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",48,12152.843997,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",65,6704.9487856,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",63,6704.9487856,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","female",28,23532.53345,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",49,18158.730227,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",87,4638.8389768,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic black","female",71,8254.3857398,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",31,9487.2569651,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",21,11403.388899,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",78,4515.3324025,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",23,9615.3206086,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",23,9615.3206086,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",1,9347.2741003,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",39,10822.232378,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",10,9742.9154989,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic black","male",37,6179.9872265,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic black","male",38,6179.9872265,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",70,4303.5391803,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",70,4303.5391803,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","female",38,8689.9109265,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",7,9802.0947835,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",9,9802.0947835,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",83,9540.3958742,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",56,14962.615714,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",75,4323.0242951,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",74,4323.0242951,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",51,8737.0033177,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",80,5186.1814073,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",32,7554.1114938,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",58,6044.2828929,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",64,6044.2828929,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","male",23,15250.727438,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",23,13681.122649,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",1,14569.927712,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",36,9774.0416731,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",36,9774.0416731,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",6,9285.2517859,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",4,10687.409048,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",37,6207.5578908,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic black","male",75,3816.9531605,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","female",82,3816.9531605,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",71,5287.1616012,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",14,7569.2392331,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic white","female",50,7598.5353406,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",39,6682.6744439,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",40,6682.6744439,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",11,6373.4061847,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",79,3029.0475162,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic other","female",60,19619.676161,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic other","male",62,19619.676161,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",62,7360.8762769,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",61,7360.8762769,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",73,4303.5391803,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",72,4303.5391803,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","male",56,8354.6590421,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",50,8354.6590421,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","female",13,10660.227087,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",31,9397.2587465,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",29,9397.2587465,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",6,9018.3752381,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",5,9703.0869666,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",3,10374.334866,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",2,9459.693831,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",0,13777.236487,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",32,9754.282713,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",15,7229.023166,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic black","male",34,9388.9522815,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",25,6415.8808147,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",30,5164.6194912,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",36,7628.8992095,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",38,7628.8992095,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",29,6422.6931748,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",26,6422.6931748,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",63,4954.7230065,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic white","female",56,4954.7230065,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",20,6098.1728648,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",60,10428.651903,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",78,4352.0082373,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",66,4889.4973263,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",61,4725.2480114,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",34,6329.8645663,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",14,6340.4730028,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",13,6139.7885965,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",87,6477.5210591,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",74,4572.5167994,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",67,4572.5167994,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",72,3938.2912086,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",49,2672.8878924,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",16,2103.1190257,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",14,2362.3088507,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",58,5338.1880618,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",61,5338.1880618,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic black","female",56,15006.689035,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic white","male",42,9332.5801084,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",81,4089.5109168,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",43,14496.542283,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",43,14496.542283,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",10,13162.701703,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",7,15225.261541,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",59,6074.779893,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic black","female",34,15949.043533,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",13,11820.039317,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",2,12960.098539,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",70,7873.2513667,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","male",73,5774.6410183,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","male",31,14735.430925,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",62,7438.7901898,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","male",63,7438.7901898,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","male",74,4900.3007782,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",69,4038.0199878,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",70,5053.6577016,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",67,3197.9258534,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",64,5796.4267243,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",41,6420.5716081,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",40,6495.3140743,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",78,4802.9495901,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","male",71,3029.0475162,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","female",70,6521.8065934,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","male",73,6521.8065934,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",59,8168.5980118,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",63,3502.2272494,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",53,7689.8190452,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",26,13692.174356,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",29,15680.116946,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",28,13692.174356,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",28,13692.174356,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",76,3725.3057037,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",6,6961.4871686,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",73,4129.2533006,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",58,6072.1378247,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",68,10434.969332,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",33,13240.588964,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",72,8370.9068642,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",73,8370.9068642,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",30,5554.7639321,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",56,6813.5927045,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic black","male",53,19259.801624,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic black","female",51,19259.801624,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",25,25276.278249,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",26,25276.278249,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",62,7381.8337712,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","male",16,8184.5554344,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",12,8042.7881196,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",56,5351.9733431,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",53,10381.508214,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",68,9544.9477423,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic asian","female",54,9544.9477423,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",39,9441.2215341,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",48,12210.979712,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",15,10943.027724,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",15,12660.788922,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",7,12241.780306,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",58,7777.4635767,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",88,6456.0173307,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","female",67,3799.5047871,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","male",46,4515.5133555,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",13,6677.3120352,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic black","female",8,5784.4061024,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic black","female",42,10032.821782,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",24,10917.612968,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",22,10917.612968,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",6,8773.2943066,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",60,7940.8063873,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","female",34,14222.694034,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",35,14222.694034,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic black","male",10,13194.1191,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",8,12799.051865,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",47,8112.7983297,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic white","male",20,8222.953707,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",18,8162.6957933,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","male",36,3269.6930152,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic asian","female",33,3269.6930152,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","male",11,3468.1417826,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","female",9,4559.2971946,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","female",7,4559.2971946,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","female",6,4559.2971946,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","male",2,3965.5188082,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","male",27,3107.371498,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","male",25,3107.371498,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",25,3929.2407637,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic asian","male",25,3107.371498,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",45,5270.7439103,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",52,13271.242759,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","male",44,14896.541594,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",44,7624.2576582,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",12,7696.2658537,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",8,6667.1030103,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",5,7465.8190582,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",5,7465.8190582,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",35,9874.4750303,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",28,3748.2015053,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",32,3748.2015053,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",12,4498.0907274,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",65,4129.176623,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",67,2768.5125459,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",26,5883.741953,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",30,5883.741953,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",3,5854.1823638,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",43,3588.9991296,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","female",45,3904.2131836,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","male",49,3904.2131836,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic other","male",13,3468.1417826,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","female",11,4406.6429878,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",49,4312.0452437,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",55,5277.8863995,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",61,7529.0694924,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",65,7529.0694924,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",34,7585.3213408,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",52,10316.376832,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",43,10316.376832,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",20,15696.553973,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",23,12774.260281,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",46,5749.5782135,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",44,6387.0033209,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",17,5577.9126784,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","male",27,6167.6088411,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",27,8170.7392743,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",63,6785.2201086,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",58,6785.2201086,1,0,0,0,1,0,0,0,0,0,0,0
