"race","sex","age","w","s_lost_none","s_lost_mom","s_lost_dad","s_lost_both","s_lost_none0","s_lost_mom0","s_lost_dad0","i_lost_none_to_lost_mom","i_lost_none_to_lost_dad","i_lost_dad_to_lost_both","i_lost_mom_to_lost_both","i_lost_none_to_lost_both"
"hispanic","male",25,10217.31827,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",78,8035.109666,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","female",56,5049.1827745,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",87,3769.6378526,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",80,3769.6378526,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",24,6373.5363162,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",52,9067.3319234,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",72,5286.6044772,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",25,9413.0703355,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",88,5856.4516775,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",87,5856.4516775,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",64,4861.3565954,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",40,6947.9062997,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",41,7820.5724087,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","male",42,7820.5724087,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",16,6846.3356631,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",12,7974.8444206,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",16,6965.9250361,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",17,6846.3356631,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",62,8600.9626068,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",74,8600.9626068,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic other","male",56,8671.3298024,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",68,8671.3298024,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",68,6699.2615599,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",70,11157.213601,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic asian","female",33,17504.337481,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",56,17769.877369,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",24,31250.433075,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",74,6159.0775517,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","female",53,6239.5891656,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","male",66,6159.0775517,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",67,4189.3902976,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",79,6888.3966812,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","female",71,3775.4176393,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",83,4278.0540772,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","male",61,4063.5053255,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",54,12516.854453,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",32,12264.140617,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",32,12264.140617,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",37,10959.810669,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","male",38,10959.810669,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",17,9275.0865443,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",14,10939.935387,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",10,11868.545378,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",6,14049.03241,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",58,10083.093147,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",39,9061.7518105,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",13,9489.7572156,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",40,5576.9380747,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","female",22,5994.2674128,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","female",19,5994.2674128,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","female",17,5994.2674128,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","female",7,5512.7188233,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","female",7,5512.7188233,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","female",17,12452.901083,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",33,5514.0727624,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",32,5514.0727624,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",0,7719.7710113,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","male",64,4533.322919,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic asian","female",57,4533.322919,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","male",38,4972.8447034,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","male",35,4972.8447034,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","male",25,5583.276839,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","male",35,4972.8447034,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",66,2090.4295745,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",76,7429.1323504,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",22,5076.5735818,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",20,7071.7062389,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",0,7608.6394204,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",80,3442.3129998,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","male",78,3442.3129998,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",79,6274.5815934,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",47,7772.9030945,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",48,7772.9030945,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",21,12658.557964,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",17,7749.3908697,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",15,9924.6111483,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",71,7718.6710373,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",68,7718.6710373,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","female",40,15263.914986,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",45,15263.914986,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic black","male",17,19437.950534,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",14,18723.827884,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",4,20529.76711,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",52,8400.7482375,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",54,8400.7482375,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",24,10729.527676,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","male",73,9053.3265663,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic asian","female",69,9053.3265663,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",64,3433.3153222,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",72,11164.178644,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",74,11164.178644,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",50,4088.6956786,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",76,8503.9767707,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",77,8503.9767707,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",73,8388.0809408,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",72,12481.129386,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",65,12481.129386,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",65,6715.3789213,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic other","male",13,10266.684684,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",70,2539.2691545,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic white","female",41,8446.5789845,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",41,8446.5789845,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",11,7852.1292875,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",7,9398.2186787,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",3,10361.464305,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",67,8281.8938716,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",67,8281.8938716,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",69,8353.7508525,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",71,8353.7508525,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",60,3819.5322826,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",87,8406.6761516,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","female",57,7445.3321024,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","male",62,7445.3321024,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",65,7731.9868615,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",56,7731.9868615,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","female",46,8052.3336953,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",34,8186.5291452,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",32,8186.5291452,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",60,9241.6225945,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",86,5729.6164468,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",83,5729.6164468,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",82,5072.1740106,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",76,5072.1740106,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","female",46,16406.157321,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",62,12550.266074,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic white","male",26,16948.163899,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","male",10,5143.6726594,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","male",29,4566.0474332,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","male",11,5143.6726594,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","male",7,5004.8438561,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","male",5,5881.3427918,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","male",4,5881.3427918,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","female",75,8674.6056528,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic asian","male",69,8594.1033507,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","female",57,7800.0029447,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",70,6328.0463735,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",73,6328.0463735,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",69,5806.6616493,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",70,5806.6616493,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",32,8960.5290666,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",84,3038.2773322,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","female",86,7656.369205,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","female",57,8181.4298798,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic black","female",79,4738.5489872,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",61,5982.8247978,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",60,8728.0446127,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",69,6471.8771769,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",64,4275.5453267,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",66,6726.0037508,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",35,5900.7589375,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",36,5900.7589375,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",6,5619.8723791,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","female",32,10543.304988,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic other","female",1,13198.248546,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",71,2831.7022533,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",45,6220.0879174,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic white","female",67,12455.983689,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",56,13996.644238,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",65,8481.1741529,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",28,7217.8532197,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",24,9558.3482772,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",34,5799.1651469,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",29,8560.635105,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",60,5608.057002,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",62,5608.057002,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",25,11124.654941,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",76,2084.3835064,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",79,2084.3835064,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",37,4409.647713,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",14,4153.4421799,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",13,3526.4135999,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",10,3538.5596462,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",54,13475.441421,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic white","female",26,16683.050344,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",67,9165.949669,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",55,9165.949669,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",23,16440.594838,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",60,7097.7924305,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",67,3791.1005842,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",65,3791.1005842,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",18,8672.55948,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",81,7358.5780623,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",82,7358.5780623,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","male",46,13255.946445,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",39,13255.946445,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",62,4714.1531462,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","male",43,6365.2380808,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","male",17,5558.904608,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",34,16823.368189,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",39,7434.9246338,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic white","male",75,5903.0402347,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",73,18072.609935,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","male",36,12271.790493,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",24,10385.270857,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",64,5508.13046,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",64,5508.13046,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",33,6682.4169209,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",57,6659.0244559,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",57,6659.0244559,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",34,5920.3873388,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",32,5920.3873388,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",7,6391.719758,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",4,6208.8999578,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",64,5296.8648515,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",35,8705.1837345,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",34,8705.1837345,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",7,9082.5367581,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",3,10361.464305,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",49,7898.1469077,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",13,7151.6967791,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",15,6725.0958952,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",88,7388.8921395,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",54,7239.5398995,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",64,7239.5398995,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",64,12902.688621,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",64,12902.688621,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","female",51,5745.6730974,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",27,10497.065389,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",5,7819.4988396,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",50,6677.9467823,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",55,6677.9467823,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",21,11649.977145,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",22,7236.9271534,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",23,7686.7051115,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",21,15532.709561,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",20,14962.309018,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",65,5105.2718628,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",51,7289.4372806,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","female",14,7620.6794903,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",44,7923.8446888,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic white","female",15,8826.7112124,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",37,10736.276549,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic white","female",37,10736.276549,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",6,10225.210803,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",11,10348.760495,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",69,5424.9045903,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",77,5424.9045903,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",78,11901.304159,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",69,6906.491175,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",70,6906.491175,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",84,6469.0559116,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",51,6386.5081399,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",41,6386.5081399,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","female",20,6035.0268893,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",16,5917.8614878,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",31,9148.6813637,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",30,8185.9242588,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",4,10305.909456,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",2,9123.6299385,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",0,12393.46028,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",67,14761.230907,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",53,14761.230907,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",42,8317.9025107,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic other","female",18,8940.3416884,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",42,4384.6295341,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",19,3882.4975379,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",17,4735.5414098,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",8,3659.3347634,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",74,5819.3848488,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",78,3855.4590577,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic other","male",63,10747.915186,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",36,11915.904175,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",36,11915.904175,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",75,5391.6012918,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",79,5391.6012918,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",63,5506.0793709,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",52,13896.508053,0,1,0,0,1,1,0,1,0,0,0,0
"hispanic","male",79,5178.6398196,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","female",70,5178.6398196,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",42,6293.7102276,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",10,7443.7343486,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",47,10603.741675,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",71,5311.4293701,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",65,5311.4293701,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",33,8336.078017,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",25,15826.63743,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",54,7119.9574192,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic other","female",42,5300.0065428,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic other","male",12,6406.9173077,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",37,9716.2776914,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",31,9716.2776914,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",4,9939.7074302,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",53,29789.51617,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",64,6021.6721931,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",69,6021.6721931,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",48,7315.6264569,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic white","male",43,6100.2821242,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",18,6820.1303595,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",79,4230.017212,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",54,9145.5867953,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic other","female",57,9145.5867953,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",25,8656.8655642,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",27,8841.9168472,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",61,10870.291184,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",51,7488.6786199,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",52,7488.6786199,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",22,7025.4878529,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",62,7438.6858612,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",62,7438.6858612,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",87,4513.5180449,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",39,4629.7939006,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",11,4511.9646874,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",3,4759.6341244,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",42,4199.9127369,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",29,8841.9168472,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",29,8656.8655642,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",65,7784.457142,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",61,7784.457142,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",49,7797.0941975,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",48,7797.0941975,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",25,7321.3116849,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",52,10958.277608,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",57,9001.729427,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",27,9602.7135977,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",69,6174.5105625,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",68,6174.5105625,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",67,8012.1837876,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",59,6036.4383923,0,0,0,1,1,1,1,0,0,1,1,1
