"sex","race","w_i_lost_mom_first","w_i_lost_mom_last","w_i_lost_dad_first","w_i_lost_dad_last","w_i_lost_both","w_s_lost_none","w_s_lost_mom","w_s_lost_dad","w_s_lost_both","w_s_total","n_i_lost_mom_first","n_i_lost_mom_last","n_i_lost_dad_first","n_i_lost_dad_last","n_i_lost_both","n_s_lost_none","n_s_lost_mom","n_s_lost_dad","n_s_lost_both","age"
"male","non-hispanic asian",22097.674353,11818.8632469,16871.5113177,5122.8058387,3372.1145859,488028.8959924,108587.6191691,328331.9792433,611730.1639658,1536678.6583706,2,2,3,1,1,72,18,56,87,56
"male","hispanic",27999.1922332,44927.2203278,25831.7786484,24930.5598295,0,770834.2746346,429969.2840061,965793.82858,1027772.4139618,3194369.8011825,3,8,5,4,0,117,66,142,157,57
"male","non-hispanic white",118182.7657355,377104.778393,466192.9585574,270264.3232009,22741.007123,5652410.7563834,2567293.4508718,8478448.5081825,10237742.5557651,26935895.2712028,20,62,67,45,4,855,397,1298,1579,57
"female","non-hispanic white",190853.4100891,530136.4376984,370965.3727691,285705.112591,24697.0772714,6101479.47026359,2844356.36298681,9451829.3826218,11595050.0659165,29992715.2817887,27,85,57,44,5,944,438,1502,1833,57
"male","non-hispanic other",0,0,8371.7695307,0,0,152628.2184685,35374.2413675,171437.1951825,229801.2730566,589240.9280751,0,0,2,0,0,22,7,26,36,57
"female","non-hispanic other",27533.5913917,11438.7025624,0,0,0,146556.3900389,79945.6125784,239486.0876633,307214.9251481,773203.0154287,2,2,0,0,0,20,9,40,53,57
"female","non-hispanic black",11253.7345011,70636.7873724,70641.3476823,14854.917455,0,537041.4987546,311557.2366598,1076916.3963113,2023483.0995832,3948998.2313089,2,9,8,2,0,80,42,177,296,57
"female","non-hispanic asian",12294.5781323,28720.1038188,35547.6949514,0,0,342164.0891013,140993.7508611,548750.9461326,680010.886433,1711919.672528,2,3,6,0,0,57,22,84,108,57
"female","hispanic",13420.0522621,62663.4984959,26627.0648754,10185.8977278,13152.3651057,697035.5964389,403539.1159065,1087167.7680989,1458008.9366994,3645751.4171437,2,10,5,2,2,109,58,174,220,57
"male","non-hispanic black",22146.9115651,28151.6747627,11281.1868379,10062.642655,7438.7901898,462652.7215284,265449.4490615,825275.4545303,1415914.8744763,2969292.4995965,4,4,2,1,1,74,32,120,205,57
"male","non-hispanic asian",5462.2749118,43017.8563664,15458.1542263,10347.792034,0,391455.0854217,125562.4876834,307631.2834493,613875.0527324,1438523.9092868,1,6,3,2,0,58,19,53,89,57
"male","hispanic",10433.4684538,34819.2980349,25102.2654044,37889.1499233,7138.5571364,665210.1887178,405286.190019,891590.7572706,1049525.1046212,3011612.2406286,2,6,5,5,1,101,60,131,162,58
"male","non-hispanic white",210157.2067298,659333.4903873,378346.8781541,287556.8864297,31659.4717703,4691926.5545418,2330417.9135097,8134978.1169678,10502222.1660412,25659544.7510605,30,96,60,40,3,723,362,1255,1644,58
"female","non-hispanic white",251604.3845949,660820.3453042,498954.7656579,318452.69735221,58047.2868317,5226809.7457098,2674129.50503001,9007703.7191144,11913776.3686315,28822419.3384857,43,109,75,47,6,817,413,1435,1900,58
"male","non-hispanic other",6301.54369,0,26135.1735477,2900.3382662,9290.6249021,119069.7634153,21322.7878805,166364.8889421,225184.2479047,531941.6881426,1,0,3,1,1,17,5,25,35,58
"female","non-hispanic other",0,32062.1794319,0,19241.266425,0,106480.4328275,107479.2039701,209837.4021236,292735.4930758,716532.531997,0,5,0,1,0,16,11,36,53,58
"female","non-hispanic black",45038.8030057,97620.0912658,30953.4585026,70241.4446637,0,448920.2903426,288247.5709173,1054934.3448338,2029886.8394085,3821989.0455022,5,17,4,9,0,69,40,173,296,58
"female","non-hispanic asian",10589.5811781,11897.7219746,14638.7394261,8260.547592,0,270823.5970934,146484.4404027,531982.5246342,649766.5200732,1599057.0822035,2,2,3,1,0,45,23,83,103,58
"female","hispanic",29205.6535665,54260.0671854,27130.5455373,37996.0172978,0,588139.7023131,372450.919391,1008249.3502111,1469432.4840831,3438272.4559983,4,6,5,4,0,92,54,161,224,58
"male","non-hispanic black",0,46063.1228091,20926.1320147,15861.5799176,0,408021.3509367,272294.2087923,757241.9998428,1363017.471397,2800575.0309688,0,7,5,3,0,65,34,113,198,58
"male","non-hispanic asian",32230.6303489,24930.7861976,30714.7449831,33042.4896758,0,365885.4718776,120676.9705612,263479.2598232,601636.2751952,1351677.9774572,3,6,4,4,0,53,18,48,88,58
"male","hispanic",42441.938918,38966.6073553,47992.9712727,24417.2763414,0,569970.0074921,337105.9418357,841963.948167399,1046370.7192378,2795410.616733,5,7,8,5,0,85,53,124,164,59
"male","non-hispanic white",134349.4337942,520330.0806155,255447.1233623,215458.0731991,11215.487462,3901156.8598523,2098621.5759307,7422936.9255018,10984042.0796704,24406757.4409552,18,80,35,35,2,609,336,1174,1725,59
"female","non-hispanic white",136621.7046851,522531.6014543,329842.0465843,236299.2734264,52678.9498464,4163234.2223515,2510609.8165118,8452790.5109849,12232740.4367113,27359374.9865595,22,84,48,34,6,667,395,1356,1972,59
"male","non-hispanic other",0,11049.5941437,0,0,0,72635.4945766,21831.7934371,192500.0624898,233203.8261863,520171.1766898,0,2,0,0,0,11,4,28,36,59
"female","non-hispanic other",0,3310.6268356,0,8292.3249667,0,103184.5050574,84066.5526584,172303.7594591,328897.9187462,688452.7359211,0,1,0,1,0,15,9,30,56,59
"female","non-hispanic black",4185.8611697,25943.3701376,59281.9048251,6353.7443383,0,364061.2420664,246951.4986973,892716.9773384,2135651.9092814,3639381.6273835,1,5,8,1,0,58,33,150,312,59
"female","non-hispanic asian",5164.4770886,29553.2027466,30232.0177104,20131.6032227,0,236112.040703,136670.8124796,520793.7194135,607171.5968292,1500748.1694253,1,5,4,3,0,38,22,81,97,59
"female","hispanic",5561.9865334,56820.2107376,17760.8713342,19391.3959119,11012.832131,498501.2802087,353615.6938638,917426.8670386,1525472.8208851,3295016.6619962,1,9,5,3,1,77,52,148,227,59
"male","non-hispanic black",10030.150365,50992.6985779,40679.193084,18077.2557907,0,376104.6714235,251696.7896687,704427.9793908,1356966.5400695,2689195.9805525,1,7,5,3,0,58,30,107,200,59
"male","non-hispanic asian",0,8347.71415,9418.6347341,20714.8486175,5560.5088255,274398.9266583,115470.8429765,263972.8066914,633961.1648376,1287803.7411638,0,1,2,2,1,43,16,45,95,59
"male","hispanic",8919.2148274,85090.2360323,44402.3426167,81945.2850505,0,449085.5460211,319087.7115123,799535.0637517,1004288.1638355,2571996.4851206,2,15,8,12,0,68,49,118,160,60
"male","non-hispanic white",273244.0647446,729329.7105249,419729.8766458,415704.5051299,72543.1807126,3335634.6399397,1954953.3791325,6815325.85883401,11118958.0893347,23224871.9672409,42,124,64,62,12,531,312,1091,1773,60
"female","non-hispanic white",217381.7712091,1050533.4204838,500923.9798793,442976.1309198,71538.2644099,3427133.2285446,2249201.8070488,7902053.4984212,12391784.8379198,25970173.3719344,36,166,80,76,11,564,364,1273,2018,60
"male","non-hispanic other",0,65804.3074942,12872.0175939,0,0,72635.4945766,21831.7934371,168370.5523108,223054.2021195,485892.042444,0,7,2,0,0,11,4,23,36,60
"female","non-hispanic other",5661.314342,31912.6059311,34282.6756474,10522.84064,0,103184.5050574,67023.7424286,165555.1448527,296496.2717064,632259.6640451,1,5,4,1,0,15,7,28,53,60
"female","non-hispanic black",16761.9035226,83357.7038086,29043.546597,58512.101636,0,286785.8339071,244783.6155287,865724.4835278,1996672.1262089,3393966.0591725,3,13,5,9,0,46,33,142,302,60
"female","non-hispanic asian",21523.8235549,147004.5614199,37642.2458529,5184.7557724,11193.071809,188721.521804,113424.5297639,469052.1284348,635891.8753206,1407090.0553233,3,21,5,1,2,30,18,73,101,60
"female","hispanic",32622.594092,81560.8689477,65798.737066,74824.9727565,6304.5112966,415543.0376496,326437.1107146,829768.2850137,1525533.9408844,3097282.3742623,5,15,10,10,1,62,47,137,228,60
"male","non-hispanic black",36834.3744225,62332.7091552,41150.9882175,56175.6755958,13006.9317505,304811.4151573,238527.9598011,619924.8269422,1376413.9047408,2539678.1066414,7,10,5,9,2,50,27,100,202,60
"male","non-hispanic asian",0,50861.5524681,22649.5302933,27151.8830265,0,198329.3029982,94755.994359,243684.1535405,658858.8305569,1195628.2814546,0,8,4,4,0,34,14,43,97,60
"male","hispanic",14330.5146207,17968.757137,14422.6834756,9038.124481,0,370541.14832,226125.8844105,700978.5164917,1074749.1252943,2372394.6745165,3,3,3,1,0,56,37,102,173,61
"male","non-hispanic white",125509.6169415,381783.8820698,192095.7934171,193541.9631576,8232.8364137,2387420.3011054,1715267.0183739,6261904.5545597,11764003.8604964,22128595.7345354,16,62,31,30,1,389,279,995,1889,61
"female","non-hispanic white",131922.2837473,447042.9319835,156937.9070657,222385.3733641,3659.0127307,2446450.5021451,1958649.3527046,6898911.3554685,13448269.2170354,24752280.4273536,19,76,30,34,1,411,313,1133,2204,61
"male","non-hispanic other",16648.159125,0,0,0,0,52943.8837029,21831.7934371,102081.1661351,283155.752448,460012.5957231,1,0,0,0,0,7,4,16,42,61
"female","non-hispanic other",0,2724.1713178,2764.9216895,0,0,51890.87872,62162.2161306,145957.7237533,299982.2542139,559993.0728178,0,1,1,0,0,9,7,24,55,61
"female","non-hispanic black",23357.9607028,60159.8520472,15004.2122137,30069.162935,0,240980.3837875,188316.7368423,770736.1258058,2020401.4394995,3220434.6859351,3,11,2,3,0,38,24,127,310,61
"female","non-hispanic asian",9283.4473351,9161.8015249,0,5164.4770886,0,104086.2899705,118150.8710688,355304.063646,708572.9834643,1286114.2081496,1,2,0,1,0,18,18,56,115,61
"female","hispanic",21261.6209603,66787.5765187,15639.4657148,19031.7609587,0,304808.7725687,263787.3651341,737281.6024606,1576611.7485106,2882489.488674,3,11,3,3,0,45,39,119,237,61
"male","non-hispanic black",0,44237.7859501,31289.7885676,19052.0086594,0,213819.1207668,183411.3696951,548792.9079848,1349536.6456744,2295560.0441211,0,7,4,2,0,36,21,91,211,61
"male","non-hispanic asian",20486.5265046,9488.0369181,3932.5775166,13060.9381256,0,164264.1550245,67604.1113325,207541.450023,694775.0706055,1134184.7869855,2,2,1,2,0,28,10,37,103,61
"male","hispanic",41958.829,28099.3507413,59923.080691,24242.4750039,3492.4107811,335065.4361068,217399.5401676,616672.0508404,1039177.2974384,2208314.3245532,2,4,9,4,1,49,37,93,164,62
"male","non-hispanic white",123297.4524838,560597.7356596,231116.6262548,219631.9360796,30506.2584489,1934941.6138146,1524099.5265975,5756693.0711441,11641798.0381781,20857532.2497344,21,97,38,37,4,323,247,919,1889,62
"female","non-hispanic white",84230.8646061,702617.5177769,246452.5007728,282194.7207199,11644.29846,2034725.6662867,1775361.2273213,6303176.7895523,13486971.2355669,23600234.9187272,17,117,41,44,3,347,286,1048,2234,62
"female","non-hispanic other",0,18059.6451295,4788.7742528,0,0,49125.9570305,49967.5707416,121330.8699449,275784.6923628,496209.0900798,0,3,1,0,0,8,6,19,53,62
"female","non-hispanic black",0,96439.4978205,5780.184032,14118.5537543,20901.239455,175572.5904729,181605.5346101,709660.0218554,1971619.9224649,3038458.0694033,0,15,1,3,3,29,24,115,307,62
"female","non-hispanic asian",3415.1232793,14698.5059731,10659.599709,16127.5085649,0,81872.3735031,117652.8161634,320555.2973351,709564.6746707,1229645.1616723,1,3,1,3,0,15,17,51,115,62
"female","hispanic",31249.9547662,56545.2156144,14457.4569595,14806.3858592,6348.8498152,222920.6691735,251115.6673257,644121.9739173,1516361.3594472,2634519.6698637,4,10,2,3,1,34,38,105,230,62
"male","non-hispanic black",8405.1925875,40044.4049668,26874.9603038,21486.1413111,0,178061.1581038,93536.6994517,481383.0859437,1320433.0455428,2073413.989042,2,6,3,3,0,31,16,81,207,62
"male","non-hispanic other",0,0,0,0,0,28756.5634237,21831.7934371,98898.2886425,269767.5852728,419254.2307761,0,0,0,0,0,5,4,15,39,62
"male","non-hispanic asian",3657.7605059,12087.4007326,12756.3603247,12225.144025,0,137079.1137463,75029.6997115,191312.2732635,684859.957404,1088281.0441253,1,2,3,1,0,24,10,35,101,62
"male","hispanic",0,37193.8162713,12415.5465989,39457.0737513,15547.3727519,224867.7828305,218419.1436254,586316.2125225,1013201.5227934,2042804.6617718,0,4,3,6,2,36,33,87,160,63
"male","non-hispanic white",57415.5676473,432926.5930465,198207.2767471,231746.3331446,36017.0248457,1446395.1687386,1324336.5111822,5051964.7457376,11714879.4464246,19537575.872083,10,69,33,38,5,244,218,815,1921,63
"female","non-hispanic white",65228.5013585,627161.5616227,153837.5042187,246778.0371677,25051.1946374,1573293.7505618,1426194.8080514,5536375.9873962,13652819.5413107,22188684.0873201,11,98,23,40,5,270,244,935,2290,63
"female","non-hispanic other",0,15088.8025109,8839.356866,5661.314342,4132.1258556,44337.1827777,49967.5707416,104377.1767195,274855.6722549,473537.6024937,0,2,1,1,1,7,6,16,53,63
"female","non-hispanic black",0,45824.2578211,2902.9162015,7295.1328509,0,144935.8617304,143800.1841465,570299.1951789,1943769.0733247,2802804.3143805,0,9,1,1,0,24,17,94,302,63
"female","non-hispanic asian",7378.3515294,23173.6213215,0,2869.9874798,0,63798.3239793,95656.9835427,292150.2128431,683811.4721158,1135416.9924809,1,3,0,1,0,12,14,47,112,63
"female","hispanic",3832.7393506,36879.4616713,21319.3849316,11424.4563247,0,136001.137823,226331.3050541,547964.3488603,1500912.3325211,2411209.1242585,1,6,3,2,0,23,33,89,227,63
"male","non-hispanic black",3516.1114076,58266.1282739,11390.3935128,5123.875223,0,137839.3257718,80455.7507281,456418.4186916,1231925.2418944,1906638.7370859,1,8,2,1,0,25,15,76,195,63
"male","non-hispanic other",0,3147.5046133,0,6301.54369,0,18873.0420846,21831.7934371,90308.9598346,244445.1519461,375458.9473024,0,1,0,1,0,4,4,14,37,63
"male","non-hispanic asian",0,8733.8478741,3699.1465085,0,0,110112.6727398,63353.6051131,176419.1245459,666677.3568212,1016562.75922,0,2,1,0,0,18,9,33,97,63
"male","hispanic",0,25140.0944002,6068.1694443,49238.8843479,0,166384.0316904,178962.0698741,515421.2158795,1005613.8997947,1866381.2172387,0,5,1,5,0,28,27,79,159,64
"male","non-hispanic white",31034.724961,474009.889873,131347.4994599,155670.3759608,16616.23993,1065058.8002614,1040895.500347,4524885.8071179,11697751.8822419,18328591.9899682,6,81,19,29,4,183,177,739,1924,64
"female","non-hispanic white",61976.7312722,432618.7236013,154335.9987954,194969.4298282,27382.1437074,1221786.0290135,1198098.1340421,4816088.9301758,13575233.3896635,20811206.4828949,9,78,27,34,5,216,208,822,2291,64
"female","non-hispanic other",0,9900.5235305,0,4196.1576147,0,31365.7000561,44306.2563996,98127.7310746,296427.2881278,470226.9756581,0,1,0,1,0,5,5,15,56,64
"female","non-hispanic black",6903.6021031,38891.0184765,0,9106.926692,0,136728.6627161,120038.4845789,504761.9034587,1840898.9124927,2602427.9632464,1,7,0,1,0,22,14,83,293,64
"female","non-hispanic asian",6231.5108788,0,0,19172.3290537,0,49314.8323702,100165.3475923,253136.1884374,673242.5548319,1075858.9232318,1,0,0,3,0,9,14,41,111,64
"female","hispanic",0,17934.0548701,0,6000.2225904,0,107656.4263476,216095.6960436,486224.047046,1441703.3022424,2251679.4716796,0,4,0,1,0,18,31,79,216,64
"male","non-hispanic black",0,49571.8111969,6186.7879485,16551.9569584,0,113997.3011049,78847.9869127,346646.1777793,1140815.117963,1680306.5837599,0,8,1,2,0,21,15,62,189,64
"male","non-hispanic other",4052.80606,8480.2362076,0,0,0,18873.0420846,15530.2497471,76413.5400353,227234.6765141,338051.5083811,1,2,0,0,0,4,3,12,34,64
"male","non-hispanic asian",6131.5348236,13344.4397403,3190.127489,13391.5379824,0,87156.0480074,63353.6051131,155607.5671944,632510.5100539,938627.7303688,1,3,1,2,0,15,9,29,93,64
"male","non-hispanic white",73727.6648216,650467.4014907,84425.0340633,181101.7233545,15581.7156991,815470.362794,888635.6967117,3873716.0688138,11424463.0901909,17002285.2185104,12,100,17,31,3,144,150,634,1904,65
"female","non-hispanic white",54727.0445835,695591.7501289,201077.6510748,196018.1787852,11663.3248878,908031.4775214,1026301.7566709,4287496.1741061,13407904.5593911,19629733.9676895,10,122,37,37,2,164,176,731,2277,65
"female","non-hispanic other",0,8839.356866,5983.2189038,0,0,31365.7000561,40110.0987849,88227.2075441,293292.0926902,452995.0990753,0,1,1,0,0,5,4,14,55,65
"female","non-hispanic black",2680.4551168,68147.3411071,7422.0707112,48413.0506426,0,129825.060613,117835.15999,420985.1045094,1729007.4290454,2397652.7541578,1,11,2,4,0,21,14,69,281,65
"female","non-hispanic asian",9307.1242287,30323.1358161,9388.588441,17654.2822444,0,43083.3214914,87224.5294174,245830.8296645,651170.0815555,1027308.7621288,3,5,1,2,0,8,12,40,108,65
"male","hispanic",4160.5806116,54863.3519657,16873.0999588,27314.6201836,5046.1636055,153171.024564,115689.4285142,452859.8699104,974329.5436177,1696049.8666063,1,9,3,4,1,26,19,71,153,65
"female","hispanic",24025.9835151,37749.5276621,24668.4161818,40181.532006,0,102605.0473762,183169.2709912,402563.1146439,1358012.5261206,2046349.9591319,4,5,3,6,0,17,27,63,205,65
"male","non-hispanic black",9176.4059245,7936.0362865,15546.5955925,12081.9562165,0,107810.5131564,56230.5372822,282576.1659927,1105643.2307014,1552260.4471327,3,3,2,3,0,20,12,52,185,65
"male","non-hispanic other",5056.8240744,6109.8184471,0,0,0,14820.2360246,19583.0558071,67933.3038277,216883.4708372,319220.0664966,1,1,0,0,0,3,4,10,32,65
"male","non-hispanic asian",0,17154.565457,0,0,0,74848.936163,44666.6034458,141520.6774265,598088.3967343,859124.6137696,0,3,0,0,0,12,6,26,90,65
"male","non-hispanic white",37596.3273296,339004.223018,61982.1967922,123939.2922682,12136.9809714,588871.6487224,736423.0307098,3096221.3309822,11498260.8959046,15919776.906319,7,56,12,21,2,104,124,519,1922,66
"female","non-hispanic white",32101.7489985,448606.0651716,62113.1425772,159123.792244,18227.9163403,624655.4728529,826819.5869404,3544578.9234169,13261771.2898998,18257825.27311,6,74,12,28,3,112,139,605,2281,66
"female","non-hispanic other",5595.3710164,0,0,12387.398448,0,25382.4811523,40110.0987849,75448.2267665,276099.4587472,417040.2654509,1,0,0,1,0,4,4,12,52,66
"female","non-hispanic black",0,17782.860502,6390.6653087,0,3143.1939933,119722.534785,72102.5644642,338695.9499392,1686774.2901531,2217295.3393415,0,3,2,0,1,18,11,56,273,66
"female","non-hispanic asian",8820.7853609,40479.0799477,0,0,0,24387.6088217,65936.1704918,175503.6849456,642747.6389577,908575.1032168,1,6,0,0,0,4,11,30,105,66
"male","hispanic",2860.1239331,38650.3761504,22243.6795411,10758.4389852,0,127091.1803881,79935.3183882,396608.1380155,960624.114589199,1564258.751381,1,6,4,3,0,21,15,63,152,66
"female","hispanic",3738.9186824,10097.5844116,4996.5248722,12482.8976696,0,42320.4619879,143697.9237718,321382.8451364,1302589.6629754,1809990.8938715,1,2,1,3,0,8,22,53,195,66
"male","non-hispanic black",2539.2691545,20387.1822927,9635.0912899,5525.6014012,0,83087.5116394,49997.3433921,264329.1552657,1027046.4561383,1424460.4664355,1,3,3,2,0,15,11,47,178,66
"male","non-hispanic asian",0,15421.2855256,6932.4401943,8261.3824796,0,65112.1665762,36380.5717246,124366.1119695,566443.0905449,792301.9408152,0,3,1,1,0,11,5,23,86,66
"male","non-hispanic other",0,0,0,4052.80606,0,9763.4119502,15848.5314697,49089.3705154,218296.9017193,292998.2156546,0,0,0,1,0,2,3,7,32,66
"male","non-hispanic white",34568.0317797,363042.687857,50383.4024007,97181.2536692,7333.5715532,451901.0261723,615419.5744348,2625551.80842,11231144.7734005,14924017.1824276,6,63,9,15,1,78,104,445,1879,67
"female","non-hispanic white",37007.3790985,326638.7624851,63106.3795497,161794.0998629,2425.4062581,477624.2774267,634207.8663111,2983215.8501551,12966908.6084255,17061956.6023184,6,56,11,25,1,85,106,510,2240,67
"female","non-hispanic other",0,19472.0685051,0,0,0,19787.1101359,26974.5305393,75448.2267665,235990.9383796,358200.8058213,0,3,0,0,0,3,3,12,44,67
"female","non-hispanic black",4726.9034419,8975.564728,16437.7882249,11630.505545,0,110188.675483,64182.8056031,293909.0151533,1603011.7036257,2071292.1998651,1,2,2,2,0,15,9,51,259,67
"female","non-hispanic asian",0,21852.3328174,3190.127489,13170.9885743,0,15566.8234608,74756.9558527,122188.6628042,616773.3809817,829285.8230994,0,4,1,3,0,3,12,21,101,67
"male","hispanic",6452.4641696,23084.7214077,7593.3629652,0,8503.1652687,96099.9144166,63450.1250577,331424.3358591,902336.565513099,1393310.9408465,1,3,1,0,1,15,12,54,149,67
"female","hispanic",4786.5229765,16324.0741199,0,19210.9086239,0,33585.0184333,120956.4624355,286905.2782926,1197457.0766042,1638903.8357656,1,3,0,4,0,6,18,46,182,67
"male","non-hispanic black",0,33607.4943844,0,7035.9805906,4243.9936661,70913.151195,47011.0111454,246693.7045889,928071.7075256,1292689.5744549,0,6,0,2,1,11,10,45,161,67
"male","non-hispanic asian",0,29127.3922465,7498.5270393,0,0,52267.4446108,28119.189245,115877.2666382,524625.8749651,720889.7754591,0,5,2,0,0,9,4,21,81,67
"male","non-hispanic other",0,0,0,5879.2979957,0,9763.4119502,5879.2979957,49089.3705154,207816.8394099,272548.9198712,0,0,0,1,0,2,1,7,30,67
"male","non-hispanic white",31814.7315808,359480.9155106,46953.6045701,118914.5458547,5003.5631063,354466.3165582,516915.5723572,2116126.3758425,10708600.6964977,13696108.9612556,6,60,9,19,1,61,90,363,1799,68
"female","non-hispanic white",27023.2143737,441384.7452984,20597.1053918,102615.0714051,18560.5446718,345978.9910762,478461.5090206,2547865.742449,12477439.6823043,15849745.9248501,4,74,4,18,3,62,82,438,2162,68
"female","non-hispanic other",0,18518.6821846,0,5595.3710164,0,19787.1101359,26974.5305393,55976.1582614,217881.4835948,320619.2825314,0,2,0,1,0,3,3,9,41,68
"female","non-hispanic black",0,21690.0126974,3082.2858967,4719.3888356,0,74638.6138972,36317.8976474,261986.7810976,1502712.6983685,1875655.9910107,0,5,1,1,0,11,6,46,239,68
"female","non-hispanic asian",0,28659.4696754,0,18025.699632,0,6464.4142007,55218.0697075,100032.0160939,605767.1137509,767481.613753,0,5,0,3,0,1,8,17,99,68
"male","hispanic",0,39165.3531177,26085.7887827,3429.2433359,0,69272.5352394,63731.7139368,278793.7801325,841537.8561107,1253335.8854194,0,7,4,1,0,11,12,48,138,68
"female","hispanic",0,44844.0625209,5077.889838,17147.0528137,0,28798.4954568,102611.7436709,236096.8176675,1130858.7760468,1498365.832842,0,6,1,3,0,5,14,39,177,68
"male","non-hispanic black",15778.22548,49530.6715482,7538.631156,2765.3303326,0,66669.1575289,39975.0305548,209740.4397139,870029.5332178,1186414.1610154,1,9,2,1,0,10,8,38,155,68
"male","non-hispanic asian",0,9784.4428665,0,8245.3507742,6612.4770144,44768.9175715,28119.189245,94248.401431,509770.4349773,676906.9432248,0,3,0,1,1,7,4,18,77,68
"male","non-hispanic other",0,16744.5381252,0,0,0,9763.4119502,0,49089.3705154,206078.3664535,264931.1489191,0,2,0,0,0,2,0,7,29,68
"male","non-hispanic white",24208.7198873,127381.3527084,38623.0260062,84074.0894303,0,259793.0333218,401783.0216289,1672036.7591097,10240920.8290834,12574533.6431438,4,23,5,14,0,43,72,289,1730,69
"female","non-hispanic white",0,270352.0367958,18618.2732278,27042.8586645,0,260005.4332865,393136.3824623,1995128.9803881,12030411.0207777,14678681.8169146,0,48,5,5,0,48,66,346,2085,69
"female","non-hispanic other",0,10062.5632711,0,0,0,19787.1101359,21379.1595229,37457.4760768,208929.6182008,287553.3639364,0,2,0,0,0,3,2,7,38,69
"female","non-hispanic black",0,28998.46362,12331.3584871,4726.9034419,0,71556.3280005,31598.5088118,216723.2574008,1386332.7834841,1706210.8776972,0,5,3,1,0,10,5,38,221,69
"female","non-hispanic asian",0,5184.7557724,0,3190.127489,0,6464.4142007,37192.3700755,57522.8192205,569739.5784376,670919.1819343,0,1,0,1,0,1,5,10,94,69
"male","hispanic",0,13934.3519081,5105.0975073,6452.4641696,0,43186.7464567,60302.4706009,223706.7324768,779117.9737042,1106313.9232386,0,3,1,1,0,7,11,38,131,69
"female","hispanic",0,12329.5890538,0,10945.6005282,3985.3421155,16208.8094399,85464.6908572,177449.7893896,1088452.0924227,1367575.3821094,0,2,0,2,1,3,11,30,169,69
"male","non-hispanic black",4820.026759,23618.4898356,5240.4407872,3999.764882,0,43352.3008929,37209.7002222,163290.9098997,817698.8375917,1061551.7486065,2,4,1,1,0,7,7,30,146,69
"male","non-hispanic asian",2501.6328488,8351.9371551,8820.7853609,0,0,38156.4405571,19873.8384708,75141.3096952,483090.0116021,616261.6003252,1,2,1,0,0,6,3,13,75,69
"male","non-hispanic other",0,0,4103.7690222,0,0,9763.4119502,0,32344.8323902,219685.8115757,261794.0559161,0,0,1,0,0,2,0,5,30,69
"male","non-hispanic white",20882.4789189,464582.665799,34976.1172875,90896.3958469,0,193449.8195871,310186.1136505,1476169.4053779,9500047.76334009,11479853.1019556,4,76,6,14,0,33,56,255,1618,70
"female","non-hispanic white",20320.9617109,389407.076766,58369.6354551,63526.281314,19936.7381129,241387.1600587,321286.2446381,1589147.6879876,11392741.7716566,13544562.864341,3,68,9,13,3,43,56,280,1982,70
"female","non-hispanic other",0,2853.1532296,5120.3212031,0,0,19787.1101359,21379.1595229,22453.8717715,214860.0556163,278480.1970466,0,1,1,0,0,3,2,4,39,70
"female","non-hispanic black",0,28470.3197117,6045.0804673,0,15626.542931,48989.2857194,26871.6053699,190226.9286741,1283251.9573817,1549339.7771451,0,5,1,0,2,6,4,34,207,70
"female","non-hispanic asian",0,0,6464.4142007,0,0,6464.4142007,27770.7317077,36003.6401909,517270.4208248,587509.2069241,0,0,1,0,0,1,3,7,86,70
"male","hispanic",0,19124.1564876,3626.2391069,30916.3480487,0,33233.9107805,53850.0064313,208153.8452137,682451.8962697,977689.658695199,0,4,1,6,0,5,10,35,117,70
"female","hispanic",0,35335.2884818,0,22595.8292215,0,12223.4673244,51238.7259577,157554.8501486,984836.8187539,1205853.8621846,0,5,0,2,0,2,7,27,155,70
"male","non-hispanic black",0,30472.394143,0,10454.176789,0,33291.8333467,38029.9620992,136891.3333864,758309.9300571,966523.0588894,0,5,0,1,0,4,8,26,135,70
"male","non-hispanic asian",0,15575.0891503,15460.6864874,0,0,26834.0223474,22375.4713196,70425.4021286,431816.5056772,551451.4014728,0,2,2,0,0,4,4,11,69,70
"male","non-hispanic other",0,3401.8523157,0,0,0,5659.642928,0,31561.2235398,204858.0003324,242078.8668002,0,1,0,0,0,1,0,5,28,70
"male","non-hispanic white",0,126881.7565769,8999.7151129,52427.8140518,4715.2788464,132671.3181791,200154.4971008,955468.0480325,9112894.48208289,10401188.3453953,0,23,1,10,1,22,39,171,1550,71
"female","non-hispanic white",14244.6499062,174305.6831586,15335.8955437,42383.1146319,0,137774.5482393,229543.8541981,1192204.7754101,10829537.0864928,12389060.2643403,3,30,3,7,0,27,38,208,1885,71
"female","non-hispanic other",0,0,12381.388014,0,0,14666.7889328,21379.1595229,24721.039745,213029.9565401,273796.9447408,0,0,1,0,0,2,2,4,39,71
"female","non-hispanic asian",0,0,0,0,0,0,27770.7317077,38927.1422121,467381.5419058,534079.4158256,0,0,0,0,0,0,3,7,77,71
"male","hispanic",0,8977.0782177,0,0,0,29607.6716736,22933.6583826,187550.8303257,668743.0105738,908835.1709557,0,2,0,0,0,4,4,31,115,71
"female","hispanic",5084.910188,3822.1315192,0,4240.2981552,0,12223.4673244,28642.8967362,113438.989198,930948.4687969,1085253.8220555,1,1,0,1,0,2,5,20,144,71
