"sex","race","w_i_lost_mom_first","w_i_lost_mom_last","w_i_lost_dad_first","w_i_lost_dad_last","w_i_lost_both","w_s_lost_none","w_s_lost_mom","w_s_lost_dad","w_s_lost_both","w_s_total","n_i_lost_mom_first","n_i_lost_mom_last","n_i_lost_dad_first","n_i_lost_dad_last","n_i_lost_both","n_s_lost_none","n_s_lost_mom","n_s_lost_dad","n_s_lost_both","age"
"male","hispanic",9075.8974585,0,70105.4649181,0,5295.4567536,27804926.7053808,0,0,0,27804926.7053808,2,0,9,0,1,3336,0,0,0,0
"female","non-hispanic black",4517.9511154,0,68666.1165355,0,0,18543393.2628877,0,0,0,18543393.2628877,1,0,8,0,0,1849,0,0,0,0
"male","non-hispanic black",21900.3807796,0,53394.3392126,0,0,16325200.6142708,0,0,0,16325200.6142708,3,0,8,0,0,1554,0,0,0,0
"male","non-hispanic white",41593.0782923,0,125304.6789582,0,0,87883762.8770517,0,0,0,87883762.8770517,4,0,16,0,0,11073,0,0,0,0
"female","non-hispanic white",16165.3383671,0,149125.0689489,0,21328.9977443,90262090.4251741,0,0,0,90262090.4251741,2,0,21,0,3,11414,0,0,0,0
"male","non-hispanic other",0,0,5483.9001561,0,0,4325674.33273852,0,0,0,4325674.33273852,0,0,1,0,0,561,0,0,0,0
"female","non-hispanic other",0,0,7097.0347145,0,0,4458450.9631802,0,0,0,4458450.9631802,0,0,1,0,0,579,0,0,0,0
"female","non-hispanic asian",0,0,16473.0291216,0,0,9342573.8262085,0,0,0,9342573.8262085,0,0,4,0,0,1198,0,0,0,0
"male","non-hispanic asian",0,0,0,0,0,9058662.8544356,0,0,0,9058662.8544356,0,0,0,0,0,1121,0,0,0,0
"female","hispanic",0,0,42551.7749727,0,0,27903932.0042145,0,0,0,27903932.0042145,0,0,6,0,0,3504,0,0,0,0
"male","hispanic",3131.633725,0,85499.4343629,0,0,27429406.5764807,9075.8974585,61225.9596364,5295.4567536,27505003.8903292,1,0,11,0,0,3300,2,8,1,1
"female","non-hispanic black",29282.8710247,0,117858.6943476,0,0,18340792.1569055,4517.9511154,68666.1165355,0,18413976.2245564,4,0,14,0,0,1830,1,8,0,1
"male","non-hispanic black",9346.8055115,0,68653.5453189,0,0,16083199.3525231,21900.3807796,53394.3392126,0,16158494.0725153,2,0,8,0,0,1533,3,8,0,1
"male","non-hispanic white",70720.7501174,0,130571.112555,0,25151.882731,87130617.9779366,41593.0782923,125304.6789582,0,87297515.7351871,12,0,15,0,2,11007,4,16,0,1
"female","non-hispanic white",32746.5267018,0,201523.1332174,0,26587.982121,89398017.4179867,16165.3383671,112850.1702975,21328.9977443,89548361.9243955,4,0,26,0,2,11332,2,17,3,1
"male","non-hispanic other",0,0,17383.8469289,0,0,4249317.48823942,0,5483.9001561,0,4254801.38839552,0,0,4,0,0,552,0,1,0,1
"female","non-hispanic other",0,0,0,0,0,4394948.1461904,0,7097.0347145,0,4402045.1809049,0,0,0,0,0,573,0,1,0,1
"female","non-hispanic asian",33223.0487679,0,50607.95667,0,0,9256069.7521381,0,11909.487268,0,9267979.2394061,3,0,6,0,0,1187,0,3,0,1
"male","non-hispanic asian",6777.6992095,0,3256.9432639,0,0,8978473.7862749,0,0,0,8978473.7862749,1,0,1,0,0,1113,0,0,0,1
"female","hispanic",33021.1831418,0,55032.389085,0,0,27571607.6162743,0,42551.7749727,0,27614159.391247,5,0,7,0,0,3470,0,6,0,1
"male","hispanic",38075.2616917,0,87550.6516438,0,0,26820859.4935891,12207.5311835,146725.3939993,5295.4567536,26985087.8755255,4,0,9,0,0,3245,3,19,1,2
"female","non-hispanic black",46969.9115643,0,43676.0796749,0,6324.8219901,17966479.232169,33800.8221401,186524.8108831,0,18186804.8651922,8,0,7,0,1,1798,5,22,0,2
"male","non-hispanic black",6754.9260075,0,79126.6547782,0,0,15873873.6579683,31247.1862911,122047.8845315,0,16027168.7287909,2,0,8,0,0,1512,5,16,0,2
"male","non-hispanic white",46039.7081262,0,151616.7405018,13909.461227,0,85994004.9584047,112313.8284097,255875.7915132,25151.882731,86387346.4610587,7,0,21,1,0,10898,16,31,2,2
"female","non-hispanic white",94221.2192343,0,198433.0708977,0,0,88366959.2886283,48911.8650689,314373.3035149,47916.9798653,88778161.4370774,14,0,27,0,0,11232,6,43,5,2
"male","non-hispanic other",13298.2317736,0,0,0,0,4161392.49112722,0,17481.4112078,0,4178873.90233502,2,0,0,0,0,539,0,4,0,2
"female","non-hispanic other",0,0,0,0,0,4247040.279259,0,7097.0347145,0,4254137.3139735,0,0,0,0,0,559,0,1,0,2
"female","non-hispanic asian",18610.3005193,0,7543.5044969,0,5900.6380525,9070725.8570629,33223.0487679,62517.443938,0,9166466.3497688,3,0,2,0,1,1167,3,9,0,2
"male","non-hispanic asian",0,0,20000.3711337,0,0,8865784.036886,6777.6992095,3256.9432639,0,8875818.6793594,0,0,3,0,0,1102,1,1,0,2
"female","hispanic",5353.2971929,0,58956.1415667,0,0,26887769.040479,33021.1831418,97584.1640577,0,27018374.3876785,1,0,8,0,0,3403,5,13,0,2
"male","hispanic",23779.5841888,0,88474.0642532,0,0,26296187.935973,50282.7928752,229936.3700069,5295.4567536,26581702.5556087,3,0,10,0,0,3189,7,27,1,3
"female","non-hispanic black",13777.783392,6722.9600767,80318.6058747,0,0,17659314.2150422,80770.7337044,230200.890558,6324.8219901,17976610.6612947,1,1,7,0,0,1763,13,29,1,3
"male","non-hispanic black",7548.8565388,5272.2834928,47202.84981,0,0,15553478.295982,38002.1122986,189407.6847107,0,15780888.0929913,1,1,6,0,0,1483,7,23,0,3
"male","non-hispanic white",86092.4292598,0,125990.1829792,0,0,84766388.8598753,129234.4926529,401063.4202172,39061.343958,85335748.1167035,14,0,14,0,0,10761,21,51,3,3
"female","non-hispanic white",65361.8836931,0,161492.3675698,4718.9464792,0,87199096.655769,131223.3969122,512806.3744126,47916.9798653,87891043.4069591,10,0,23,1,0,11103,19,70,5,3
"male","non-hispanic other",11077.082064,0,7370.5200375,0,0,4028743.86796562,13298.2317736,17481.4112078,0,4059523.51094702,1,0,1,0,0,526,2,4,0,3
"female","non-hispanic other",0,0,13251.6580544,0,0,4099494.5132513,0,7097.0347145,0,4106591.5479658,0,0,3,0,0,546,0,1,0,3
"female","non-hispanic asian",0,0,17655.5801156,0,0,8990589.57600959,51833.3492872,70060.9484349,5900.6380525,9118384.5117842,0,0,3,0,0,1154,6,11,1,3
"male","non-hispanic asian",0,4103.7690222,22183.9359532,0,0,8746132.71199219,6777.6992095,23257.3143976,0,8776167.72559929,0,1,3,0,0,1088,1,4,0,3
"female","hispanic",19543.1193872,0,66237.1982433,0,0,26501107.4413491,38374.4803347,156540.3056244,0,26696022.2273082,2,0,9,0,0,3354,6,21,0,3
"male","hispanic",28655.9113543,0,50163.674358,0,0,25604519.3601516,74062.377064,318410.4342601,5295.4567536,26002287.6282294,4,0,7,0,0,3116,10,37,1,4
"female","non-hispanic black",12814.1971442,0,31499.2329399,0,0,17307377.215461,94548.5170964,303796.536356,13047.7820668,17718770.0509802,2,0,5,0,0,1734,14,35,2,4
"male","non-hispanic black",18421.910351,0,40866.171874,0,0,15253839.8631812,45550.9688374,231338.2510279,5272.2834928,15536001.3665393,1,0,2,0,0,1456,8,28,1,4
"male","non-hispanic white",65402.5159269,0,142467.4966189,0,0,83656213.426519,215326.9219127,523828.1147501,39061.343958,84434429.8071399,6,0,20,0,0,10632,35,64,3,4
"female","non-hispanic white",26834.6990274,0,118956.9834483,0,0,85933828.3412056,191866.3341261,674298.7419824,52635.9263445,86852629.3436586,3,0,18,0,0,10962,28,93,6,4
"male","non-hispanic other",3850.908751,0,16625.8865864,0,0,3882646.57435432,24375.3138376,24851.9312453,0,3931873.81943722,1,0,3,0,0,512,3,5,0,4
"female","non-hispanic other",3322.610961,0,4258.8571413,0,0,3965894.6399082,0,14871.4672105,0,3980766.1071187,1,0,1,0,0,531,0,3,0,4
"female","non-hispanic asian",0,12151.7706388,31108.478741,0,0,8756807.81664989,51833.3492872,87716.5285505,5900.6380525,8902258.33254009,0,2,2,0,0,1128,6,14,1,4
"male","non-hispanic asian",18607.7674141,3096.9596459,36228.2152379,0,0,8602385.18651379,6777.6992095,41337.4813286,4103.7690222,8654604.13607409,3,1,5,0,0,1072,1,6,1,4
"female","hispanic",8277.0210143,0,72869.3872388,0,0,26035189.9197704,57917.5997219,222777.5038677,0,26315885.02336,2,0,9,0,0,3298,8,30,0,4
"male","hispanic",11344.104662,0,34505.3868216,0,0,25063256.4190636,102718.2884183,368574.1086181,5295.4567536,25539844.2728536,1,0,6,0,0,3054,14,44,1,5
"female","non-hispanic black",0,0,91140.9086531,5635.1794765,0,16938506.2697095,107362.7142406,335295.7692959,13047.7820668,17394212.5353128,0,0,11,1,0,1702,16,40,2,5
"male","non-hispanic black",40431.5972455,0,44366.621199,0,0,14848104.3558884,63972.8791884,272204.4229019,5272.2834928,15189553.9414715,5,0,5,0,0,1424,9,30,1,5
"male","non-hispanic white",86729.1102922,0,126230.2645597,0,0,82608569.9858426,280729.4378396,659244.8801429,39061.343958,83587605.647783,15,0,20,0,0,10515,41,83,3,5
"female","non-hispanic white",72507.8507806,0,96896.3994302,6281.7210874,6260.7585174,84875768.0040014,218701.0331535,793255.7254307,52635.9263445,85940360.6889301,11,0,14,1,1,10846,31,111,6,5
"male","non-hispanic other",6347.9811329,0,7315.6282088,0,0,3775615.74742642,28226.2225886,41477.8178317,0,3845319.78784672,1,0,1,0,0,499,4,8,0,5
"female","non-hispanic other",7564.3642288,0,14426.2142315,0,0,3844657.4311474,3322.610961,19130.3243518,0,3867110.3664602,2,0,2,0,0,517,1,4,0,5
"female","non-hispanic asian",18254.0876307,0,27351.9589057,0,0,8623680.65393019,51833.3492872,106673.2366527,18052.4086913,8800239.64856138,3,0,5,0,0,1115,6,14,3,5
"male","non-hispanic asian",0,0,12648.0614241,0,0,8360887.29603939,25385.4666236,74468.7369206,7200.7286681,8467942.22825168,0,0,2,0,0,1048,4,10,2,5
"female","hispanic",38211.7098562,0,152209.2227619,0,0,25469289.5269025,66194.6207362,291050.1294167,0,25826534.2770554,3,0,17,0,0,3236,10,38,0,5
"male","hispanic",20853.1027519,0,51085.208481,0,0,24506335.1269938,114062.3930803,403079.4954397,5295.4567536,25028772.4722674,3,0,6,0,0,2984,15,50,1,6
"female","non-hispanic black",62769.3616254,0,62398.617838,0,0,16560936.2936492,101727.5347641,426436.677949,18682.9615433,17107783.4679056,7,0,8,0,0,1674,15,51,3,6
"male","non-hispanic black",13214.8093511,0,44697.1346104,0,0,14422585.3145404,104404.4764339,294779.4522239,5272.2834928,14827041.526691,2,0,6,0,0,1386,14,33,1,6
"male","non-hispanic white",53020.0740214,0,149278.8589591,4456.3654766,4031.0666584,81422951.9151831,367458.5481318,773870.4375327,39061.343958,82603342.2448057,10,0,17,1,1,10362,56,101,3,6
"female","non-hispanic white",53664.5334107,0,127421.1248293,0,0,83821800.1692655,276414.008268,881968.1192666,65178.4059493,85045360.7027494,11,0,18,0,0,10726,40,124,8,6
"male","non-hispanic other",3583.2320594,0,9043.9341623,0,0,3684835.64041662,34574.2037215,48793.4460405,0,3768203.29017862,1,0,1,0,0,488,5,9,0,6
"female","non-hispanic other",0,0,4364.9160772,0,0,3756181.653837,10886.9751898,33556.5385833,0,3800625.1676101,0,0,1,0,0,504,3,6,0,6
"female","non-hispanic asian",9164.9735298,0,16511.1498732,0,0,8463181.11945109,70087.4369179,134025.1955584,18052.4086913,8685346.16061868,2,0,2,0,0,1095,9,19,3,6
"male","non-hispanic asian",8991.6067967,0,0,0,0,8200442.28350779,25385.4666236,87116.7983447,7200.7286681,8320145.27714419,1,0,0,0,0,1031,4,12,2,6
"female","hispanic",24402.6328981,9635.0181859,34974.8075201,0,0,24830010.6787689,104406.3305924,435973.2115148,0,25370390.2208761,3,1,5,0,0,3160,13,54,0,6
"male","hispanic",22626.115468,16599.234685,68678.568461,0,0,23965023.4066484,134915.4958322,454164.7039207,5295.4567536,24559399.063155,3,1,9,0,0,2925,18,56,1,7
"female","non-hispanic black",6189.34813,0,63519.1871297,0,0,16113750.7512843,164496.8963895,472094.0997114,18682.9615433,16769024.7089285,1,0,6,0,0,1633,22,57,3,7
"male","non-hispanic black",7294.1526655,0,27458.2493258,0,0,14131522.10963,111334.0189116,339476.5868343,5272.2834928,14587604.9988687,2,0,3,0,0,1355,15,39,1,7
"male","non-hispanic white",21461.922723,0,140639.864475,0,6563.091553,80170286.7903763,394345.6113264,918389.5433912,47548.776093,81530570.721187,2,0,20,0,1,10217,63,117,5,7
"female","non-hispanic white",30780.0920185,0,162177.2859445,7994.525062,0,82728975.2648831,316972.7251477,1005646.0384094,65178.4059493,84116772.4343893,6,0,24,1,0,10587,50,141,8,7
"male","non-hispanic other",0,0,0,7202.1501258,0,3556610.42283242,38157.4357809,57837.3802028,0,3652605.23881612,0,0,0,1,0,474,6,10,0,7
"female","non-hispanic other",0,0,0,0,0,3694429.9517502,10886.9751898,37921.4546605,0,3743238.3816005,0,0,0,0,0,495,3,7,0,7
"female","non-hispanic asian",0,0,6390.7010662,0,0,8313592.64710879,79252.4104477,150536.3454316,18052.4086913,8561433.81167939,0,0,1,0,0,1075,11,21,3,7
"male","non-hispanic asian",0,0,9241.491151,0,0,8089899.38240029,34377.0734203,87116.7983447,7200.7286681,8218593.98283339,0,0,2,0,0,1016,5,12,2,7
"female","hispanic",6121.7177767,0,53903.422232,0,0,24187335.7618422,128808.9634905,461313.000849,9635.0181859,24787092.7443676,1,0,7,0,0,3088,16,58,1,7
"male","hispanic",5145.9392572,0,128328.5351325,0,6537.4892532,23263935.1484414,157541.6113002,506244.0376967,21894.6914386,23949615.4888769,1,0,14,0,1,2848,21,64,2,8
"female","non-hispanic black",21121.995444,0,82072.3638455,0,0,15862013.2860026,170686.2445195,535613.2868411,18682.9615433,16586995.7789065,1,0,11,0,0,1608,23,63,3,8
"male","non-hispanic black",20632.7871065,0,37284.339653,0,0,13887261.1703381,118628.1715771,355123.5764741,5272.2834928,14366285.2018821,2,0,3,0,0,1330,17,41,1,8
"male","non-hispanic white",65994.6937119,0,150266.8541987,0,0,79133951.0706602,415807.5340494,1059029.4078662,54111.867646,80662899.8802219,7,0,22,0,0,10082,65,137,6,8
"female","non-hispanic white",79498.7380915,8115.0187713,181859.7961215,0,0,81650810.3182069,339758.2921042,1167823.3243539,73172.9310113,83231564.8656763,10,1,26,0,0,10460,55,165,9,8
"male","non-hispanic other",0,0,7282.9680674,0,6406.9173077,3464361.95306932,30955.2856551,57837.3802028,7202.1501258,3560356.76905302,0,0,2,0,1,464,5,10,1,8
"female","non-hispanic other",26918.785462,0,17470.792279,0,0,3599005.1809374,10886.9751898,37921.4546605,0,3647813.6107877,2,0,3,0,0,484,3,7,0,8
"female","non-hispanic asian",12336.5943545,0,17235.6934607,0,0,8190607.76236799,79252.4104477,156927.0464978,18052.4086913,8444839.62800478,2,0,3,0,0,1060,11,22,3,8
"male","non-hispanic asian",11936.7946064,0,8736.5457268,0,0,7892976.49907119,34377.0734203,96358.2894957,7200.7286681,8030912.59065529,2,0,1,0,0,995,5,14,2,8
"female","hispanic",26816.1690818,0,55583.3297265,0,0,23658587.3634572,134930.6812672,515216.423081,9635.0181859,24318369.4859913,4,0,7,0,0,3023,17,65,1,8
"male","hispanic",12078.8196019,0,68116.4479188,0,0,22658005.2450046,162687.5505574,631507.0147465,28432.1806918,23480631.9910004,2,0,8,0,0,2770,22,77,3,9
"female","non-hispanic black",3170.4234933,0,92063.6729894,0,0,15540145.5678714,172217.8131351,608377.7204915,18682.9615433,16339424.0630413,1,0,5,0,0,1573,22,73,3,9
"male","non-hispanic black",55811.6493925,0,34961.8018337,0,4110.5461694,13563135.3410213,139260.9586836,368215.6538581,5272.2834928,14075884.2370558,5,0,5,0,1,1302,19,42,1,9
"male","non-hispanic white",34341.2473313,3399.3604847,185706.783367,0,0,77911533.2905174,481802.2277613,1201917.3072674,54111.867646,79649364.6931921,7,1,24,0,0,9932,72,158,6,9
"female","non-hispanic white",56306.2817599,4178.5597375,147408.2753297,0,0,80461966.15297,419257.0301957,1341568.1017041,81287.9497826,82304079.2346525,9,1,20,0,0,10323,65,190,10,9
"male","non-hispanic other",0,0,8135.525385,0,0,3335370.80796452,30955.2856551,65120.3482702,13609.0674335,3445055.50932332,0,0,1,0,0,447,5,12,2,9
"female","non-hispanic other",0,0,0,0,0,3452857.7027162,37805.7606518,55392.2469395,0,3546055.7103075,0,0,0,0,0,467,5,10,0,9
"female","non-hispanic asian",0,0,40473.579983,0,0,8022187.12563799,91589.0048022,174162.7399585,18052.4086913,8305991.27908999,0,0,4,0,0,1037,13,25,3,9
"male","non-hispanic asian",0,0,16543.1679674,8991.6067967,0,7761460.61708049,46313.8680267,105094.8352225,7200.7286681,7920070.04899779,0,0,2,1,0,980,7,15,2,9
"female","hispanic",4791.4194986,0,55431.8429299,0,0,23096545.5428077,153903.196056,570799.7528075,9635.0181859,23830883.5098571,1,0,7,0,0,2950,20,72,1,9
"male","hispanic",85249.9768791,0,62848.5155856,0,0,22162684.7823472,174766.3701593,699623.4626653,28432.1806918,23065506.7958637,8,0,10,0,0,2710,24,85,3,10
"female","non-hispanic black",0,6966.3226825,44318.5130399,0,0,15204105.5856675,175388.2366284,700441.3934809,18682.9615433,16098618.1773201,0,1,6,0,0,1540,23,78,3,10
"male","non-hispanic black",49667.642634,0,159592.8394334,0,0,13176917.7615641,195072.6080761,403177.4556918,9382.8296622,13784550.6549942,5,0,10,0,0,1261,24,47,2,10
"male","non-hispanic white",105227.5542957,9355.5715294,137300.8251108,0,0,76634967.8737038,503932.8607803,1362097.8682014,57511.2281307,78558509.8308163,15,2,18,0,0,9779,77,178,7,10
"female","non-hispanic white",52443.9879174,0,228984.4219092,5315.7490021,2658.2976453,79331868.051283,475563.3119556,1475400.5841741,85466.5095201,81368298.4569329,10,0,30,1,1,10200,74,208,11,10
"male","non-hispanic other",7145.2864657,0,0,0,0,3221139.01764212,30955.2856551,73255.8736552,13609.0674335,3338959.24438592,1,0,0,0,0,434,5,13,2,10
"female","non-hispanic other",8477.4794136,0,24114.523385,0,0,3311317.0426088,37805.7606518,55392.2469395,0,3404515.0502001,1,0,4,0,0,451,5,10,0,10
"female","non-hispanic asian",15359.7956312,0,44426.2674853,0,6778.3701425,7840249.38774979,91589.0048022,214636.3199415,18052.4086913,8164527.12118478,2,0,6,0,1,1018,13,29,3,10
"female","hispanic",23798.4221837,0,102261.1348154,11290.780363,0,22573532.0136188,148101.2589846,606065.8999439,9635.0181859,23337334.1907332,3,0,12,1,0,2890,20,77,1,10
"male","non-hispanic asian",0,8736.5457268,31020.7415415,0,0,7544067.784622,37322.26123,121638.0031899,16192.3354648,7719220.38450669,0,1,5,0,0,956,6,17,3,10
"male","hispanic",26042.3342905,10386.88373,28512.1339821,0,0,21515429.2542676,255405.0964269,762471.9782509,28432.1806918,22561738.5096372,3,1,5,0,0,2631,31,95,3,11
"female","non-hispanic black",34388.0063394,0,52996.0157617,0,0,14919943.8803056,175388.2366284,737793.5838383,25649.2842258,15858774.9849981,4,0,5,0,0,1510,23,83,4,11
"male","non-hispanic black",94768.438772,0,28975.9088528,0,0,12729059.8144095,244740.2507101,551728.7078512,9382.8296622,13534911.602633,7,0,3,0,0,1226,29,56,2,11
"male","non-hispanic white",99337.3489939,0,300976.1388992,3578.2339787,0,75350494.5577573,609160.415076,1447028.2554236,66866.7996601,77473550.0279171,12,0,35,1,0,9619,92,189,9,11
"female","non-hispanic white",91696.2951789,6615.9288072,267119.3709725,0,0,78184947.0305549,491100.1598971,1704385.0060833,93440.5561675,80473872.7527028,13,1,33,0,0,10060,80,238,13,11
"male","non-hispanic other",5384.0169129,0,0,0,0,3092884.67089832,38100.5721208,73255.8736552,13609.0674335,3217850.18410782,2,0,0,0,0,415,6,13,2,11
"female","non-hispanic other",0,0,8141.0967285,3748.6702514,0,3183143.3007338,46283.2400654,79506.7703245,0,3308933.3111237,0,0,2,1,0,433,6,14,0,11
"female","non-hispanic asian",4617.0251519,0,16485.801128,8137.9916504,0,7678960.79862449,106948.8004334,252976.3699012,24830.7788338,8063716.74779288,1,0,2,1,0,995,15,34,4,11
"female","hispanic",11634.4560196,0,60223.9558729,7185.3452673,0,21822853.8851615,160608.9008053,678068.5328583,20925.7985489,22682457.117374,3,0,7,1,0,2796,22,85,2,11
"male","non-hispanic asian",0,0,23686.0999,0,0,7438044.0241549,37322.26123,143922.1990046,24928.8811916,7644217.36558109,0,0,3,0,0,944,6,21,4,11
"male","hispanic",23964.6657955,4088.7322956,34200.2428255,0,0,21024248.4804469,275179.1274283,776035.3196083,38819.0644218,22114281.9919053,3,1,6,0,0,2575,33,98,4,12
"female","non-hispanic black",25719.3880487,0,99739.1799683,0,9012.6464617,14549444.0280456,209776.2429678,779633.490945,25649.2842258,15564503.0461842,3,0,9,0,1,1478,27,87,4,12
"male","non-hispanic black",31851.7756553,0,60292.1539445,13872.929918,5819.4051709,12352266.1629926,339508.6894821,563225.1240312,9382.8296622,13264382.8061681,4,0,8,1,1,1196,36,57,2,12
"male","non-hispanic white",94858.848942,11667.1111289,284128.2128293,11386.1265315,0,73975099.8472175,696887.29747,1707552.7529925,70445.0336388,76449984.9313189,15,2,37,2,0,9452,102,222,10,12
"female","non-hispanic white",111088.0603166,2352.2755002,353273.2173002,0,0,76833019.3698661,571714.643804,1947435.0282873,100056.4849747,79452225.5269321,16,1,55,0,0,9894,92,267,14,12
"male","non-hispanic other",13189.7651602,0,15611.33183,3583.2320594,0,3029536.22490102,43484.5890337,73255.8736552,13609.0674335,3159885.75502342,2,0,1,1,0,406,8,13,2,12
"female","non-hispanic other",15790.2872109,0,10558.2556437,0,0,3085514.1744146,42534.569814,87647.867053,3748.6702514,3219445.281533,3,0,2,0,0,418,5,16,1,12
"female","non-hispanic asian",25784.4283226,0,21312.9699441,3494.4413819,0,7552828.23081729,103427.8339349,269462.1710292,32968.7704842,7958687.00626559,4,0,4,1,0,978,15,36,5,12
"female","hispanic",56861.1378427,0,75404.4753551,0,12615.259707,21398835.4971428,165058.0115576,738292.4887312,28111.1438162,22330297.1412478,7,0,11,0,1,2737,24,92,3,12
"male","non-hispanic asian",0,0,13396.1245311,6777.6992095,0,7234563.4993504,37322.26123,167608.2989046,24928.8811916,7464422.9406766,0,0,2,1,0,917,6,24,4,12
"male","hispanic",37502.5159511,3575.9387725,53640.4418633,0,0,20398297.2065231,299143.7932238,806146.8301382,42907.7967174,21546495.6266025,4,1,5,0,0,2501,36,103,5,13
"female","non-hispanic black",18420.4265155,6979.824292,88369.0138483,0,0,14148678.3771237,235495.6310165,872135.6186804,34661.9306875,15290971.5575081,2,1,8,0,0,1439,30,95,5,13
"male","non-hispanic black",10431.5562568,0,8926.086308,6537.4973159,0,11945975.2452114,357487.5352194,614621.6113174,29075.1647511,12947159.5564993,2,0,1,1,0,1156,39,64,4,13
"male","non-hispanic white",113700.0188406,8342.0308041,219391.7785648,0,0,72630665.5718869,780360.0198805,1951941.3242291,93498.2712992,75456465.1872957,13,1,30,0,0,9281,115,253,14,13
"female","non-hispanic white",113081.1944452,8656.8655642,261671.9792879,4093.0303709,0,75507616.4521658,676425.5659624,2259730.9335777,95792.8316677,78539565.7833739,15,1,34,1,0,9712,107,317,14,13
"male","non-hispanic other",0,0,20334.612458,0,0,2901393.32190372,53091.1221345,88867.2054852,10785.3821852,3054137.03170862,0,0,2,0,0,390,9,14,2,13
"female","non-hispanic other",0,0,26483.79183,0,0,2966978.4859619,58324.8570249,98206.1226967,3748.6702514,3127258.1359349,0,0,4,0,0,402,8,18,1,13
"female","non-hispanic asian",4880.397506,0,34595.232056,0,0,7442391.38170219,125717.8208756,290775.1409733,36463.2118661,7895347.55541719,1,0,4,0,0,963,18,40,6,13
"female","hispanic",7722.7395262,0,83439.7594306,0,0,20690922.1934055,221919.1494003,787044.7482417,40726.4035232,21740612.4945707,2,0,10,0,0,2644,31,100,4,13
"male","non-hispanic asian",4157.3854239,0,32310.6966028,0,0,7074143.25980099,30544.5620205,181004.4234357,31706.5804011,7317398.8256583,1,0,5,0,0,901,5,26,5,13
"male","hispanic",14123.1759932,0,23652.3553953,0,9260.9064451,19673156.9469603,310824.9543093,842444.3304041,46483.7354899,20872909.9671636,2,0,4,0,1,2418,38,104,6,14
"female","non-hispanic black",25949.7638894,0,45070.1066681,6430.4531783,0,13812658.2626269,253916.057532,917346.3040237,41641.7549795,15025562.3791621,4,0,6,1,0,1409,32,100,6,14
"male","non-hispanic black",0,0,42795.4262746,0,0,11690135.4954761,326424.2875101,611670.5219504,35612.662067,12663842.9670036,0,0,5,0,0,1133,37,64,5,14
"male","non-hispanic white",85384.3428144,6079.1206849,174593.4889318,20184.7049472,0,71460645.2842761,894060.0387211,2132205.1433809,101840.3021033,74588750.7684814,11,1,24,3,0,9133,128,278,15,14
"female","non-hispanic white",68964.2407046,7461.2454191,162206.8340178,7763.8531843,0,74138931.1829466,767707.6688913,2497439.931636,108542.7276028,77512621.511077,10,1,23,1,0,9539,119,347,16,14
"male","non-hispanic other",0,0,12577.9641617,0,0,2785431.55714912,53091.1221345,109201.8179432,10785.3821852,2958509.87941202,0,0,2,0,0,376,9,16,2,14
"female","non-hispanic other",0,4189.4746526,25258.2766443,0,0,2889215.7223109,58324.8570249,120324.9984495,3748.6702514,3071614.2480367,0,1,3,0,0,390,8,21,1,14
"female","non-hispanic asian",5032.4200948,0,11013.3336834,0,5671.3316283,7274744.72487049,130598.2183816,325370.3730293,36463.2118661,7767176.52814749,1,0,3,0,1,943,19,44,6,14
"female","hispanic",42268.4444961,10375.151266,79697.4784788,0,0,20038227.1166963,225472.5032337,845628.3960944,40726.4035232,21150054.4195476,5,1,9,0,0,2565,32,108,4,14
"male","non-hispanic asian",0,0,13243.768114,0,3440.2557496,6919963.39067189,34701.9474444,213315.1200385,31706.5804011,7199687.03855589,0,0,1,0,1,881,6,31,5,14
"male","hispanic",14385.1681335,0,90847.3166701,14512.359381,0,19081768.8817439,324948.1303025,853352.9368824,55744.641935,20315814.5908638,2,0,11,1,0,2339,40,107,7,15
"female","non-hispanic black",69385.8628609,3930.4663094,56134.8221655,0,0,13471569.156006,273435.3682431,954356.6505281,48072.2081578,14747433.382935,4,1,10,0,0,1373,35,105,7,15
"male","non-hispanic black",0,4116.890313,112065.2632771,0,0,11430987.9809936,326424.2875101,654465.948225,35612.662067,12447490.8787957,0,1,11,0,0,1107,37,69,5,15
"male","non-hispanic white",92605.7258274,4240.7957227,348855.0069859,9204.0671687,0,70110418.0347982,951690.4373552,2286982.8454388,128104.1277354,73477195.4453275,9,1,44,1,0,8965,135,299,19,15
"female","non-hispanic white",91681.0511357,4719.7545186,210391.134415,7685.6439214,0,72951854.6518152,813712.6792276,2603899.6857799,123767.8262062,76493234.8430291,13,1,33,1,0,9403,127,365,18,15
"male","non-hispanic other",0,0,12658.5101582,0,0,2670891.63917542,53091.1221345,121779.7821049,10785.3821852,2856547.92560002,0,0,2,0,0,360,9,18,2,15
"female","non-hispanic other",4882.4662695,0,15758.7774647,0,0,2775843.4931895,58324.8570249,141393.8004412,7938.144904,2983500.2955596,1,0,3,0,0,375,8,23,2,15
"female","non-hispanic asian",11325.5267932,0,21985.3842735,0,0,7089822.42596959,135630.6384764,329521.7030385,42134.5434944,7597109.31097889,2,0,3,0,0,915,20,46,7,15
"female","hispanic",35433.7673967,2973.1619306,90807.1205852,3545.8162717,0,19538840.8742112,259589.1771681,902599.6158398,51101.5547892,20752131.2220083,5,1,12,1,0,2501,35,114,5,15
