"x","race","name","value"
"[25,30)","hispanic","se_dx_lost_mom_to_dead",4.422311188365
"[25,30)","hispanic","se_dx_lost_dad_to_dead",6.6866031163793
"[25,30)","hispanic","se_dx_lost_both_to_dead",1.72449898192222
"[25,30)","hispanic","se_dx_lost_none_to_dead",8.00229382385458
"[30,35)","hispanic","se_pr_lost_none",0.0186505011618297
"[30,35)","hispanic","se_pr_lost_mom",0.00848266445839047
"[30,35)","hispanic","se_pr_lost_dad",0.0180056854570242
"[30,35)","hispanic","se_pr_lost_both",0.00637095598329123
"[30,35)","hispanic","se_mx_lost_none_to_lost_mom",0.00848266445839047
"[30,35)","hispanic","se_mx_lost_none_to_lost_dad",0.0180056854570242
"[30,35)","hispanic","se_mx_lost_none_to_lost_both",0.00637095598329123
"[30,35)","hispanic","se_mx_lost_dad_to_lost_both",0.0489507224937541
"[30,35)","hispanic","se_mx_lost_mom_to_lost_both",0.0934407969224067
"[30,35)","hispanic","se_Lx_lost_mom",4141.96590010475
"[30,35)","hispanic","se_Lx_lost_dad",8791.92328505203
"[30,35)","hispanic","se_Lx_lost_both",3110.84831461878
"[30,35)","hispanic","se_Lx_lost_none",9106.77773606291
"[30,35)","hispanic","se_dx_lost_mom_to_dead",6.03385037298527
"[30,35)","hispanic","se_dx_lost_dad_to_dead",12.8077224371711
"[30,35)","hispanic","se_dx_lost_both_to_dead",4.53175948720109
"[30,35)","hispanic","se_dx_lost_none_to_dead",13.2663898169822
"[35,40)","hispanic","se_pr_lost_none",0.0210911880860162
"[35,40)","hispanic","se_pr_lost_mom",0.0116202165450783
"[35,40)","hispanic","se_pr_lost_dad",0.0175952240451621
"[35,40)","hispanic","se_pr_lost_both",0.00559827128435752
"[35,40)","hispanic","se_mx_lost_none_to_lost_mom",0.0116202165450783
"[35,40)","hispanic","se_mx_lost_none_to_lost_dad",0.0175952240451621
"[35,40)","hispanic","se_mx_lost_none_to_lost_both",0.00559827128435752
"[35,40)","hispanic","se_mx_lost_dad_to_lost_both",0.0325585849512376
"[35,40)","hispanic","se_mx_lost_mom_to_lost_both",0.0603926868930394
"[35,40)","hispanic","se_Lx_lost_mom",5628.2197464473
"[35,40)","hispanic","se_Lx_lost_dad",8522.19810448278
"[35,40)","hispanic","se_Lx_lost_both",2711.50721385954
"[35,40)","hispanic","se_Lx_lost_none",10215.4586191449
"[35,40)","hispanic","se_dx_lost_mom_to_dead",10.1463382865183
"[35,40)","hispanic","se_dx_lost_dad_to_dead",15.3634912651357
"[35,40)","hispanic","se_dx_lost_both_to_dead",4.88820101161116
"[35,40)","hispanic","se_dx_lost_none_to_dead",18.4160362550165
"[40,45)","hispanic","se_pr_lost_none",0.0203669213025504
"[40,45)","hispanic","se_pr_lost_mom",0.0106103482698764
"[40,45)","hispanic","se_pr_lost_dad",0.0192977905146216
"[40,45)","hispanic","se_pr_lost_both",0.0123799538309249
"[40,45)","hispanic","se_mx_lost_none_to_lost_mom",0.0106103482698764
"[40,45)","hispanic","se_mx_lost_none_to_lost_dad",0.0192977905146216
"[40,45)","hispanic","se_mx_lost_none_to_lost_both",0.0123799538309249
"[40,45)","hispanic","se_mx_lost_dad_to_lost_both",0.0399870778826227
"[40,45)","hispanic","se_mx_lost_mom_to_lost_both",0.0615637423006946
"[40,45)","hispanic","se_Lx_lost_mom",5086.87823882066
"[40,45)","hispanic","se_Lx_lost_dad",9251.86507825078
"[40,45)","hispanic","se_Lx_lost_both",5935.27338955761
"[40,45)","hispanic","se_Lx_lost_none",9764.43431737827
"[40,45)","hispanic","se_dx_lost_mom_to_dead",11.8907915835841
"[40,45)","hispanic","se_dx_lost_dad_to_dead",21.626623292329
