ind,race,x,state,mean,se_mean,sd,2.5%,5%,10%,25%,50%,75%,90%,95%,97.5%,n_eff,Rhat
"1,13,4",hispanic,60,lost_both,34786.60008020888,30.11457648524063,2199.380172415816,30684.204212886933,31245.084338206136,32009.875129217864,33289.41446218501,34714.733523018294,36218.639003476455,37641.48556710022,38504.789733098005,39189.22659076943,5333.9272908324665,1.0004577916210924
"2,1,1",non-hispanic black,0,lost_none,100000,NA,0,100000,100000,100000,100000,100000,100000,100000,100000,100000,NA,NA
"2,1,2",non-hispanic black,0,lost_mom,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
"2,1,3",non-hispanic black,0,lost_dad,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
"2,1,4",non-hispanic black,0,lost_both,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
"2,2,1",non-hispanic black,5,lost_none,97017.33833849177,2.795620490131905,190.41558453276713,96619.28360604968,96691.17284778068,96770.21596124733,96895.56858329254,97027.92776586357,97151.09207265408,97250.67871070938,97307.58622177553,97356.55455926766,4639.258271021281,0.9997841962743247
"2,2,2",non-hispanic black,5,lost_mom,490.8148621432574,1.4776388577538442,79.5564848988486,349.85633787619236,370.0523381073868,392.36058767409094,434.0458658727723,486.34732699045003,541.5551044750086,593.7735502875263,629.2996307991555,661.0894258845751,2898.7753903746357,1.000104772127722
"2,2,3",non-hispanic black,5,lost_dad,1259.158086720775,2.4847564660395767,173.09355812822346,960.1402410398626,1001.3920330154305,1048.3364741137286,1139.441061550278,1246.0479716099637,1367.5081034829973,1489.5048629002965,1564.2368961410577,1626.8888537114906,4852.819655126944,0.9999765376658701
"2,2,4",non-hispanic black,5,lost_both,9.185605823383156,0.055784745219616044,3.749919914768378,2.2004228204708927,3.3044140358387017,4.577561795035412,6.563896850910071,9.063363664977311,11.591231794939091,14.136485115832354,15.647529302533304,16.855516079787794,4518.69551207369,1.000917573627921
"2,3,1",non-hispanic black,10,lost_none,94543.25732617377,5.4079014457055035,365.0457856256768,93794.06673090157,93931.06506953602,94076.41911645065,94301.46010668052,94559.45475398822,94801.60875272057,95001.21972162578,95109.13143060904,95202.63656693764,4556.560501975491,1.0003851422078054
"2,3,2",non-hispanic black,10,lost_mom,1117.7339257680549,3.1889365080693133,158.91204872212128,834.0709752339253,870.4910697988518,921.2216760211702,1005.6682926958935,1111.6404215208854,1220.2977490791843,1325.1428035708723,1387.172406026092,1452.940820048788,2483.258372411426,1.0001622364588982
"2,3,3",non-hispanic black,10,lost_dad,2893.194541290905,4.715903278337926,326.03931061009246,2305.9057733220743,2389.326541845644,2499.2682216508397,2670.5157538961184,2872.4434256530426,3093.41119322457,3329.4941103153456,3465.1497174892324,3585.377849078026,4779.804720351107,1.0006781151576205
"2,3,4",non-hispanic black,10,lost_both,58.33602821073397,0.2212755665332024,11.655053933015749,37.94674334764252,40.57941487106243,44.21177595383298,50.24282925695179,57.381506468379996,65.67401021042645,73.58541291452572,78.61769947400325,83.59634122412433,2774.352577358662,1.001635217998568
"2,4,1",non-hispanic black,15,lost_none,90951.6815904469,8.480866279666156,559.719628689053,89791.74971618985,90004.55538610519,90217.59560168929,90580.13282307709,90979.08382555228,91344.90006617513,91644.07252737106,91815.66624636977,91973.41770074668,4355.726914076895,0.9999905130963147
"2,4,2",non-hispanic black,15,lost_mom,1888.481953263283,5.09893955935868,250.6773536114865,1441.1952323902694,1496.8513226854166,1570.9781593317791,1712.8105013580646,1878.8734659802249,2052.8384340180874,2212.6574196513006,2304.5083542810444,2410.7961235708826,2416.9656282669134,1.0002479464110732
"2,4,3",non-hispanic black,15,lost_dad,4960.657195647757,7.2907979221818175,496.98100683278085,4061.287089424304,4188.3731344276475,4349.749040521793,4617.289097697601,4932.96496356514,5283.826387480532,5615.542327754046,5831.950534133878,6016.703364764223,4646.537654112483,1.0002868798651503
"2,4,4",non-hispanic black,15,lost_both,192.6330506918454,0.6425213965006913,32.7828775327302,135.33291090133605,142.26349361159697,152.03340937817518,169.76764938928605,190.83476011210132,212.72985969367076,235.4475709813577,250.43646557499605,264.9944934359455,2603.268440245836,1.0023329516450121
"2,5,1",non-hispanic black,20,lost_none,86149.20574768964,11.709243323021168,777.2512307818596,84544.19770537465,84850.833222621,85158.22923841531,85629.09097905697,86179.09653878427,86698.35521833392,87108.26582273995,87371.29497373207,87578.89487512958,4406.209829819356,1.000290779009371
"2,5,2",non-hispanic black,20,lost_mom,2797.9053393371296,7.2401248070403605,350.7968883028393,2136.2329428874336,2241.834961921052,2352.551677738522,2557.0674845071208,2785.405910193909,3026.939607337713,3250.091502594245,3384.963027203288,3514.4021177851773,2347.574369220109,1.0003815163123246
"2,5,3",non-hispanic black,20,lost_dad,7479.5350321605165,10.105357597619465,692.5898457443162,6229.199560024083,6391.603593314588,6619.484713720776,7000.443297927334,7448.011202392232,7932.343819404214,8383.963699256754,8676.035574534608,8922.139315206634,4697.3061544621005,1.0003707252300928
"2,5,4",non-hispanic black,20,lost_both,476.65707065842946,1.432342084646551,73.09488478334968,346.4241159362777,363.3177846526662,384.57837161986043,424.9994206813791,472.71242940213705,523.0925793245594,570.8080917316628,603.2504374284279,633.8502707218274,2604.236772188226,1.0016003460908196
"2,6,1",non-hispanic black,25,lost_none,80330.03084124067,15.40897645457451,1012.9911978959537,78234.75857134932,78623.74802549009,79037.58442637352,79652.22159839587,80350.95886854359,81029.93490599454,81595.90927040981,81921.64216300941,82217.82342133304,4321.790995420374,1.0000856448761057
"2,6,2",non-hispanic black,25,lost_mom,3847.4127114569137,9.372753921034356,463.2963326842281,2970.5526357346025,3095.7886570710566,3256.6041765211335,3531.282553935169,3835.177267539607,4157.1491558263415,4435.888683675557,4615.148223138698,4767.762897325373,2443.336569528781,1.0003993816350818
"2,6,3",non-hispanic black,25,lost_dad,10512.849364226558,13.428546309433187,901.1442808742494,8852.962548902005,9105.535592921453,9383.946629204924,9885.58158782325,10486.053839671522,11098.182392599161,11679.790284339375,12086.972046711055,12384.37717881091,4503.29771356669,1.0004591349851504
"2,6,4",non-hispanic black,25,lost_both,1022.2481868830721,2.8155477777706537,136.88913152235145,783.2205860185377,811.6773128996039,852.8575812231485,925.4525053760156,1013.3875473494965,1110.6689042626376,1198.5094362501704,1262.5440700129739,1323.6877580458536,2363.807648474116,1.0019181933431174
"2,7,1",non-hispanic black,30,lost_none,73252.20241904964,18.90856704078693,1266.370948900438,70660.86670555577,71140.19168338182,71620.4387946506,72401.99869138081,73280.63934197038,74142.14243090055,74840.10349316242,75242.52875254281,75638.51379211408,4485.4357766271905,0.999879174011388
"2,7,2",non-hispanic black,30,lost_mom,4949.187385005542,11.394385352226553,592.8898799826904,3812.843502151836,3994.7087915206785,4202.4868140265435,4546.978498048674,4933.882658661898,5339.955422750349,5721.131176232333,5949.874347250707,6145.61823847062,2707.4863073500533,1.000077773264347
"2,7,3",non-hispanic black,30,lost_dad,14034.506684439368,16.902157709300255,1133.6459073358067,11942.215516184962,12275.336654435085,12607.398767585675,13244.063289111635,14006.164805584347,14764.624542488833,15480.324298729052,15965.48056353174,16379.99234966889,4498.529260014435,1.0001927473280425
"2,7,4",non-hispanic black,30,lost_both,2007.8672058056752,4.9339089665051,237.28365834486806,1576.3216843238524,1638.9176954746424,1715.565789753771,1841.2252628349404,1994.735022190545,2160.6299301798635,2318.6037948820294,2416.198501359149,2507.020854660948,2312.881564939286,1.0027041775909429
"2,8,1",non-hispanic black,35,lost_none,64813.016207697234,22.796380866595733,1550.4702480504695,61717.26678928973,62277.51768720837,62817.16075858636,63772.01549701737,64842.152691160845,65889.28092610999,66787.52382432349,67346.61588641095,67775.57901696139,4625.887486915885,1.0000363148383042
"2,8,2",non-hispanic black,35,lost_mom,6154.651411086168,14.002817751550122,736.4620802258586,4739.178906045024,4964.043378366608,5215.4190994616365,5657.396063692961,6141.000749442141,6631.3794412862835,7098.84259349469,7386.264818240272,7659.795901388455,2766.1129363062846,1.0004278132291042
"2,8,3",non-hispanic black,35,lost_dad,17833.05046254676,20.483947490039697,1388.0570024621654,15243.742414434188,15625.82617943033,16094.929222569928,16882.45852851509,17798.743365137358,18747.92863200898,19653.458725858047,20194.412789130423,20645.946086514392,4591.845795379726,1.0003276475750935
"2,8,4",non-hispanic black,35,lost_both,3599.6780652687944,7.706961834523707,373.37434228000717,2901.634386337721,2998.4059903824,3129.9565772941405,3347.0393059950907,3584.884049618595,3841.4704092359007,4081.9549375248203,4236.1508266795645,4383.427205495419,2347.05098831084,1.002421617216107
"2,9,1",non-hispanic black,40,lost_none,55171.46737788772,27.142117013262475,1838.7384668533555,51453.36726750285,52080.57958817963,52815.81149234348,53947.538579010514,55217.39967564276,56428.168675918394,57484.216168762294,58116.086785874526,58677.67694512273,4589.363808515593,1.0001398304488698
"2,9,2",non-hispanic black,40,lost_mom,7267.587650784418,16.919491288480717,903.744076965311,5520.975532217591,5785.480434506638,6111.860413831426,6658.197126313484,7265.061330671675,7845.325841474073,8442.756803132723,8756.74515256423,9075.578247693145,2853.0956111628875,1.0008040712733481
"2,9,3",non-hispanic black,40,lost_dad,21392.73207174962,24.418871372272676,1657.7846508203743,18239.863037739276,18714.56048494437,19313.737954884957,20273.12820065612,21356.374975800434,22497.5859347991,23513.325183569956,24181.173437939007,24716.822522637904,4608.982446445415,1.0002146352122174
"2,9,4",non-hispanic black,40,lost_both,6206.352859303942,11.688603712708483,570.9829752137864,5134.495859160301,5295.220968619448,5489.378312241463,5815.2191937994285,6185.726864274254,6572.007942864003,6955.482464884773,7189.749623407197,7386.093443682365,2386.278064783652,1.0021741828723882
