"race","x","name","value"
"all","[15,20)","dx_lost_mom_to_dead",3.49604177738728
"all","[15,20)","dx_lost_dad_to_dead",9.05267223869858
"all","[15,20)","dx_lost_both_to_dead",0.40484676987809
"all","[15,20)","dx_lost_none_to_dead",276.99676804094
"all","[15,20)","dx_lost_none_to_lost_mom",5705.16165643606
"all","[15,20)","dx_lost_none_to_lost_dad",14772.9809404921
"all","[15,20)","dx_lost_none_to_lost_both",660.666094776078
"all","[15,20)","dx_lost_mom_to_lost_both",619.789186570842
"all","[15,20)","dx_lost_dad_to_lost_both",661.958094321826
"all","[15,20)","ex_lost_none",31.259940007116
"all","[15,20)","ex_lost_mom",3.02076284220836
"all","[15,20)","ex_lost_dad",8.74367524523943
"all","[15,20)","ex_lost_both",19.5412625689006
"all","[15,20)","ex",62.5656406634643
"all","[15,20)","lx_lost_mom",5891.58559059125
"all","[15,20)","lx_lost_dad",12750.7217053897
"all","[15,20)","lx_lost_both",2699.1393475823
"all","[15,20)","lx_lost_none",77900.204033164
"all","[20,25)","lx",98951.671875
"all","[20,25)","dx",536.829673767091
"all","[20,25)","Lx",493497.6640625
"all","[20,25)","pr_lost_none",0.938864599074665
"all","[20,25)","pr_lost_mom",0.0155979861757726
"all","[20,25)","pr_lost_dad",0.0432053322370317
"all","[20,25)","pr_lost_both",0.00233208251253018
"all","[20,25)","mx_lost_none_to_lost_mom",0.0155979861757726
"all","[20,25)","mx_lost_none_to_lost_dad",0.0432053322370317
"all","[20,25)","mx_lost_none_to_lost_both",0.00233208251253018
"all","[20,25)","mx_lost_dad_to_lost_both",0.0512124486063983
"all","[20,25)","mx_lost_mom_to_lost_both",0.130065453349411
"all","[20,25)","Lx_lost_mom",7697.56974182295
"all","[20,25)","Lx_lost_dad",21321.7305340194
"all","[20,25)","Lx_lost_both",1150.87727233465
"all","[20,25)","Lx_lost_none",463327.486514323
"all","[20,25)","dx_lost_mom_to_dead",8.3734618301636
"all","[20,25)","dx_lost_dad_to_dead",23.1939044098045
"all","[20,25)","dx_lost_both_to_dead",1.25193109439951
"all","[20,25)","dx_lost_none_to_dead",504.010376432723
"all","[20,25)","dx_lost_none_to_lost_mom",7219.11418262183
"all","[20,25)","dx_lost_none_to_lost_dad",19996.4420536355
"all","[20,25)","dx_lost_none_to_lost_both",1079.3425350896
"all","[20,25)","dx_lost_mom_to_lost_both",1000.09880004987
"all","[20,25)","dx_lost_dad_to_lost_both",1090.75021253537
"all","[20,25)","ex_lost_none",26.5669381655794
"all","[20,25)","ex_lost_mom",2.96922705424076
"all","[20,25)","ex_lost_dad",8.61292902081554
"all","[20,25)","ex_lost_both",19.5915319194753
"all","[20,25)","ex",57.740626160111
"all","[20,25)","lx_lost_mom",10973.4620186791
"all","[20,25)","lx_lost_dad",26852.6918793213
