"race","sex","age","w","s_lost_none","s_lost_mom","s_lost_dad","s_lost_both","s_lost_none0","s_lost_mom0","s_lost_dad0","i_lost_none_to_lost_mom","i_lost_none_to_lost_dad","i_lost_dad_to_lost_both","i_lost_mom_to_lost_both","i_lost_none_to_lost_both"
"hispanic","male",44,9708.4941056,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",66,3425.0549914,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",62,4024.2311514,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",74,4059.792001,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",73,4059.792001,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",79,3415.0746778,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",76,5742.2230852,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",43,6480.037877,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",15,7027.9734015,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",10,6736.0875184,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","male",62,10969.178197,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",60,10969.178197,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","male",67,7312.6856074,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",10,12057.528419,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",64,4607.1124008,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",65,3746.0876277,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",60,3746.0876277,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic black","male",23,8967.6683787,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",53,5484.2570308,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",23,8967.6683787,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",13,8131.3228452,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","female",24,4895.458709,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","female",57,8232.1242052,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","female",21,9790.917418,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",39,5354.8378377,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",44,5354.8378377,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","male",38,6647.4709192,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","female",36,6647.4709192,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","male",9,7809.2061,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","male",14,6920.2517725,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",65,3368.6630845,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",68,1899.3262358,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","male",40,9583.2205472,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic black","female",49,9583.2205472,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","male",11,9096.2926856,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",8,9237.8729339,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",24,9649.5783666,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",80,6524.6175116,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","female",66,6887.2959382,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",58,10552.014752,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",59,6886.686185,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",58,6437.9546634,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",41,7571.5685952,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",40,7571.5685952,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic white","male",70,898.74180833,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",71,1000.313019,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",64,1000.313019,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",87,3584.2501139,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",87,3584.2501139,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",62,4836.5283549,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",27,7722.1313719,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",56,6650.7610284,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","female",52,6650.7610284,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",81,4312.6972001,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",42,5452.3770151,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",44,5452.3770151,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",14,5655.8983268,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",12,5465.1784375,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",37,6826.6463165,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic white","male",73,5071.8239197,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",73,5071.8239197,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",88,4292.7076624,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",73,7966.9404438,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",65,3892.7491427,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",85,4340.7891292,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",56,4272.2320826,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",53,4272.2320826,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",69,3198.3418985,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",66,2843.9929394,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",41,4868.1561916,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",74,2581.3114939,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","female",47,9655.8518702,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",52,9655.8518702,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","male",22,14991.588838,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",25,20791.270579,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",65,5793.2842658,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",30,10135.779451,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",39,10135.779451,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",60,4067.0116274,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",26,10856.875298,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",70,4208.6035105,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","female",51,16464.728787,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","female",40,7630.9202833,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",19,10134.317544,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",19,9659.9643891,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",2,10959.21174,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",35,26357.577384,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",32,13707.191244,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",34,13707.191244,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",13,11143.988208,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",12,10685.302121,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",9,11020.819276,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",2,14933.827404,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",51,4896.1404353,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",42,5217.7363441,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",37,5217.7363441,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",68,3228.41705,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","male",55,5655.4674949,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","female",47,5655.4674949,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",15,6133.9298717,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",69,3592.8772375,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",70,3592.8772375,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic asian","male",59,4574.5742549,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",52,7409.3784247,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",74,4236.6116564,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",71,2176.6905514,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","female",61,7026.1983977,0,1,0,0,1,1,0,1,0,0,0,0
"hispanic","male",75,6138.530194,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","female",69,6138.530194,0,1,0,0,1,1,0,1,0,0,0,0
"hispanic","male",57,4755.1908544,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",41,6539.8557558,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","female",32,12305.46064,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",34,12305.46064,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",1,17579.196794,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","male",56,10418.814968,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","female",63,3812.3459489,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","male",57,5420.6904099,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",42,7835.7639324,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",39,7835.7639324,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",17,7546.9933592,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",42,11677.112545,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",66,4241.2365437,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","female",41,11915.734682,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic black","male",10,12635.847816,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",8,10809.141528,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",58,3567.5814454,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","female",72,3567.5814454,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","female",24,8167.9615712,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",25,8173.6714593,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",28,9110.8135318,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",67,5601.2376294,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","female",68,5601.2376294,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",51,11514.405457,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",71,3756.5174425,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",30,4403.9737062,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",39,5993.5684395,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",56,6653.6753811,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",30,9198.4642862,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","male",11,7065.6696618,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","female",6,5750.743731,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","male",4,7821.6881402,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",37,8865.2273384,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",39,8865.2273384,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",5,7538.0149603,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",2,8378.9581099,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",39,6215.9071675,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",40,6783.7480291,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",41,11506.504097,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",38,11506.504097,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","female",23,6617.1938471,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",14,8779.8045964,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",3,9985.6623296,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",84,4668.0883539,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",82,4668.0883539,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","female",46,8204.6492126,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic asian","male",52,8204.6492126,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",21,9171.0492601,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",14,8649.3117615,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",28,3404.9208134,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic other","female",41,2268.8579362,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",2,2062.4635257,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",8,2011.5107053,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",6,1926.583305,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",59,6475.4284928,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",90,3749.574669,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",34,4848.1451396,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",34,4848.1451396,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","male",5,4886.0419443,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",0,4419.1115928,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",83,3915.3590434,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","female",32,4907.8120666,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",54,4247.5371047,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",14,4143.8009908,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",35,7519.7656453,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","female",13,6142.7301202,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",12,5828.9502036,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",44,4101.3718634,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","male",51,4101.3718634,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","female",17,4407.106623,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",30,7984.90929,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","male",33,6790.4163733,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",22,4459.704494,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",65,2572.1853938,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","female",32,3584.2863052,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","male",11,3481.2756739,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",10,3155.4081362,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",1,4654.7032834,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",28,5037.3548841,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",28,3902.4803845,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",17,3450.5596436,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",11,3155.4081362,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",6,3621.9317578,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",9,3402.7219597,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",52,4965.7468256,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic black","female",38,13644.888517,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",12,13714.058079,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",16,6228.8581908,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",49,6152.9256523,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",12,6499.2138539,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",47,6152.9256523,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","female",11,5890.8498479,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",6,7037.1651325,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",43,7365.5115098,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",52,7365.5115098,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","female",10,7237.579128,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",34,16484.464358,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic black","female",5,11269.585426,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",3,18873.381191,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",1,13390.665706,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",53,6205.8613779,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","male",59,6205.8613779,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","female",21,7952.9305142,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",39,5550.2365613,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",44,5550.2365613,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","male",23,5689.6808938,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",15,5074.037792,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",12,4707.0197775,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",11,5139.3908302,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",9,5023.4223532,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",5,4933.7480805,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",41,4254.6829515,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",45,6636.4908683,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",17,6827.7255937,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",14,6894.4217247,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",12,6528.6245474,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",10,7128.322106,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",5,7174.515661,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",67,1217.3592611,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","male",46,1672.5845992,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",22,1818.4089304,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",58,4054.9279301,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","male",33,15015.034539,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",46,5027.2653314,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic white","female",45,5027.2653314,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",20,6098.6310756,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",34,3767.4868052,0,1,0,0,1,1,0,1,0,0,0,0
"hispanic","female",35,3767.4868052,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",0,5107.6879493,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",12,3026.6750686,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",32,14543.971477,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",29,14543.971477,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",20,9531.6810156,0,1,0,0,1,1,0,1,0,0,0,0
"hispanic","male",24,9899.7045527,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",1,10499.974227,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",0,10933.462102,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",73,4297.12065,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","female",54,11166.181963,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic black","male",27,9862.880721,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",61,4977.4613934,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","male",33,9061.7730854,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",59,5985.3884208,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","male",21,8249.9681326,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",40,7855.5564123,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",12,7274.0637531,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",5,7876.1507108,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",64,2173.038911,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","female",26,3902.4803845,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",22,3900.0309592,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","female",9,3288.5153074,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",7,3864.3094951,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",0,4256.4756173,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",61,4980.3090429,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","male",61,4980.3090429,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic asian","male",77,3394.9279356,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic black","male",48,9109.7510589,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic black","female",34,8825.3742902,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",8,8304.6601448,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",5,8304.6601448,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",3,8901.4974463,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",0,8901.4974463,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",37,17997.768024,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic black","female",69,4099.8697063,0,1,0,0,1,1,0,1,0,0,0,0
"hispanic","female",47,6730.3519464,0,0,1,0,1,0,1,0,1,0,0,0
"hispanic","male",35,6730.3519464,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",7,6712.9015366,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",59,10722.262188,0,1,0,0,1,1,0,1,0,0,0,0
"non-hispanic black","female",59,10722.262188,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","female",31,9815.2407034,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",34,11730.789127,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",31,13746.489879,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",24,19188.090244,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",29,12611.148481,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",7,9202.2160129,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",3,10934.190897,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",39,6293.2228909,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",49,3369.6931064,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",15,3575.3480744,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",23,4092.4564207,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",40,5164.7949911,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",37,5164.7949911,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",13,4797.3451886,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",15,5101.0106844,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",57,5734.4232368,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",55,5734.4232368,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",20,13568.460519,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",88,3150.3295643,0,0,0,1,1,1,1,0,0,1,1,1
"non-hispanic white","female",34,4927.1319714,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",18,5588.2734375,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",15,4832.0750102,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",8,4466.6374128,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",69,3505.7568556,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","female",60,3505.7568556,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",50,11700.748841,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",15,12880.605378,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic asian","male",51,4676.6308268,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",53,5091.6170936,0,1,0,0,1,1,0,1,0,0,0,0
"hispanic","female",35,5091.6170936,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic white","female",10,4791.2386583,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","female",7,5867.6495216,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic white","male",5,5786.9666634,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",34,16632.239434,0,0,1,0,1,0,1,0,1,0,0,0
"non-hispanic black","male",3,18873.381191,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",1,13390.665706,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",20,9331.6027667,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",43,7676.0162974,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",12,7956.3672226,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",45,7676.0162974,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",61,7716.5514211,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",42,8327.8327158,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","male",6,11572.404865,1,0,0,0,1,0,0,0,0,0,0,0
"non-hispanic black","female",69,3693.957501,0,0,0,1,1,1,1,0,0,1,1,1
"hispanic","female",42,7761.7815911,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",41,7761.7815911,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","female",19,9246.7351312,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",16,7163.2215495,1,0,0,0,1,0,0,0,0,0,0,0
"hispanic","male",12,6849.4234873,1,0,0,0,1,0,0,0,0,0,0,0
