ind,race,x,state,mean,se_mean,sd,2.5%,5%,10%,25%,50%,75%,90%,95%,97.5%,n_eff,Rhat,svy_mean,svy_se
"2,1,2",non-hispanic black,0,lost_mom,0.0020241610404707782,7.4376478363416355e-6,5.649736126686561e-4,8.922325974350454e-4,0.00109167821627115,0.0013096513186808105,0.0016512981939694191,0.002030012194221244,0.0024029521162777135,0.002738093742585082,0.0029567046236485635,0.0031375131780814465,5770.123470481896,0.9999540820187629,0.00202354503713206,5.6869935016142e-4
"2,1,3",non-hispanic black,0,lost_dad,0.006785369568892453,1.3884635666480783e-5,0.0010897433611758256,0.0046218877800816936,0.004987637496880661,0.005384113821538143,0.006061729837840484,0.0067917563023973115,0.007519225938455874,0.008170524203797762,0.00859114339033648,0.008920414213478636,6159.982625380081,0.9999511885573357,0.00678131354383404,0.0010993919838416
"2,1,4",non-hispanic black,0,lost_both,2.798513223666215e-4,2.2542323265584167e-5,0.0017700320687363525,-0.003244987078367678,-0.0026726611144140544,-0.0020449872165324346,-8.887349970274627e-4,3.1746484005240605e-4,0.0014746119726846418,0.0025568416080956505,0.0031937123057831605,0.003720059865022061,6165.452024844658,1.0000072165143896,2.6352744884245e-4,2.0914792112684e-4
"2,2,1",non-hispanic black,5,lost_none,0.9677109661665386,4.078873351529812e-5,0.0032058809684588204,0.961253486125061,0.9623302328597667,0.963555621250781,0.965623609514866,0.9677661490537993,0.9698506909838895,0.9717097977139033,0.9730001849495625,0.973944385330358,6177.5226326848515,0.9996506162446871,0.96766654745519,0.00320373146436922
"2,2,2",non-hispanic black,5,lost_mom,0.008534883145118797,1.664921840665788e-5,0.0013245882638209066,0.005940437984275351,0.006349990480831631,0.006824156147407651,0.0076376204474055895,0.00855106224619575,0.009437573830206407,0.01022558884154151,0.010698363762236025,0.011118240880323288,6329.568504843106,1.0002746865952488,0.00854367200289076,0.00132707596764218
"2,2,3",non-hispanic black,5,lost_dad,0.02257270641319819,3.5812167989866716e-5,0.0027498498776485666,0.01707275463129055,0.018000012120584566,0.019047860886790238,0.020745989072069718,0.022626474549565463,0.02442684032099717,0.026076980666644003,0.027062488777890015,0.02790968101879426,5895.990078774328,1.0000623640560158,0.0225913735356613,0.00273362960692613
"2,2,4",non-hispanic black,5,lost_both,0.0011814442751443912,5.680979561561869e-5,0.004443739542832458,-0.007407229423513356,-0.005938998144086916,-0.004516358814912769,-0.0018096365751136823,0.001137234213034355,0.004165593319150646,0.006947381525326968,0.008565414715944897,0.009976762843349621,6118.581348765622,0.9998114891432806,0.00119840700626692,5.2002966162535e-4
"2,3,1",non-hispanic black,10,lost_none,0.9374247651522599,5.9675628257262614e-5,0.004642394808921829,0.9283475852491969,0.9298119425037382,0.9313515627980148,0.9342526184066026,0.937527369309751,0.9405975198496294,0.9432756378362782,0.9449197083415332,0.9464901944960908,6051.877715525173,0.999970655436522,0.937436300443776,0.00463946652365306
"2,3,2",non-hispanic black,10,lost_mom,0.018525583979443344,2.8901896662948745e-5,0.002258275403895606,0.014218829947287535,0.014853838417780008,0.015579455365336782,0.01697294009242078,0.018548455394309108,0.02004165754315203,0.021453195937122735,0.02222300913798367,0.022889032627579537,6105.217227410237,0.9999302053233488,0.0184756702093325,0.00226858897446168
"2,3,3",non-hispanic black,10,lost_dad,0.04175788971748347,5.196701025580483e-5,0.004045064235090678,0.03393358110697524,0.03521917955921396,0.03664216841133139,0.038970972190635625,0.04168361194963706,0.044545129702324916,0.046995624050690736,0.04843335829000103,0.04963337882427237,6058.922274675175,0.9997814641178493,0.0417649307602187,0.00403880743896134
"2,3,4",non-hispanic black,10,lost_both,0.0022917611508132788,8.353756003213882e-5,0.006552074656783344,-0.010486546492197301,-0.008573801649664514,-0.0061016481638665795,-0.002094942295674529,0.002326250059159818,0.00674094122364563,0.01056058833154894,0.012907999040113019,0.015020110031599638,6151.685184576646,0.9998920599435516,0.00232309858667188,7.7865202379037e-4
"2,4,1",non-hispanic black,15,lost_none,0.8956889391923959,7.983651934267383e-5,0.006190260599371038,0.8836863490645472,0.8854439937786551,0.8875889202948369,0.8914694470951027,0.8956709352374674,0.8999199226845052,0.9036268335379661,0.9057831302168186,0.9076372921870876,6011.940526830166,0.9999606370481697,0.895842179563392,0.00611122565558412
"2,4,2",non-hispanic black,15,lost_mom,0.029471022276908794,4.6595869942230764e-5,0.0035815647476973157,0.02249971109588062,0.023649374814487787,0.024840181452581295,0.0270652971127308,0.02945550526663197,0.03192760051864202,0.03406591480649005,0.03526128053095402,0.03641204485255681,5908.139821385653,0.9998238377966625,0.0294753214331685,0.00358133689693539
"2,4,3",non-hispanic black,15,lost_dad,0.06766217069243048,6.289201695558888e-5,0.004870034478282234,0.05815323098951883,0.05958069502790802,0.06135293985235451,0.06432370626957844,0.06769654785406132,0.07102701446195782,0.07386548370187973,0.07564686219957258,0.0769764925454026,5996.157420609718,1.0006705032916978,0.0676814061592888,0.00492259832290578
"2,4,4",non-hispanic black,15,lost_both,0.007177867838264855,1.0972084776702647e-4,0.008726129068068295,-0.009626845456339976,-0.0069617372329181864,-0.0038570113441356085,0.0011898417282014406,0.007074985297881586,0.013041777974548807,0.01842299444935185,0.02160245046098125,0.024586188176915276,6325.064455905246,1.000000484832769,0.00700109284414178,0.00149943484246917
"2,5,1",non-hispanic black,20,lost_none,0.8444874945403658,9.045153130740514e-5,0.007034928384704479,0.8305482004472368,0.8329060652377809,0.8355139017062754,0.8396166147907975,0.8444935290332327,0.8491518552012531,0.8534352801891617,0.856114586828662,0.8584359419948842,6049.054731728668,0.9998378267792534,0.84445111069401,0.00708343628026807
"2,5,2",non-hispanic black,20,lost_mom,0.04158348529765496,5.261304339826497e-5,0.004108662464928261,0.0335294699177161,0.03491659081847244,0.03635516423415343,0.038841968395741916,0.04156354251827514,0.04432760754233911,0.046834238605390176,0.04838894654191414,0.04992892228723542,6098.374356398804,1.0000988017294985,0.0415637556713471,0.0041082334431573
"2,5,3",non-hispanic black,20,lost_dad,0.09939531505197659,7.120251359875886e-5,0.005414152806726483,0.08897510832427902,0.09076798988701297,0.0925583763830551,0.09572215957690468,0.09924010907480946,0.10296136169076363,0.10650255144223261,0.1085122179393298,0.11042627995798997,5781.8972166970125,0.9999633566298606,0.0994480671887562,0.00551679336080189
"2,5,4",non-hispanic black,20,lost_both,0.014533705110002737,1.2856345528946392e-4,0.009859959666142748,-0.004713880970127033,-0.0018173608856395299,0.0018139251351828587,0.007819305095905393,0.014661413659906919,0.021187734887012782,0.026938106785049366,0.030767819779452078,0.034052679670149744,5881.867061781578,0.9995593467519999,0.0145370664458862,0.0024282791206152
"2,6,1",non-hispanic black,25,lost_none,0.7828100760045,1.1400956180889185e-4,0.008826555513693563,0.765540651976463,0.7684228680616784,0.7716135098123753,0.7766686302001742,0.7828055351891896,0.7887223407345576,0.7942135181813579,0.7972209771830956,0.8000313518109647,5993.76844560752,0.9995844256661393,0.782841074197713,0.00892166473077574
"2,6,2",non-hispanic black,25,lost_mom,0.05853590105679747,6.783999455749471e-5,0.005180422027521491,0.048566162010828584,0.050077253015565336,0.0518220985970885,0.05502266405718378,0.05850395125829125,0.062052042967556134,0.06519807488016084,0.06708355511524616,0.06872515151301638,5831.209891324653,1.0000705966691967,0.0584580731045533,0.00517230010253554
"2,6,3",non-hispanic black,25,lost_dad,0.12846654041813438,8.788132781521881e-5,0.0068014415948166075,0.11495408057108905,0.11726129959216886,0.11970312448135621,0.12389932293223857,0.12842117900977007,0.13294403794093088,0.1374170631223286,0.13982184244045143,0.141677332273218,5989.750408647398,1.0005864074368336,0.128460909171226,0.00680389168474136
"2,6,4",non-hispanic black,25,lost_both,0.030187482520568177,1.585070171010594e-4,0.012252629092429352,0.006652401605297531,0.009974748958177586,0.014580156415349143,0.02186552580474113,0.030181981921871437,0.03838661632358381,0.04600005984579458,0.050488058544181855,0.05474260370557355,5975.325766684573,0.9995132146241158,0.0302399435265127,0.00398272018185031
"2,7,1",non-hispanic black,30,lost_none,0.7099449149244389,1.3511696750352186e-4,0.010338416163667197,0.6893154300988487,0.6931013583676509,0.6969106756930019,0.7029889871668533,0.7099425715046777,0.7168640439210657,0.7231715614856019,0.7268154386173149,0.7301459675153541,5854.478850826543,1.000212236619593,0.709948028352979,0.0103414350899904
"2,7,2",non-hispanic black,30,lost_mom,0.06483406943551649,6.890736980702113e-5,0.005321415672346306,0.054515518506907265,0.05602634930328261,0.058042731322212535,0.061305783921304376,0.06482791350779832,0.06842894368706527,0.07165413316562716,0.07368706121463169,0.07527001605648749,5963.7993350737615,1.000370650959635,0.0648499048887671,0.00525343315429223
"2,7,3",non-hispanic black,30,lost_dad,0.17403638453216705,1.0536198621151878e-4,0.008130263009978858,0.15797738930447858,0.16073789305622782,0.16371360589955647,0.16858139517887938,0.17404487944763564,0.17951554750563564,0.18435197137518927,0.1874005966652419,0.19038745755614292,5954.445052630531,1.000423433342693,0.174122422418085,0.00822624971519312
"2,7,4",non-hispanic black,30,lost_both,0.05118463110787761,1.8152572913903396e-4,0.014051918731498641,0.023820115646611777,0.028409404271717842,0.03320808255195713,0.04165245159729292,0.05118222737480721,0.060711736599760785,0.06906510450125912,0.0742988228453616,0.07897591754002951,5992.318367717688,1.0005769685221213,0.0510796443401828,0.00517604504168593
"2,8,1",non-hispanic black,35,lost_none,0.616516325122683,1.5146401882873352e-4,0.011521946405293148,0.5938867121836139,0.597383214319287,0.6018995557453152,0.6089445265867826,0.6163793827122771,0.624209520580298,0.6313144807150891,0.6355842119878187,0.6394548462972415,5786.723743572748,1.000527499663444,0.616445808701279,0.0114971337148721
"2,8,2",non-hispanic black,35,lost_mom,0.07411529647613778,7.493551541534657e-5,0.005727540828992703,0.06259468404757955,0.06457234102558122,0.0668490843224564,0.07029045121402615,0.07407001308603892,0.0780101072163871,0.08151884308967552,0.0835109506031051,0.08530197263685531,5841.992430855667,0.9999829514013951,0.073990091879224,0.00575427050640296
