ind,race,x,transition,mean,se_mean,sd,2.5%,5%,10%,25%,50%,75%,90%,95%,97.5%,n_eff,Rhat,svy_mean,svy_se
"2,2,1",non-hispanic black,5,lost_none_to_lost_mom,0.0013796354127897298,3.8871018643549e-6,2.0672842293424033e-4,0.0010220362296681756,0.0010644997101416783,0.0011236402207898792,0.0012309676417971353,0.001365817362442482,0.0015106914909898364,0.001650109723748366,0.0017350833951851365,0.0018184936283177611,2828.4502190879857,1.0001184601653217,0.00186140161524659,3.2183186698646e-4
"2,2,2",non-hispanic black,5,lost_none_to_lost_dad,0.003469942468281944,6.079358812357606e-6,4.437093381883748e-4,0.0026675976538304068,0.00278136974897815,0.002925779647483495,0.0031699334269190624,0.00343919855643705,0.003742775603327304,0.004049935526567273,0.0042482921323229745,0.004414973657942198,5326.986351795613,1.0007353437979212,0.00370614619461187,5.7317599569043e-4
"2,2,3",non-hispanic black,5,lost_none_to_lost_both,5.3697860106601424e-5,5.44490732352549e-7,2.135792394384061e-5,1.933761057068112e-5,2.296529256231558e-5,2.8127380248135273e-5,3.824375202615281e-5,5.1240053699807897e-5,6.675472410094567e-5,8.225183899756067e-5,9.262892617537058e-5,1.017012414535287e-4,1538.6402424318371,1.000446752783083,3.49902363826899e-5,3.40218506123591e-5
"2,2,4",non-hispanic black,5,lost_mom_to_lost_both,0.00721137077835817,3.0282298254213877e-5,0.0015427953311413902,0.004599566943630076,0.0048875213424938125,0.005300688062625421,0.006124056282748017,0.007091572059584008,0.008184068228345349,0.009250493228976977,0.009880914342815402,0.010548983696178113,2595.607179282474,1.0009611572713863,0.00384083176490656,0.00396440748475662
"2,2,5",non-hispanic black,5,lost_dad_to_lost_both,0.0017021031442100497,9.654494941353543e-6,4.3709274673195555e-4,9.784030254814935e-4,0.001069123883847132,0.0011867446383526314,0.0013925421175452765,0.0016549081001741984,0.0019623055538680635,0.0022677278833857333,0.0024836500500835025,0.0026776989163128694,2049.6895209308136,1.0015545575075773,0.00653448821170364,0.00266166633659642
"2,3,1",non-hispanic black,10,lost_none_to_lost_mom,0.0018814895627471847,4.70625824166874e-6,2.630281940622076e-4,0.0014078928659596037,0.001477678911468914,0.0015591168206214269,0.0016986765338860726,0.0018646474011172272,0.0020475016956712526,0.002229862409833593,0.0023388553414266404,0.002433775384226325,3123.583341966354,1.0000909720390192,0.00259538336810863,5.946037581528e-4
"2,3,2",non-hispanic black,10,lost_none_to_lost_dad,0.004648751114203277,7.805885121193743e-6,5.672171139294857e-4,0.003633736297081299,0.0037885385486076946,0.0039607373487681365,0.004246279567865618,0.004609618756381635,0.005002628284895003,0.005393777115761056,0.005647497933024768,0.0058645676392288905,5280.248241320503,0.9998643027016182,0.00459695086119142,6.4482872592974e-4
"2,3,3",non-hispanic black,10,lost_none_to_lost_both,8.316918004749516e-5,7.323603372681275e-7,2.9228668631077695e-5,3.4279523747522635e-5,4.0114535747557675e-5,4.704778531466506e-5,6.172467240748637e-5,8.096776657195022e-5,1.0178353067984004e-4,1.2220861110245313e-4,1.352610594377444e-4,1.4744044536327665e-4,1592.826363594397,1.000420560130871,9.64612091615832e-5,7.18541733321626e-5
"2,3,4",non-hispanic black,10,lost_mom_to_lost_both,0.009384056517140933,3.6536523280276976e-5,0.0018540882842629156,0.0061506676579310155,0.006608496930775608,0.007123555001524214,0.008063643694058544,0.009253451659054727,0.01054608539787261,0.011824642305251858,0.012601339423822544,0.01339982147336538,2575.1728326311604,1.000890115089233,0.010422946363196,0.007065170624486
"2,3,5",non-hispanic black,10,lost_dad_to_lost_both,0.0024460818078110226,1.2908405011767299e-5,5.789780256194056e-4,0.0014765791806502174,0.00160277027326966,0.0017544868932184389,0.002038508028672034,0.0023862321148466524,0.002789629321575272,0.0032088807138064756,0.003487571637963262,0.0037282907000411344,2011.7730931779886,1.0025593625133478,0.00465880401486075,0.0024444474657621
"2,4,1",non-hispanic black,15,lost_none_to_lost_mom,0.0025558175666822763,5.703753955817223e-6,3.2780887978297826e-4,0.0019690628721801585,0.0020550834115301508,0.002150666717599689,0.0023276843075461674,0.002535863329506339,0.002761617347501655,0.002980256832745257,0.003123713966393643,0.0032571557929957137,3303.0858491788204,1.0006900435821642,0.00279023549427436,5.0830109713488e-4
"2,4,2",non-hispanic black,15,lost_none_to_lost_dad,0.006195403813511233,1.002598194886661e-5,7.345193021505442e-4,0.004865790585295078,0.005053762710953729,0.005289127185553661,0.0056857354024046165,0.006164898627670929,0.006647934031387184,0.007139742307521193,0.00744644311789876,0.007728559591835404,5367.259447900292,1.0002768671333675,0.00702134653701415,7.2009854969822e-4
"2,4,3",non-hispanic black,15,lost_none_to_lost_both,1.296319355418164e-4,1.0497688983514443e-6,4.011468056731033e-5,5.960156775583269e-5,6.804555497044956e-5,7.999616733804166e-5,1.0104395824644807e-4,1.2661178893204732e-4,1.5571265810672454e-4,1.8204443765875821e-4,2.0001157481538132e-4,2.1553847958219677e-4,1460.223297100536,1.0005779398274077,2.1979948261813e-4,1.3928553874201e-4
"2,4,4",non-hispanic black,15,lost_mom_to_lost_both,0.012238923169035697,4.105700450304675e-5,0.0021921064336365946,0.00838618408457833,0.008894862313729589,0.009564613536209195,0.010685998956564111,0.012094019005661852,0.013595052851336553,0.01512099168290998,0.01605081155851786,0.016919600935234622,2850.681864018975,1.000575235847505,0.0212098211464386,0.00779820791155541
"2,4,5",non-hispanic black,15,lost_dad_to_lost_both,0.0035082496632076314,1.6233102095368738e-5,7.480367274382912e-4,0.0022126963675676422,0.0024052891147344053,0.0026045688410481892,0.002995838221905884,0.003429966328923959,0.003961478504304759,0.004493452187591448,0.004832382345331777,0.005130400894990002,2123.4537339630733,1.000887883709519,0.00538100009959069,0.00304799769261966
"2,5,1",non-hispanic black,20,lost_none_to_lost_mom,0.003477005360737719,6.49195737675866e-6,4.2003042625573525e-4,0.002690934938398027,0.0028100628480051994,0.0029675270415102607,0.00319231625280011,0.003455720740679736,0.0037439926962847584,0.004023272101533135,0.004202386809115151,0.004374972027737442,4186.105626571404,1.0006528902016618,0.00451429774598811,6.2500578410236e-4
"2,5,2",non-hispanic black,20,lost_none_to_lost_dad,0.008318341199940276,1.2996149179374315e-5,9.41129541486188e-4,0.006628427133919258,0.006883733422715217,0.0071644362994028755,0.007674197699272661,0.008265775659256434,0.008911641356536175,0.009545967358546213,0.009948041195138915,0.010329760484451585,5244.081541691807,0.9997670965208603,0.00709512405250305,0.00102653521678889
"2,5,3",non-hispanic black,20,lost_none_to_lost_both,2.019852399282876e-4,1.3808161002395493e-6,5.404773673072896e-5,1.0482995413934714e-4,1.1731672234138964e-4,1.3361434415264066e-4,1.6347396766608395e-4,1.996634310750604e-4,2.3655025748610083e-4,2.7317277211186416e-4,2.960614496740363e-4,3.1740483698659133e-4,1532.086692438722,1.0003510660346795,4.6580923129657e-4,3.4748379352956e-4
"2,5,4",non-hispanic black,20,lost_mom_to_lost_both,0.015944307095169082,4.808121894990994e-5,0.002576096718675434,0.011373940002992073,0.011983996853693377,0.012770551083075872,0.01413680656828698,0.01577782829335974,0.01754849835262493,0.01935268312214558,0.02031616549696083,0.021466415881193544,2870.6046910193827,1.0009966508838934,0.0161897127725237,0.0052406143751677
"2,5,5",non-hispanic black,20,lost_dad_to_lost_both,0.005054586179639902,2.0130441645133295e-5,9.57782505930551e-4,0.003379937033862444,0.0035985192626351095,0.0038837918715551516,0.004375156118177962,0.004986183725088083,0.005641623035132158,0.0063003591525041145,0.0067408991039889735,0.007104645176077145,2263.7433864050377,1.0014593014543303,0.0123118955252042,0.00324425425529773
"2,6,1",non-hispanic black,25,lost_none_to_lost_mom,0.004729473828102568,8.174540207708993e-6,5.598514873691203e-4,0.0037167369263795616,0.00386310799113717,0.0040418675567144595,0.004348283057745137,0.00469414062598978,0.005077545548604343,0.005443465492799972,0.005700171435092947,0.005934378196659393,4690.498528602813,0.9998613081998512,0.00347299839234189,6.3260709059091e-4
"2,6,2",non-hispanic black,25,lost_none_to_lost_dad,0.011115418215086598,1.6722932507140218e-5,0.001219370646084872,0.008917730177176297,0.009226968860589149,0.009611015073405092,0.010291454659105475,0.011033243394649034,0.011879541626050325,0.01269919838354,0.013209897101694627,0.013697126595912134,5316.754387347602,0.9996181646307354,0.00949219341928088,9.6117830539926e-4
"2,6,3",non-hispanic black,25,lost_none_to_lost_both,3.170401443995424e-4,1.8875349325029284e-6,7.591152024928208e-5,1.80572339529109e-4,2.0167077971518796e-4,2.2161631665141088e-4,2.637346599621393e-4,3.130295945113211e-4,3.660155716914464e-4,0.00041655045061267534,4.480990988252151e-4,4.7350522823586504e-4,1617.4295832844246,1.0002879136118736,4.4737862796885e-4,2.2908288599253e-4
"2,6,4",non-hispanic black,25,lost_mom_to_lost_both,0.02085929266307908,5.416979232394692e-5,0.0030362431994320604,0.015392140190082115,0.016211399293542286,0.017149337066615332,0.018701984170388142,0.020688001424491502,0.022798451646594303,0.02483883244014235,0.026168848612575346,0.02740554665252098,3141.657008061225,1.0012151756082337,0.0169124284096129,0.00443321912793997
"2,6,5",non-hispanic black,25,lost_dad_to_lost_both,0.007284878431678341,2.5010978547474793e-5,0.0012169938259660917,0.005154940572758953,0.005437905503970228,0.005798389776701038,0.006422849405986232,0.007201262226909795,0.008051366182097912,0.008891960878874582,0.009438755437647614,0.009907867881375904,2367.638440832598,1.0009934074922173,0.00886862643706178,0.00234850145867733
"2,7,1",non-hispanic black,30,lost_none_to_lost_mom,0.006431960250422366,1.1226963118742945e-5,7.437732030215145e-4,0.005102335180438103,0.005309025268282569,0.0055294601804933945,0.005925165972895323,0.006374732197341915,0.00690461627549955,0.007380952269012479,0.0077213430394030245,0.008064558521871441,4388.907853453781,1.0002925086490435,0.00542372059198534,8.4170123607236e-4
"2,7,2",non-hispanic black,30,lost_none_to_lost_dad,0.014869517865701724,2.1884125779752505e-5,0.0016552093911116196,0.01187665295760454,0.012288015353424334,0.012820432510499033,0.013713092335643598,0.014781531635178386,0.015892729916317423,0.01701758785239483,0.017755676546465333,0.01843188587278259,5720.677679142622,0.9999974552395581,0.0148782417672841,0.00166706476783653
"2,7,3",non-hispanic black,30,lost_none_to_lost_both,4.968139064179724e-4,2.464807695213563e-6,1.07168359105659e-4,3.06576736461752e-4,3.323459127483913e-4,3.6331015536550566e-4,4.2071358727435737e-4,4.892519885537911e-4,5.6789529625116e-4,6.397237808902941e-4,6.842615227572704e-4,7.210171097685858e-4,1890.4582032762407,0.9998265433102654,5.0307215609114e-4,3.2240226749218e-4
"2,7,4",non-hispanic black,30,lost_mom_to_lost_both,0.027147609278945765,6.087441116745743e-5,0.0036402822765330637,0.02059038835140711,0.021530155059731628,0.02259551562145577,0.024657182452138597,0.026909008288393238,0.029499981069834248,0.031871779663926444,0.03344919051981497,0.0348459876268784,3576.0252425961835,1.0004930925257356,0.0388038793235103,0.00675649344665821
"2,7,5",non-hispanic black,30,lost_dad_to_lost_both,0.010469045548812225,2.8726333235509112e-5,0.0015734727168523505,0.00770499773903243,0.008037942026289104,0.008540324982313422,0.00936011124959062,0.01036543146851323,0.011457320869293481,0.012531469897535886,0.013227173103781988,0.013875780027817856,3000.2541524983735,1.0008624182232977,0.00982445384276778,0.0019665668825964
"2,8,1",non-hispanic black,35,lost_none_to_lost_mom,0.008770478889865853,1.5797357743012176e-5,0.0010281968716401334,0.006930508871865466,0.007213678421115777,0.0075325741889887875,0.008061802771633323,0.008698892968580476,0.009410068308336385,0.010100020193998754,0.010564615813141049,0.010985827621248579,4236.270173097686,1.0005680272294377,0.00843531972873164,0.00116259011665403
"2,8,2",non-hispanic black,35,lost_none_to_lost_dad,0.019863050733915817,2.8062348422901828e-5,0.00215683061922995,0.016003767692900347,0.016532940875291374,0.01720938384745933,0.018382765472870686,0.019740404479963176,0.021209314491650554,0.022653228022364767,0.023578318362269236,0.024427143244539835,5907.232379904457,1.0005136189441621,0.022263322191726,0.0019348413618635
"2,8,3",non-hispanic black,35,lost_none_to_lost_both,7.829508182604337e-4,3.527574573829796e-6,1.58786238086547e-4,5.050024970731386e-4,5.446450822892533e-4,5.841587736793014e-4,6.719348997854142e-4,7.719094304521151e-4,8.836293884589486e-4,9.965972063083158e-4,0.0010581379677265111,0.0011153819925435564,2026.1580159500845,1.0004529446243322,7.0689235817481e-4,2.7923564974612e-4
"2,8,4",non-hispanic black,35,lost_mom_to_lost_both,0.0355630980802417,6.940245102138667e-5,0.004445933260090367,0.02769079763657688,0.028677218571701888,0.030059286806079673,0.0324728185364322,0.035299256505262964,0.03840263647612311,0.04130938498304057,0.043124027326977725,0.04507013430965621,4103.706209754851,1.000417800030445,0.0364136024488764,0.00666168248587545
"2,8,5",non-hispanic black,35,lost_dad_to_lost_both,0.015081747168756505,3.40936555445383e-5,0.0020305368342563523,0.011466884145916989,0.012028374620873904,0.012674690438247073,0.01366331543736118,0.014943962590096393,0.016347789428187896,0.017778885459596803,0.01864802531885357,0.019395608303422317,3547.109586214819,1.0006221484895161,0.0121752745246726,0.00197800411006111
"2,9,1",non-hispanic black,40,lost_none_to_lost_mom,0.011969285517890676,2.2317693158614166e-5,0.0014594698410737767,0.009362228781879894,0.009742811082332015,0.0101719726219096,0.010955129365908138,0.011882797813861489,0.012874583110472845,0.013880574334817977,0.014465947916817766,0.01511608662271489,4276.531206860555,1.000408055391565,0.0110531233754768,0.00163320072354109
"2,9,2",non-hispanic black,40,lost_none_to_lost_dad,0.02661453156637132,3.8842659901614864e-5,0.002956588352845055,0.02129855963679302,0.022056428849726504,0.02296675408835083,0.02458807376409519,0.026442673629267846,0.02842562990109977,0.03052468135873836,0.031786663098677295,0.03298451037948659,5793.803995517192,0.9996606130279052,0.0244399145421476,0.00242490854673402
"2,9,3",non-hispanic black,40,lost_none_to_lost_both,0.0012362853358086456,5.293832032088308e-6,2.5577815230273386e-4,7.792230003627988e-4,8.428537539279075e-4,9.212764837328583e-4,0.0010533324881250475,0.0012237030411444798,0.0013998033296038802,0.0015706551752750343,0.00167102835599159,0.0017796122076340363,2334.460751193457,0.9998749467700533,0.00157664278951453,8.0469425212965e-4
"2,9,4",non-hispanic black,40,lost_mom_to_lost_both,0.04648622358623166,8.425323304762457e-5,0.005620673620096554,0.03620143535786181,0.03787251360404045,0.039618161859581204,0.042603274624822274,0.04621927421017094,0.04991410334791747,0.05380315491323791,0.05614840327292122,0.05871984443470758,4450.446503388001,0.9998194476416178,0.0401213596259097,0.00659263195906547
"2,9,5",non-hispanic black,40,lost_dad_to_lost_both,0.02178404876152789,4.142895264724609e-5,0.002695271287914249,0.01702598274957926,0.017679130315956144,0.018480981057493878,0.019921005003883566,0.021610735188163817,0.023462380297458056,0.025266020324867165,0.026437529741285062,0.027701261385984992,4232.500922509864,1.000056711267933,0.0216682498833447,0.00275756973641921
"2,10,1",non-hispanic black,45,lost_none_to_lost_mom,0.016328220040730188,3.173265590819138e-5,0.002044843288564787,0.012586341868472765,0.013127132503676728,0.01385506768824313,0.014940203479759221,0.016208259309586318,0.0175769036883102,0.019017779750347706,0.019875778079215794,0.02065146007190044,4152.476810991286,1.0002435195686799,0.0159694479578551,0.00258884525894029
"2,10,2",non-hispanic black,45,lost_none_to_lost_dad,0.03554236911396073,5.6518444986532787e-5,0.004160354514266106,0.02800315983604626,0.029097425843994586,0.030456008485655526,0.032689314295275065,0.035269685877339946,0.03812031418974575,0.04101847015449568,0.042826772533599525,0.04441093239888604,5418.5148781779735,0.9997376058676277,0.0308329721046911,0.00305158575576437
"2,10,3",non-hispanic black,45,lost_none_to_lost_both,0.0019572786323840906,8.567735829648411e-6,4.2885105614843237e-4,0.001180194904341766,0.001275538775213355,0.0014110903787700846,0.001662681660480466,0.0019357276533208709,0.0022397512833750993,0.0025223876982079633,0.0026929283817746373,0.002848897776379554,2505.4216919023206,1.0000078690371368,0.00144700275525941,5.9263897902815e-4
"2,10,4",non-hispanic black,45,lost_mom_to_lost_both,0.06081496138090139,1.0521827052534753e-4,0.007430825076269986,0.04754326257816935,0.04956228870451822,0.051721955661262545,0.0556330550497814,0.06043572595298779,0.06538037868357915,0.07038099131258951,0.07370395480426593,0.07636095246390427,4987.601627657295,1.0001451174330276,0.0606699548073837,0.00885192726580664
"2,10,5",non-hispanic black,45,lost_dad_to_lost_both,0.03137922785246086,5.1190811237344224e-5,0.003681673558800005,0.0247045198588152,0.02567730601678138,0.026825948932832012,0.028829258963724822,0.031180539690912685,0.033688151909902986,0.03619482194653661,0.03781539869041333,0.03904256345583274,5172.5718617361445,1.0007148357914624,0.0253976378372967,0.00329356725437563
"2,11,1",non-hispanic black,50,lost_none_to_lost_mom,0.02225185572383255,4.838332585984446e-5,0.003046672082185032,0.016784625562000548,0.017534361117265928,0.018512576577573946,0.020125035708426612,0.02208935955511174,0.024111054605638296,0.026179871562190125,0.027619031123690622,0.028883650909447084,3965.1533606654184,0.9996767567460769,0.0178226603474288,0.00358654807457576
"2,11,2",non-hispanic black,50,lost_none_to_lost_dad,0.047732476778799666,7.645903403635644e-5,0.005722831884950607,0.037511733045078384,0.0389954734483882,0.04065790344469421,0.0437581620239976,0.04740030217756812,0.051236094980379204,0.05517974830723091,0.05771636030301907,0.05987200874788737,5602.274214801119,1.000013666063774,0.0536038170122395,0.00561181573960023
"2,11,3",non-hispanic black,50,lost_none_to_lost_both,0.003115473408265676,1.572365864453188e-5,7.798287773050832e-4,0.0017254380731292738,0.0019329365582310275,0.0021650586605714284,0.0025604391062462833,0.0030722031486704014,0.0035989759807190827,0.004152971740794124,0.004475295102917508,0.004754723654930148,2459.751880796613,1.000075063320223,0.00429822519209332,0.00184146016913564
"2,11,4",non-hispanic black,50,lost_mom_to_lost_both,0.07938753880863363,1.3779927118723784e-4,0.009927573841249421,0.061939403984137616,0.06423463515067337,0.06731497163521609,0.07243283839308723,0.07885292988962195,0.08566377398042231,0.09220495425635077,0.0963844662185088,0.09993484669724147,5190.299402089791,0.9995589322831928,0.0946199292300822,0.013484066508081
"2,11,5",non-hispanic black,50,lost_dad_to_lost_both,0.045390993479618516,6.916889743353964e-5,0.005287944723904817,0.03592680608314654,0.03707931095084076,0.038840510410354724,0.04165674899285674,0.04522430009272635,0.04865291682639952,0.05224269464987214,0.05423884388884294,0.056402017761448965,5844.563849172079,0.9996336991946615,0.0522547165772509,0.00547458371091173
"2,12,1",non-hispanic black,55,lost_none_to_lost_mom,0.03030208516482481,7.131735767191872e-5,0.0044189441891597315,0.022540619266707078,0.023742800847822484,0.024993079338588502,0.02721718738944478,0.029944154867328307,0.032956429703278126,0.036116020940884855,0.038029364439288546,0.04000595180072573,3839.2513429898604,0.9994099651407911,0.0358934303143147,0.00793269567925208
"2,12,2",non-hispanic black,55,lost_none_to_lost_dad,0.063986817779283,1.1403058116073652e-4,0.008187827337697807,0.04948500465245553,0.05162512568521588,0.05405895467357648,0.058263170500346385,0.06336972162677607,0.06907258522014581,0.07459528763750381,0.07836943695016559,0.08186842111915373,5155.783546128469,0.999753786790292,0.081470881047018,0.0113486887120586
"2,12,3",non-hispanic black,55,lost_none_to_lost_both,0.004967740304047579,2.955114792521801e-5,0.0014157349803524827,0.0025199491223971706,0.002833941592719101,0.0032219509993043184,0.003956980978831368,0.004851144449029731,0.0058570073173469656,0.006866139525003108,0.007471122750763618,0.008032617610785284,2295.171877824032,0.9999383489055735,0.00994700689608684,0.0050600234942954
"2,12,4",non-hispanic black,55,lost_mom_to_lost_both,0.10413025779170673,1.8368563960935132e-4,0.013971816100380573,0.07939576872388507,0.08268057177108436,0.08714942157354895,0.09448750905119371,0.10340078183596793,0.11238420407174793,0.12229311268151802,0.1282968071042578,0.1340431147515264,5785.692018872592,0.9994843938828861,0.0918285259156437,0.0139567105867757
"2,12,5",non-hispanic black,55,lost_dad_to_lost_both,0.06544774662818686,1.0592216792162819e-4,0.008139332743844716,0.050429567128046006,0.052744258491961106,0.055322418054762394,0.05985064534391668,0.06512361798125585,0.07053422035459472,0.07595863532753255,0.07934147704050507,0.08246358320844431,5904.782219384541,1.0003929998685501,0.0580199422689563,0.00595419818664769
"2,13,1",non-hispanic black,60,lost_none_to_lost_mom,0.0413801955786681,1.1494697562045643e-4,0.006436174516560767,0.03034386626627055,0.031880467110020815,0.03366293410195756,0.036788892778669084,0.040820219664326376,0.04537377049553343,0.04979009730178846,0.05268980503007414,0.05554833301459036,3135.165886184804,0.9998572544265079,0.0691287327332148,0.0106913535346652
"2,13,2",non-hispanic black,60,lost_none_to_lost_dad,0.08537967499441652,1.5548032713275025e-4,0.0114513697751185,0.06505715864506534,0.06762005175942674,0.07151912056096561,0.07741799060455942,0.08466793084275666,0.09225690041095339,0.1006222165898587,0.1055136281331707,0.10968840689255896,5424.553363353971,0.9998671024052281,0.0837021080415335,0.0142442987022215
"2,13,3",non-hispanic black,60,lost_none_to_lost_both,0.007949565833754186,5.760618394885263e-5,0.0026069568109135352,0.0035961385310639606,0.004141224647040397,0.004803709865700761,0.006079327763461387,0.0076897844720475676,0.009528326329972022,0.011479910842685709,0.01257117257985587,0.013640171940142715,2047.9976733485232,1.0005387015083091,0.00960466492042069,0.00446749602501474
"2,13,4",non-hispanic black,60,lost_mom_to_lost_both,0.1362189276624153,2.7917237519600795e-4,0.019432049681926057,0.10215176526417358,0.10697416126406752,0.11254682867765035,0.12247285377954294,0.134665935490415,0.14860407587282756,0.16155207615481273,0.17110387806714716,0.17819674724660473,4844.983933403196,0.9997760111947306,0.141747840300838,0.0165226310927463
"2,13,5",non-hispanic black,60,lost_dad_to_lost_both,0.09462713656947208,1.8639698983168796e-4,0.0129695847760466,0.07086886884809797,0.07449919129528575,0.07901270692362436,0.08557641492522233,0.09407992999065219,0.10256456344606438,0.11123028853922907,0.11686713420274744,0.12213799308450725,4841.437786541582,0.9996779914616981,0.108983999135605,0.00694960083834126
"3,1,1",non-hispanic white,0,lost_none_to_lost_mom,5.375236744197147e-4,9.423168647184889e-7,6.718720332556986e-5,4.1782002007671954e-4,4.367144464775506e-4,4.569493557567388e-4,4.910982257081469e-4,5.326494669124369e-4,5.790754225930928e-4,6.268933513562613e-4,6.535500420533307e-4,6.794488823418909e-4,5083.691645120633,1.0001539293202013,7.2079301085577e-4,8.6406072332184e-5
"3,1,2",non-hispanic white,0,lost_none_to_lost_dad,0.0013919832749776796,2.1131655190571064e-6,1.6432061756550985e-4,0.0011011808077523186,0.0011463004635272839,0.001193197546453027,0.0012772648005270938,0.001381042702478628,0.001495824102417017,0.0016005067830190168,0.0016786765859376919,0.0017565690204170011,6046.681393230942,0.9995896492893622,0.00155839765903404,1.1621986238992e-4
"3,1,3",non-hispanic white,0,lost_none_to_lost_both,4.337356678665483e-6,3.220003936791413e-8,1.2899304093232905e-6,2.322087418400466e-6,2.5305470187625734e-6,2.807447731082132e-6,3.407882353212782e-6,4.17938941776971e-6,5.0911561024400885e-6,6.0273099780049774e-6,6.711016492806555e-6,7.270785306668092e-6,1604.7957180143892,1.0007318447602773,9.35883689160799e-5,3.84997686535203e-5
"3,1,4",non-hispanic white,0,lost_mom_to_lost_both,0.003320603282302375,1.0857835266341474e-5,6.04058652230985e-4,0.002294481445895326,0.0024381857135441854,0.002592273302406557,0.0028884274247387076,0.0032693491037268604,0.003708876696539718,0.00412546305499015,0.004380065950229987,0.004630366008386884,3095.0788818754854,1.0013389148221845,0.00362843189222552,0.00334073052026246
"3,1,5",non-hispanic white,0,lost_dad_to_lost_both,0.001056381157676691,3.3678722920756924e-6,1.8351570799752967e-4,7.452412383358511e-4,7.860001911743956e-4,8.35182137362194e-4,9.274355241817965e-4,0.001039936627915259,0.0011658926194992396,0.001297682012000038,0.001379991395525477,0.0014646313608474488,2969.1713220861816,1.0008092058034754,0.00171921042431964,0.00165682561995349
"3,2,1",non-hispanic white,5,lost_none_to_lost_mom,7.829667942507992e-4,1.2511127432274677e-6,9.360352989775654e-5,6.155976979970008e-4,6.368958735785376e-4,6.69224405440208e-4,7.177253199864348e-4,7.764959841966785e-4,8.415134677185362e-4,9.061358226516937e-4,9.463315572201349e-4,9.792445459673282e-4,5597.467212301885,0.9997842117457583,8.1129473037621e-4,8.26757609331347e-5
"3,2,2",non-hispanic white,5,lost_none_to_lost_dad,0.001984865146631178,2.858891677823062e-6,2.2527287544072257e-4,0.0015743155090748367,0.0016370849694722126,0.0017082540609217908,0.0018300861460778782,0.0019706037976124154,0.002123616021656968,0.002274978027585244,0.0023652133662520848,0.002458901861749217,6209.010641582834,1.0002894026018496,0.00187307006012324,1.2563802237656e-4
"3,2,3",non-hispanic white,5,lost_none_to_lost_both,8.390814493379517e-6,5.6082552350275536e-8,2.2509767642039246e-6,4.7284320481407274e-6,5.181847800491637e-6,5.718963365042943e-6,6.758332792375293e-6,8.167030077731699e-6,9.71876709885342e-6,1.1433474029808476e-5,1.2379787677105072e-5,1.3379481202316753e-5,1610.9664028685731,1.0006713364293425,1.22499609910843e-5,7.43213836106008e-6
"3,2,4",non-hispanic white,5,lost_mom_to_lost_both,0.004563808142852673,1.4185803912120321e-5,7.686617921219827e-4,0.0032163479135704923,0.003413983457669085,0.003633179467780867,0.004026393555840111,0.0045068997823816456,0.0050381768860791,0.005567695478797145,0.005909313246342507,0.006270670145345394,2936.0448369626383,1.0013482210065605,0.00877908659405192,0.00331340557543961
"3,2,5",non-hispanic white,5,lost_dad_to_lost_both,0.0015547534186381765,4.284442080447037e-6,2.5076948651688794e-4,0.0011305220968709296,0.0011831022235179553,0.0012506333455657743,0.0013810243809521418,0.0015306972135083554,0.001704503254214232,0.0018830726207460424,0.0019962256245244646,0.0021141484290022948,3425.790723468813,1.0004490993738573,0.00347729327026235,0.00137491685986676
"3,3,1",non-hispanic white,10,lost_none_to_lost_mom,0.001134382593511299,1.7432365311431756e-6,1.3074307433194856e-4,8.945981425965288e-4,9.318811142954355e-4,9.758264892838134e-4,0.001047636219369857,0.0011265984978133922,0.0012139853735395666,0.0013052289909487509,0.0013629589876037404,0.0014166271950538324,5625.028782379699,0.999783930892211,0.00101960228900099,9.91800204799427e-5
"3,3,2",non-hispanic white,10,lost_none_to_lost_dad,0.0028320719655319207,4.1878761223753615e-6,3.1703574303956614e-4,0.002272749456746009,0.0023509121918282657,0.0024525143604649754,0.0026135841300406987,0.0028124991813367316,0.003027158515599796,0.003248737704125136,0.003390212263187276,0.0035032794143049547,5730.978805962775,0.9996368609638964,0.00304104134607263,1.5716549974674e-4
"3,3,3",non-hispanic white,10,lost_none_to_lost_both,1.621123088158557e-5,9.987254057032973e-8,3.994276770159365e-6,9.579957796920156e-6,1.0427846374950059e-5,1.135114840844751e-5,1.333471982476369e-5,1.5848469128580002e-5,1.8688550055625293e-5,2.1447188065863792e-5,2.3387118975963008e-5,2.4999842089467112e-5,1599.4995190607033,1.0011765773110755,3.35782456591341e-5,1.83884271843588e-5
"3,3,4",non-hispanic white,10,lost_mom_to_lost_both,0.006262385131579221,1.7565456383317448e-5,9.774304748788147e-4,0.004554494105352786,0.004777255722387909,0.005070875128686421,0.005579557804062277,0.006183607309193826,0.006852266035044413,0.00754922708218599,0.008002607394667712,0.008405565611012184,3096.3701712879774,1.0022447997151667,0.00520686204817655,0.00175522106315146
"3,3,5",non-hispanic white,10,lost_dad_to_lost_both,0.002287958653948178,6.009674765933068e-6,3.439469271618391e-4,0.0016921057963431862,0.0017777585324114456,0.0018731580830310907,0.00204546015012048,0.002256600892073382,0.002502614751066458,0.002737068599884346,0.0028983446483638584,0.0030397557677051576,3275.525079165242,1.0008067110139724,0.00246773746867569,0.00104742040252369
