"sex","race","w_i_lost_mom_first","w_i_lost_mom_last","w_i_lost_dad_first","w_i_lost_dad_last","w_i_lost_both","w_s_lost_none","w_s_lost_mom","w_s_lost_dad","w_s_lost_both","w_s_total","n_i_lost_mom_first","n_i_lost_mom_last","n_i_lost_dad_first","n_i_lost_dad_last","n_i_lost_both","n_s_lost_none","n_s_lost_mom","n_s_lost_dad","n_s_lost_both","age"
"female","non-hispanic black",32859.1084153,0,133536.8884734,8212.2387148,11889.987345,12849292.3491264,331579.8212741,823063.1685918,74693.0693943,14078628.4083866,4,0,19,2,1,1878,52,132,12,15
"male","non-hispanic asian",17953.264358,0,7064.1366183,0,0,6169462.2090284,84036.1160946,194011.2380514,21606.1416966,6469115.704871,3,0,1,0,0,938,14,37,3,15
"female","non-hispanic white",89734.0232722,0,200010.8666132,13851.2325477,3881.0925343,69971611.3574777,951962.81934327,2596352.2130847,144695.8968867,73664622.2867925,18,0,39,2,1,12746,185,511,30,15
"female","non-hispanic other",3576.5491072,0,9294.6239215,0,0,3178710.4163109,47373.88242137,64174.3792937,5814.9468459,3296073.62487187,1,0,2,0,0,543,11,15,2,15
"male","non-hispanic other",0,0,13307.2493524,3869.9054293,0,2920295.08431606,49444.0084996,175339.3793348,22934.6634785,3168013.13562896,0,0,3,1,0,511,11,33,5,15
"female","non-hispanic asian",21512.2638976,0,17898.4261642,0,0,6542283.0349387,128045.3999223,249262.3569307,21579.5036431,6941170.2954348,3,0,3,0,0,1031,23,42,5,15
"male","non-hispanic black",4086.3636465,0,66653.293741,6406.8915715,8251.706513,9977345.97395065,342431.2074267,589331.4862174,53221.349979,10962330.0175738,2,0,6,1,2,1379,52,98,9,16
"male","hispanic",38935.7837406,3049.2613606,68871.1061024,0,0,17550438.2101065,236363.6253946,746163.0301821,58177.9523484,18591142.8180316,4,1,14,0,0,2604,41,118,6,16
"female","hispanic",44740.7357995,0,84494.7660014,2497.8437525,0,17586359.4707696,316835.5271811,1003642.7964134,61650.797511,18968488.591875,6,0,16,1,0,2885,59,165,10,16
"male","non-hispanic white",116380.4132615,8003.9553361,247991.601267,0,3179.396026,66591612.7139117,908796.52123987,2345072.81661486,133204.0055505,69978686.0573169,21,2,50,0,1,12083,171,448,30,16
"female","non-hispanic black",42220.6534873,2921.374676,46752.7526716,20930.710695,0,12436096.8352212,356226.6909746,947491.1701803,87635.624691,13827450.3210671,6,1,10,1,0,1825,54,150,14,16
"male","non-hispanic asian",11948.1042369,0,8227.6455602,0,0,6056420.605245,101989.3804526,201075.3746697,21606.1416966,6381091.5020639,2,0,1,0,0,922,17,38,3,16
"female","non-hispanic white",150792.5155932,0,287940.9064635,14774.83418758,3749.8148306,68739509.6346908,1024538.67941637,2784374.1842521,162428.2219687,72710850.7203278,27,0,58,3,1,12554,200,548,33,16
"female","non-hispanic other",0,0,19881.8927124,0,0,3047067.1497535,50950.43152857,69750.9741441,5814.9468459,3173583.50227207,0,0,3,0,0,520,12,16,2,16
"male","non-hispanic other",0,0,9927.6362427,0,0,2795907.98112556,41049.1885081,182117.1974107,26804.5689078,3045878.93595216,0,0,2,0,0,490,9,35,6,16
"female","non-hispanic asian",0,0,2794.8978159,0,0,6397878.0345558,149557.6638199,267160.7830949,21579.5036431,6836175.9851137,0,0,1,0,0,1010,26,45,5,16
"male","non-hispanic black",38040.2102981,24394.274011,57213.4719268,2637.7389134,0,9618940.65915364,311854.1339067,655984.7799584,67879.9480635,10654659.5210823,4,1,8,1,0,1332,50,104,12,17
"male","hispanic",11916.585492,0,60858.5680965,0,0,16906423.0384873,261228.1078169,801982.0831379,61227.213709,18030860.4431511,3,0,8,0,0,2499,43,129,7,17
"female","hispanic",23188.0096724,3872.9277378,43729.6663038,6923.0334459,0,16979730.1059899,359078.4192281,1082614.035822,64148.6412635,18485571.2023035,6,1,12,1,0,2780,64,180,11,17
"male","non-hispanic white",131695.0419978,5342.183176,251709.1174622,9393.6056562,13341.7026914,65005476.6521495,1025176.93450137,2557038.35473836,144387.3569126,68732079.2983019,22,2,52,2,2,11807,192,492,33,17
"female","non-hispanic black",40647.8606745,0,123640.9183759,0,0,12090913.3931027,372081.910925,978848.9290261,104328.0392989,13546172.2723527,7,0,18,0,0,1771,58,157,15,17
"male","non-hispanic asian",27634.7619256,0,28328.2058406,0,0,5915543.6094554,113937.4846895,209303.0202299,21606.1416966,6260390.2560714,5,0,4,0,0,904,19,39,3,17
"female","non-hispanic white",114126.1684556,17154.3447673,278783.6215178,31043.0826709,0,67349253.7507034,1155865.21539409,3043197.505673,175285.54031528,71723602.0120858,24,5,59,5,0,12323,223,601,35,17
"female","non-hispanic other",18080.789956,3182.2198316,3099.2104404,3801.8357669,0,2862488.5986092,43409.07651627,80488.2104377,5814.9468459,2992200.83240907,2,1,1,1,0,494,11,18,2,17
"male","non-hispanic other",0,0,26722.5843719,5665.6567614,0,2729264.94853286,35778.5465266,192044.8336534,26804.5689078,2983892.89762066,0,0,6,1,0,478,8,37,6,17
"female","non-hispanic asian",5249.4037685,0,32712.2450044,0,0,6256979.6919798,149557.6638199,269955.6809108,21579.5036431,6698072.5403536,2,0,5,0,0,992,26,46,5,17
"male","non-hispanic black",36701.12520822,7588.9078092,69899.613628,5223.3350179,0,9287347.75172564,347256.6052914,657916.7884898,94911.9609879,10387433.1064948,5,1,9,1,0,1288,53,107,14,18
"male","hispanic",46502.6492709,0,79924.1753364,30021.8643166,4627.852895,16446474.680777,265071.7009107,843789.9803054,61227.213709,17616563.5757021,8,0,11,5,1,2422,45,133,7,18
"female","hispanic",39303.1922126,0,110717.2215888,3307.1530324,6110.4993878,16363697.5782423,375343.3954546,1100442.2313757,74944.6024472,17914427.8075199,6,0,18,1,1,2677,69,187,13,18
"male","non-hispanic white",121499.2003453,32528.0381652,337642.5996771,3914.691969,0,63824800.4007926,1140551.59218057,2770755.14535966,167455.122381,67903562.2607138,26,7,64,1,0,11594,210,537,38,18
"female","non-hispanic black",21321.2587947,6630.9394411,127221.2022243,3538.7824431,3705.3843594,11700746.047687,403519.5228178,1092196.101928,104328.0392989,13300789.7117317,4,1,22,1,1,1717,64,174,15,18
"male","non-hispanic asian",12334.4935373,4764.5356336,19014.8289398,9059.5547333,0,5733907.8662547,136055.2156099,237631.2260705,21606.1416966,6129200.4496317,2,1,5,1,0,877,23,43,3,18
"female","non-hispanic white",121626.9580295,15250.7441594,366910.9536363,39924.1617696,0,65934542.2315632,1224303.76052649,3275329.0392673,223482.96775348,70657657.9991104,24,2,77,6,0,12086,240,651,45,18
"female","non-hispanic other",14961.5813744,7237.1578279,18205.2046435,0,0,2745927.3864313,57688.03070537,73659.6410563,12799.0024444,2890074.06063737,2,1,3,0,0,477,12,17,4,18
"male","non-hispanic other",4490.0100218,4503.6408333,3292.1027448,0,0,2581612.08941958,30112.8897652,202803.0362498,32470.2256692,2846998.24110378,1,1,1,0,0,452,7,41,7,18
"female","non-hispanic asian",0,0,25200.3159075,3939.2111296,0,6089342.8245171,154807.0675884,302667.9259152,21579.5036431,6568397.3216638,0,0,5,1,0,966,28,51,5,18
"male","non-hispanic black",23007.3654874,0,23475.9439423,8613.6772961,0,8965689.46549603,372696.84310842,720227.4943086,107724.203815,10166338.0067281,5,0,6,2,0,1248,56,115,16,19
"male","hispanic",21974.7152107,8640.7962345,38634.5476737,5584.7111049,0,15822621.8482671,276209.8454771,907282.6839625,95876.9309206,17101991.3086273,3,2,5,1,0,2334,46,141,13,19
"female","hispanic",30422.4918671,5510.6932611,74002.7199732,0,4636.9105481,15658267.4575833,407101.7345944,1211159.4529645,84362.2548674,17360890.9000096,7,2,12,0,1,2576,73,205,15,19
"male","non-hispanic white",177625.8074325,8996.6590331,374409.7438649,23427.7172702,0,62283402.095125,1246795.89244377,3046555.69453826,203897.8525152,66780651.5346222,27,1,71,4,0,11341,233,591,46,19
"female","non-hispanic black",43484.5139347,2571.6926727,68663.6827463,4821.1321599,0,11336696.4254849,394682.0058733,1187168.158267,115281.7708665,13033828.3604918,8,1,10,1,0,1663,62,192,17,19
"male","non-hispanic asian",14221.7359271,0,29746.0669262,9380.0792172,0,5546410.0998859,133311.2970941,239941.7058777,35430.2320635,5955093.3349212,3,0,5,1,0,853,23,46,5,19
"female","non-hispanic white",117890.4904706,6452.4492005,272333.8442232,19137.5199433,2636.0559571,64581395.2723954,1295556.23705839,3610093.6395308,278657.87368248,69765703.0226671,22,1,58,5,1,11870,257,723,53,19
"female","non-hispanic other",13488.645104,6165.796658,3954.4967642,0,0,2646015.2400746,72649.61207977,84627.6878719,20036.1602723,2823328.70029857,1,1,1,0,0,462,14,19,5,19
"male","non-hispanic other",7475.3186947,0,24639.8302935,0,0,2470074.31238608,34602.899787,193104.4470272,36973.8665025,2734755.52570278,2,0,4,0,0,434,8,40,8,19
"female","non-hispanic asian",7997.4474422,0,28595.6605731,0,0,5966882.5216065,150867.8564588,327868.2418227,25518.7147727,6471137.3346607,1,0,5,0,0,947,27,56,6,19
"male","non-hispanic black",41172.0117123,2473.2838744,105328.5092399,764.54822582,0,8755353.23319383,369629.72800172,738503.7780621,116337.8811111,9979824.62036875,6,1,12,1,0,1213,58,120,18,20
"male","hispanic",44930.4056468,0,117279.724717,11245.0204399,0,15395589.9599163,286026.0419057,916381.5998872,110102.43826,16708100.0399692,7,0,17,2,0,2280,47,141,16,20
"female","hispanic",43267.563832,0,96978.332232,3052.7776672,3748.1325246,15131980.663365,437524.2264615,1238853.4266547,94509.8586766,16902868.1751578,9,0,18,1,1,2493,80,211,18,20
"male","non-hispanic white",109553.6104052,8567.6894229,254269.0121586,36867.1474493,2606.5293437,60721486.6128416,1390245.30409207,3374906.03194866,236322.2288185,65722960.1777008,20,3,54,5,1,11096,255,656,51,20
"female","non-hispanic black",27801.0752579,26789.5189527,124401.1054999,3917.9763893,5007.5124516,11025167.902438,433345.3876481,1226874.9105037,122674.5956991,12808062.7962889,7,4,18,1,1,1622,69,198,19,20
"male","non-hispanic asian",13689.6878467,0,27195.3569164,0,0,5410107.4351404,138152.953804,269687.7728039,44810.3112807,5862758.473029,3,0,6,0,0,833,25,51,6,20
"female","non-hispanic white",221568.3740843,14748.9339227,432408.05989475,6092.1832346,7834.9020111,63153806.0177933,1384678.27120849,3859522.0618807,306883.89878338,68704890.249666,42,3,90,1,2,11654,273,777,60,20
"female","non-hispanic other",5490.3232367,0,23698.1902029,0,0,2539067.7171557,86138.25718377,82416.3879781,26201.9569303,2733824.31924787,2,0,4,0,0,450,15,19,6,20
"male","non-hispanic other",0,0,15075.0411138,2190.8600902,0,2386675.73303478,42078.2184817,208873.1754944,36973.8665025,2674600.99351338,0,0,4,1,0,418,10,43,8,20
"female","non-hispanic asian",7074.0734329,0,40044.3720026,7302.8395377,0,5809561.4002025,158865.303901,342833.9843908,25518.7147727,6336779.403267,2,0,6,2,0,928,28,60,6,20
"male","non-hispanic black",29662.5284662,2763.2285629,22896.7495883,10245.334758,0,8352777.88107493,405441.1773711,827220.4474272,119575.71321132,9705015.21908455,6,1,6,2,0,1166,62,129,20,21
"male","hispanic",17218.6129705,0,73054.288942,4434.779136,0,14756673.6515193,313382.4566727,1026894.3617081,121347.4586999,16218297.9286,3,0,10,1,0,2190,50,157,18,21
"male","non-hispanic white",127448.99539814,28357.8139973,345095.9523329,14188.6758599,0,59136010.54675,1444948.61235177,3572099.62707386,284363.5950344,64437422.38121,28,8,68,2,0,10841,268,702,60,21
"female","hispanic",9174.1526275,0,43351.97480023,6923.2032694,6854.6078995,14538110.5135014,468207.3316107,1333094.1722956,101310.7688684,16440722.7862761,2,0,8,1,1,2396,87,228,20,21
"female","non-hispanic black",44326.55368,3008.5043289,39829.7190679,4334.7773254,0,10605541.8558868,444650.4397295,1301898.7741918,158389.6034927,12510480.6733008,6,1,8,1,0,1563,73,210,25,21
"male","non-hispanic asian",0,0,30153.1661191,0,0,5234058.3037213,151842.6416507,290864.2724005,44810.3112807,5721575.5290532,0,0,3,0,0,808,28,56,6,21
"female","non-hispanic white",189770.7419674,6165.9947913,424701.5781814,28861.1548182,0,61415856.443146,1590656.16218299,4183636.94984455,335559.91795178,67525709.4731254,37,2,86,5,0,11357,312,857,66,21
"female","non-hispanic other",5539.7036921,0,42372.4730625,0,0,2437320.8444949,91628.58042047,106114.578181,26201.9569303,2661265.96002667,1,0,7,0,0,426,17,23,6,21
"male","non-hispanic other",0,0,33632.5202664,0,0,2299079.8756488,39887.3583915,222674.9975428,39164.7265927,2600806.9581758,0,0,6,0,0,401,9,46,9,21
"female","non-hispanic asian",3680.6559817,0,33199.365925,3027.1801823,0,5648499.6288503,158636.5377962,382878.3563934,32821.5543104,6222836.0773503,1,0,6,1,0,903,28,66,8,21
"male","non-hispanic black",47060.4073702,8850.7424417,50208.3440353,2796.4279991,0,8020700.40981573,421796.2667395,847353.9684526,132584.27653222,9422434.92154005,7,2,8,1,0,1122,65,134,23,22
"male","hispanic",20886.2899386,12213.0563417,48423.1779248,0,1905.2837585,14187780.7620622,316724.0417009,1064683.371074,125782.2378359,15694970.412673,4,2,9,0,1,2103,51,163,19,22
"male","non-hispanic white",121632.3486557,36954.083845,286399.4370138,28748.8990194,0,57705570.7928849,1553151.41450741,3867940.31335706,326910.0848916,63453572.605641,24,6,54,4,0,10592,293,759,70,22
"female","hispanic",64327.096222,0,60564.1481939,11475.9022314,4521.7686874,14036613.6021868,467470.3556982,1351977.31754563,115088.5800373,15971149.8554679,11,0,10,2,1,2320,87,234,22,22
"female","non-hispanic black",52375.8408558,27086.7518083,99013.0023289,21691.9080966,0,10265503.0587029,468900.1252278,1318049.0291832,160210.1203849,12212662.3334988,8,3,16,3,0,1517,76,215,26,22
"male","non-hispanic asian",17011.9339821,0,47282.1359911,6620.5557068,0,5065777.301361,151842.6416507,321017.4385196,44810.3112807,5583447.692812,3,0,5,1,0,787,28,59,6,22
"female","non-hispanic white",135606.0944482,19628.8388663,417323.3588734,33177.7678174,9074.5682649,59880261.3426494,1737292.56235089,4579991.56860234,370587.06756128,66568132.5411641,26,5,77,7,3,11082,341,938,73,22
"female","non-hispanic other",5991.2008161,0,2726.2343942,0,0,2317342.9485394,97168.28411257,142680.2501678,26201.9569303,2583393.43975007,1,0,1,0,0,405,18,29,6,22
"male","non-hispanic other",1629.8925844,0,12250.1843641,0,0,2166683.3808628,35397.3483697,251972.0955662,39164.7265927,2493217.5513914,1,0,2,0,0,382,8,51,9,22
"female","non-hispanic asian",8307.4805764,4138.7073638,9180.3452964,0,0,5466332.334961,159290.0135956,416077.7223184,35848.7344927,6077548.8053677,2,1,2,0,0,875,28,72,9,22
"male","non-hispanic black",11363.8440995,2360.3234318,29389.8669861,11844.2970805,5563.6887222,7660356.42226013,466060.2461106,870697.4492752,144231.44697302,9141345.56461895,3,1,4,2,1,1077,71,139,26,23
"male","hispanic",35970.7237263,4353.9967669,73696.7499729,19821.5816765,0,13677620.7785277,332208.1986832,1087304.7282072,139900.5779361,15237034.2833542,6,1,8,2,0,2029,54,167,22,23
"male","non-hispanic white",89440.5244102,45391.1686036,329028.5424002,21396.653429,14384.4654626,56496778.5628961,1633115.88917561,4093924.32188446,392613.067756,62616431.8417121,20,8,58,4,2,10389,311,803,80,23
"female","hispanic",28644.3552424,12430.276564,121202.3275773,6167.6918682,0,13478526.5337023,516140.7083308,1394415.53389763,131086.2509561,15520169.0268868,3,2,16,1,0,2232,95,241,25,23
"female","non-hispanic black",43980.7019621,5802.344483,67885.0131267,17279.0460685,15273.340357,9865009.68716966,499584.057987,1347178.7746982,208988.7802898,11920761.3001447,8,1,10,3,1,1470,81,224,32,23
"male","non-hispanic asian",7828.5813823,0,27349.6104316,5546.749443,0,4913711.4883003,162234.019926,368299.5745107,51430.8669875,5495675.9497245,1,0,5,1,0,764,30,64,7,23
"female","non-hispanic white",172598.3397837,42471.4886349,377267.13885,43021.211704,21510.6834721,58316438.8263628,1819957.92967109,4873212.53213624,432468.24250988,65442077.5306802,33,9,72,8,2,10836,357,997,88,23
"female","non-hispanic other",8642.3836181,5267.8886318,38087.7150828,6914.7602514,0,2238349.7627762,103159.48492867,145406.484562,26201.9569303,2513117.68919717,1,1,7,2,0,393,19,30,6,23
"male","non-hispanic other",0,12184.057938,14957.5296808,0,0,2073911.5028829,32537.2309323,257965.9840594,39164.7265927,2403579.4444673,0,1,4,0,0,368,8,52,9,23
"female","non-hispanic asian",4230.7323554,0,52431.929398,5742.3129546,0,5362542.5571433,167597.494172,418335.7574411,39987.4418565,5988463.2506129,1,0,9,2,0,861,30,72,10,23
"male","non-hispanic black",57530.4008519,43156.5723449,77694.5299804,0,16754.827487,7338266.37631264,465579.7931296,897726.9928295,163999.75620752,8865572.91847925,8,5,8,0,1,1035,72,142,30,24
"male","hispanic",31396.8693388,11331.111676,46586.8237406,9863.8923832,0,13215280.6394918,348357.340733,1128533.6426792,164076.1563795,14856247.7792835,5,2,8,1,0,1961,58,170,25,24
"male","non-hispanic white",91799.0953776,32611.0861964,414905.8097157,26580.17511957,0,55013192.6689569,1694293.20938331,4345745.43700126,458724.1085722,61511955.4239137,21,8,76,6,0,10142,326,846,93,24
"female","hispanic",38385.5584265,8500.5332252,110650.4510946,8042.8852449,0,12990874.4170903,532025.9728639,1498655.61510333,149684.2193883,15171240.2244458,6,2,18,2,0,2159,96,254,28,24
"female","non-hispanic black",57569.968631,10308.2133011,32219.23543,0,0,9563716.46183365,526285.7138806,1394525.8239786,247343.5111983,11731871.5108911,6,2,6,0,0,1429,86,231,37,24
"male","non-hispanic asian",7752.2784127,0,16550.079027,11378.0653453,12113.871316,4787139.642219,160966.4911593,395649.1849423,56977.6164305,5400732.9347511,2,0,2,2,1,747,29,69,8,24
"female","non-hispanic white",69781.1066985,17896.896727,328598.6890536,18027.5778369,0,56766295.9826565,1937120.81968449,5157582.84365725,533677.69600308,64394677.3420014,16,5,68,4,0,10580,380,1054,106,24
"female","non-hispanic other",0,0,9101.1734544,0,0,2126167.7722145,95731.68380807,178226.311013,38384.6058135,2438510.37284907,0,0,2,0,0,371,17,36,9,24
"male","non-hispanic other",3788.6532234,4105.3660915,14908.238588,0,0,1964850.8008375,32537.2309323,257741.4671357,51348.7845307,2306478.2834362,1,1,3,0,0,353,8,54,10,24
"female","non-hispanic asian",10593.4217088,0,20770.2729543,5673.9024467,0,5227792.7540919,163703.9668402,470767.6868391,45729.7548111,5907994.1625823,2,0,2,1,0,837,28,81,12,24
"male","non-hispanic black",26153.7378799,11711.0810445,82204.6180855,5935.0043754,13328.69123,7057550.40923444,523110.1939815,924399.2518747,223911.15603942,8728971.01113005,4,2,14,2,1,999,80,144,36,25
"male","hispanic",61133.0656137,31890.118622,111492.638023,7058.9043247,0,12625398.6988337,352625.2741696,1161572.2688281,185271.1604387,14324867.4022701,9,4,17,1,0,1871,59,175,28,25
"male","non-hispanic white",149007.755915,66484.9727964,441122.2508628,24834.1496756,1182.7221742,53435290.4804179,1739900.70226404,4701627.00703056,517915.36988817,60394733.5596007,28,14,85,6,1,9876,338,910,107,25
"female","hispanic",79735.8851165,17952.8119017,100296.1112912,2272.4251842,0,12413928.8453893,541100.4964575,1597362.24309493,166227.6378584,14718619.2228001,10,3,16,1,0,2076,96,269,32,25
"female","non-hispanic black",75889.0630201,16872.4430004,112868.4593456,12854.712057,6597.073897,9299109.48944415,572226.7891876,1378509.6820605,257651.7244994,11507497.6851916,11,4,26,1,2,1392,91,232,39,25
"male","non-hispanic asian",11748.631908,13750.3302807,39604.4836476,0,0,4667721.8903238,157340.7042267,412199.2639693,80469.5530918,5317731.4116116,1,2,7,0,0,728,29,71,11,25
"female","non-hispanic white",257515.0093635,42452.0137009,585175.2775908,44246.6015391,15338.3544557,55435667.6406865,1955608.18688499,5394623.89991405,569602.17056698,63355501.8980525,48,9,111,10,4,10364,387,1104,115,25
"female","non-hispanic other",11893.8751236,0,14669.028831,0,0,2066976.8747914,95731.68380807,181678.1262499,31147.4479856,2375534.13283497,3,0,4,0,0,361,17,37,8,25
"male","non-hispanic other",4345.0314697,2648.1104687,19401.3093308,0,0,1889202.0017656,36325.8841557,268544.3396322,43270.0926842,2237342.3182377,2,1,4,0,0,339,9,56,10,25
"female","non-hispanic asian",12483.1120271,7540.6885333,52348.1509108,3295.0322333,11325.899723,5123567.4745864,168623.4861023,491537.9597934,51403.6572578,5835132.5777399,2,1,10,1,1,822,29,83,13,25
"male","non-hispanic black",34589.7920044,0,52207.028699,13033.5798495,0,6708364.13025493,535378.4638412,955171.4257999,254885.93268932,8453799.95258535,5,0,9,2,0,957,81,153,41,26
"male","hispanic",33642.0758375,15983.4132417,42834.291202,0,0,11941675.2076629,389178.2709742,1229992.6361241,224220.1833854,13785066.2981466,8,2,7,0,0,1781,65,187,33,26
"male","non-hispanic white",124801.0705102,38870.721356,318089.0857656,15328.0611383,7186.6356483,51885753.4122292,1850029.28950014,5018011.35605547,610417.21453437,59364211.2723193,24,7,66,4,1,9612,357,973,128,26
"female","hispanic",58392.2141569,7069.9545244,89581.2992907,0,0,11905743.0709299,614383.1150318,1602971.38009593,186452.8749443,14309550.4410019,9,2,12,0,0,1997,104,273,36,26
"female","non-hispanic black",7237.6021499,17251.848311,61143.314831,3619.3442747,0,8935001.98108866,623020.2478037,1474505.6984057,293975.9534538,11326503.8807518,1,1,11,1,0,1334,100,254,46,26
"male","non-hispanic asian",0,0,21246.5828403,0,0,4460748.1832176,169089.3361347,431056.2702934,94219.8833725,5155113.6730182,0,0,4,0,0,701,30,75,13,26
"female","non-hispanic white",139914.3945401,63656.2854608,294481.6916678,25925.2365775,0,53499753.1627215,2112453.78991209,5890640.49820875,671639.14026268,62174486.591105,30,15,61,6,0,10047,419,1198,138,26
"female","non-hispanic other",0,0,5513.6248166,0,0,2013299.495444,92644.89009637,192260.004084,31147.4479856,2329351.83760997,0,0,1,0,0,348,18,40,8,26
"male","non-hispanic other",0,0,0,0,0,1756695.4519335,40670.9156254,271155.2892671,45918.2031529,2114439.8599789,0,0,0,0,0,322,11,56,11,26
"female","non-hispanic asian",13750.9758325,0,19963.4833539,0,0,4967927.5094856,177811.5658961,536345.4221709,73565.2777474,5755649.7753,2,0,5,0,0,790,30,92,16,26
"male","non-hispanic black",11671.7976942,0,33721.3123076,4222.8509346,0,6442257.89005093,549398.936195,986464.7335821,267919.51253882,8246041.07236685,3,0,6,1,0,922,83,160,43,27
"male","hispanic",24662.9300515,4361.4230564,61133.5839905,0,0,11496582.3445995,413659.4070484,1190754.300207,227447.8375711,13328443.889426,5,1,10,0,0,1719,72,185,34,27
"male","non-hispanic white",121880.6157048,22823.0830113,290406.4270112,56794.0960649,0,50431517.5986723,1951694.26914694,5216110.30704407,671802.63267697,58271124.8075402,22,5,62,12,0,9382,376,1022,140,27
"female","hispanic",65587.7717732,23957.2742874,76592.0775581,6110.4350152,0,11293008.588105,664436.2536133,1671796.15802953,190260.4639602,13819501.463708,10,4,13,2,0,1913,112,281,37,27
"female","non-hispanic black",26847.0297956,36030.8142435,102188.004663,13787.9230622,0,8642203.59878576,611514.1102237,1496664.5314128,303916.7905505,11054299.0309727,3,6,13,3,0,1299,98,260,47,27
"male","non-hispanic asian",14907.6378338,4626.1800428,68884.8560773,18375.6222603,0,4292236.0080856,169089.3361347,447815.2676175,94219.8833725,5003360.4952103,2,2,8,2,0,679,30,78,13,27
"female","non-hispanic white",144627.5825056,23459.2309651,434930.03698431,48120.216861,20088.936279,52120310.2662262,2205391.68578729,6052952.77559365,761220.66230098,61139875.3899082,26,5,87,10,4,9827,438,1235,159,27
"female","non-hispanic other",14556.4795527,6849.2443343,0,0,0,1914324.4622791,92644.89009637,190162.8573843,31147.4479856,2228279.65774537,2,1,0,0,0,334,18,40,8,27
"male","non-hispanic other",2928.7399863,0,6215.4595727,0,0,1713451.5025162,40670.9156254,264403.7497341,45918.2031529,2064444.3710286,1,0,1,0,0,313,11,55,11,27
"female","non-hispanic asian",3701.6119232,0,34021.3970777,3932.3188818,0,4815675.9627805,181220.5157206,540043.1779933,73565.2777474,5610504.9342418,1,0,7,1,0,765,31,95,16,27
"male","non-hispanic black",11357.1633137,0,100228.1213823,30671.089555,10143.454921,6258329.57981683,541153.5711732,1004618.2818187,272142.36347342,8076243.79628215,3,0,15,5,1,897,83,165,44,28
"male","hispanic",77161.0666798,0,79604.136341,8466.387348,0,11016621.4269367,424149.8154079,1231571.6213289,231809.2606275,12904152.124301,13,0,9,2,0,1659,75,192,35,28
"male","non-hispanic white",143520.3460526,18554.8940857,421764.97342045,22065.6554349,3834.4096136,48966154.5182289,1955089.66106104,5433033.06960397,751419.81175317,57105697.0606471,23,5,93,6,1,9141,380,1071,157,28
"female","hispanic",30377.1596915,16022.7124293,113067.771444,13397.9462269,0,10853603.1122937,709478.2147408,1706821.82391513,220328.1732628,13490231.3242124,6,3,18,3,0,1840,117,287,43,28
"female","non-hispanic black",8369.6188908,12001.1838849,59371.8948998,6036.5717572,0,8271495.19960755,589795.4113118,1536801.1660273,353735.5278562,10751827.3048029,2,3,9,1,0,1259,95,266,56,28
"female","non-hispanic white",216687.2409708,18638.9941361,371604.9463892,23012.0639037,6087.4479593,50389794.3545263,2290167.76729569,6426434.55216926,846259.77850568,59952656.4524969,43,4,78,6,1,9569,451,1311,177,28
"female","non-hispanic other",3759.3262748,3954.4967642,32063.8114559,0,0,1875622.7578726,107201.36964907,183313.61305,37996.6923199,2204134.43289157,1,1,7,0,0,327,20,39,9,28
"male","non-hispanic other",0,0,4745.4666051,2928.7399863,0,1667644.2011604,43599.6556117,262232.3391683,45918.2031529,2019394.3990933,0,0,1,1,0,303,12,55,11,28
"male","non-hispanic asian",10892.4395697,5258.3209144,18127.0914191,0,0,4080548.4276371,161089.3937519,512073.943652,117221.6856756,4870933.4507166,2,2,3,0,0,649,29,84,17,28
"female","non-hispanic asian",4202.2653113,3246.1482072,64166.3155312,6692.6922121,0,4634032.4997898,175112.1157518,569002.2005968,77497.5966292,5455644.4127676,1,1,9,1,0,737,30,101,17,28
"male","non-hispanic black",22178.2158998,0,33926.6999385,0,0,5936921.88228053,521839.6449319,1054895.4458376,312956.90794942,7826613.88099945,4,0,5,0,0,865,81,177,50,29
"male","hispanic",44332.91295,3888.1296757,46685.2425341,7660.173487,0,10359907.9159407,490558.2329909,1257895.1467919,240275.6479755,12348636.943699,6,1,8,1,0,1577,85,196,37,29
"male","non-hispanic white",152914.472797,33919.9192544,269507.5515713,32365.1077653,0,47352526.3242964,2021974.82794414,5771213.13854331,795874.77088737,55941589.0616713,29,8,52,8,0,8874,389,1150,169,29
"female","hispanic",39230.5535859,7539.4135452,81639.0914107,24051.2358559,0,10165937.8203198,703506.1686827,1794670.47082053,249748.831919,12913863.291742,9,2,14,4,0,1741,118,299,49,29
"female","non-hispanic black",37595.5399817,15873.235477,77921.57514481,5072.582487,3666.410977,7856102.97175176,563549.2670438,1561994.8636822,371773.2834983,10353420.385976,3,2,11,1,1,1212,94,271,60,29
"female","non-hispanic white",190458.8291151,53807.1816738,314119.7665167,33681.6508489,12588.0398556,48721289.684893,2431385.51731079,6718201.64416136,893998.28450478,58764875.1308699,36,11,64,7,2,9304,480,1376,188,29
"female","non-hispanic other",0,0,7790.3756783,0,0,1747767.2443488,110960.69592387,206217.5867097,41951.1890841,2106896.71606647,0,0,2,0,0,307,21,44,10,29
"male","non-hispanic other",5089.6346509,0,12997.1407944,0,0,1605274.206012,36882.262402,266977.8057734,48846.9431392,1957981.2173266,1,0,3,0,0,293,10,56,12,29
"male","non-hispanic asian",0,2828.8446858,31451.581893,0,0,3889659.650498,171981.8333216,511766.7786637,122480.00659,4695888.2690733,0,1,4,0,0,617,31,84,19,29
