"sex","race","w_i_lost_mom_first","w_i_lost_mom_last","w_i_lost_dad_first","w_i_lost_dad_last","w_i_lost_both","w_s_lost_none","w_s_lost_mom","w_s_lost_dad","w_s_lost_both","w_s_total","n_i_lost_mom_first","n_i_lost_mom_last","n_i_lost_dad_first","n_i_lost_dad_last","n_i_lost_both","n_s_lost_none","n_s_lost_mom","n_s_lost_dad","n_s_lost_both","age"
"female","hispanic",22473.1588863,0,103020.9544218,0,0,24316822.5495656,131909.3446754,318999.9674111,18588.4838306,24786320.3454827,4,0,16,0,0,3925,23,55,3,5
"male","non-hispanic white",63610.9342504,0,112345.5584081,8643.5490773,0,80010907.7852666,296656.6630552,620422.4212475,35803.5838583,80963790.4534275,12,0,25,1,0,14404,55,114,7,5
"female","non-hispanic black",34081.3242806,7159.6707631,101012.7755262,4835.7301983,0,16354646.9375234,58739.3260594,245666.615321,19230.7756283,16678283.6545321,6,1,14,1,0,2340,10,42,3,5
"male","non-hispanic asian",0,0,11563.4024243,0,0,7497328.3671025,29595.8243463,60794.3770245,11230.167082,7598948.7355553,0,0,3,0,0,1161,5,11,1,5
"female","non-hispanic white",100590.6356254,10169.0110542,151393.8972182,7227.8235224,0,82294844.4399433,273260.00216388,690153.8376868,51344.5736026,83309602.8533965,17,2,28,2,0,14742,53,137,10,5
"female","non-hispanic other",2098.2742041,0,8180.3891331,0,0,4267255.9506847,27247.01889567,23409.8365236,0,4317912.80610397,1,0,2,0,0,723,6,6,0,5
"male","non-hispanic other",4524.9145622,0,17328.5715517,0,0,4130955.50049487,14427.6428797,94557.3724304,3823.1490892,4243763.66489416,1,0,4,0,0,714,3,17,1,5
"female","non-hispanic asian",8458.7967062,0,22449.4787434,0,0,7893450.83121479,33155.2164842,68803.8083479,9499.4604182,8004909.31646509,1,0,5,0,0,1247,6,10,3,5
"male","non-hispanic black",14439.2863133,0,18843.389288,0,0,13193204.9284273,117214.5995782,262009.9083498,2664.776004,13575094.2123593,2,0,4,0,0,1769,17,42,1,6
"male","hispanic",22909.1344442,0,54458.8364796,4970.3120117,0,23644597.5007202,77207.1081467,315581.5481438,41631.9913322,24079018.1483429,3,0,8,1,0,3592,16,45,3,6
"female","hispanic",10026.3944611,0,54649.4466764,0,0,23532007.8675826,154382.5035617,422020.9218329,13638.4675016,24122049.7604788,3,0,11,0,0,3819,27,71,2,6
"male","non-hispanic white",53423.0091033,0,121781.52409876,0,2035.3312638,78836019.5957786,347363.2504566,725066.0964533,44447.1329356,79952896.075624,12,0,25,0,1,14208,65,138,8,6
"female","non-hispanic black",44685.3109819,0,52012.2277868,0,0,15935189.7500091,87984.9201417,339519.7200841,31226.1765897,16393920.5668246,9,0,9,0,0,2285,15,55,5,6
"male","non-hispanic asian",9147.5065701,0,25718.9175391,0,0,7433347.8488976,29595.8243463,72357.7794488,11230.167082,7546531.6197747,2,0,5,0,0,1146,5,14,1,6
"female","non-hispanic white",78967.872152,2925.9061184,141316.3361421,4690.500092,0,81107576.7687731,358061.68897678,831378.7238508,68741.4081792,82365758.58978,13,1,29,1,0,14559,67,163,14,6
"female","non-hispanic other",0,0,11871.5963275,0,0,4179794.6508128,29345.29309977,31590.2256567,0,4240730.16956927,0,0,3,0,0,707,7,8,0,6
"male","non-hispanic other",1873.5378089,0,11441.8465842,0,0,3982040.91577876,18952.5574419,111885.9439821,3823.1490892,4116702.56629197,1,0,2,0,0,693,4,21,1,6
"female","non-hispanic asian",8231.0755522,0,9496.3627485,7054.6012507,0,7751462.04073989,41614.0131904,91253.2870913,9499.4604182,7893828.80143979,1,0,2,1,0,1225,7,15,3,6
"male","non-hispanic black",32077.2954959,3147.0013401,46851.1950103,0,0,12910468.4160791,131653.8858915,277385.5932025,2664.776004,13322172.6711771,3,1,7,0,0,1737,19,45,1,7
"male","hispanic",9320.2956981,6116.2080867,71444.535083,0,0,23081822.8302315,95145.9305792,359215.8385454,46602.3033439,23582786.9027,2,1,11,0,0,3506,18,52,4,7
"female","hispanic",16206.7487771,0,34927.2104438,0,0,23015709.2618299,164408.8980228,468580.4857479,13638.4675016,23662337.1131022,2,0,7,0,0,3740,30,80,2,7
"male","non-hispanic white",38693.816513,8359.9683865,114908.9390289,0,0,77657395.7089806,400786.2595599,846847.62055206,46482.4641994,78951512.0532919,8,2,23,0,0,14007,77,163,9,7
"female","non-hispanic black",23503.8445926,6424.5071465,72646.5790622,0,0,15618341.8778299,132670.2311236,391531.9478709,31226.1765897,16173770.2334141,4,1,11,0,0,2236,24,64,5,7
"male","non-hispanic asian",0,0,0,0,0,7239530.6957554,38743.3309164,98076.6969879,11230.167082,7387580.8907417,0,0,0,0,0,1116,7,19,1,7
"female","non-hispanic white",63529.8536341,0,192565.7351866,0,0,79962309.1325131,422897.26178588,969769.153874499,76357.8143896,81431333.3625631,14,0,37,0,0,14385,78,191,16,7
"female","non-hispanic other",0,0,6745.5599902,0,0,4046311.381078,29345.29309977,43461.8219842,0,4119118.49616197,0,0,1,0,0,684,7,11,0,7
"male","non-hispanic other",0,0,9790.8933212,0,0,3859812.04983247,20826.0952508,123327.7905663,3823.1490892,4007789.08473877,0,0,2,0,0,675,5,23,1,7
"female","non-hispanic asian",17034.5793716,0,0,0,0,7628967.12948559,42790.4874919,100749.6498398,16554.0616689,7789061.32848619,2,0,0,0,0,1206,7,17,4,7
"male","non-hispanic black",22455.2182785,0,11895.1081059,0,0,12600349.3401927,163731.1813874,318572.0693027,5811.7773441,13088464.3682269,4,0,4,0,0,1701,22,50,2,8
"male","hispanic",36730.8868461,0,65199.8252657,0,0,22472247.6924423,104466.2262773,424544.1655417,52718.5114306,23053976.595692,5,0,10,0,0,3409,20,62,5,8
"female","hispanic",31816.2065681,0,113112.3407345,0,0,22417174.1877223,175371.8936232,499192.0694958,13638.4675016,23105376.6183428,5,0,12,0,0,3651,31,86,2,8
"male","non-hispanic white",54805.6461338,1865.9065708,196184.9143654,0,4983.1883891,76630997.6356801,439480.0760729,950516.244719059,54842.4325859,78075836.3890578,11,1,36,0,1,13830,85,183,11,8
"female","non-hispanic black",2764.9780874,5023.1864771,62295.6019988,0,0,15259307.1382291,146599.344483,455869.2191398,37650.6837362,15899426.3855881,1,1,12,0,0,2186,26,73,6,8
"male","non-hispanic asian",0,0,10709.1007312,0,0,7112733.5168287,38743.3309164,98076.6969879,11230.167082,7260783.711815,0,0,2,0,0,1098,7,19,1,8
"female","non-hispanic white",85384.9439096,5825.7493859,150640.7203911,3092.9718276,2637.1851408,78746040.2174259,469271.42452648,1159198.6494214,76357.8143896,80450868.1057635,14,1,34,1,1,14197,90,227,16,8
"female","non-hispanic other",0,0,6267.9321159,0,0,3975940.1919432,29345.29309977,43795.3790255,0,4049080.86406847,0,0,1,0,0,674,7,10,0,8
"male","non-hispanic other",5270.6419815,0,3282.4229949,0,3503.0113366,3777540.24080637,20826.0952508,133118.6838875,3823.1490892,3935308.16903387,1,0,1,0,1,658,5,25,1,8
"female","non-hispanic asian",6729.2296346,0,16825.3740628,0,0,7496099.54055019,59825.0668635,100749.6498398,16554.0616689,7673228.31892239,2,0,3,0,0,1187,9,17,4,8
"male","non-hispanic black",28101.3594624,0,52745.9500745,0,4989.5894669,12215960.7747746,186186.3996659,326999.4729733,5811.7773441,12734958.4247579,4,0,8,0,1,1656,26,53,2,9
"male","hispanic",13472.7724963,0,38925.9704587,0,0,21744341.5376195,141197.1131234,489743.9908074,39474.1122046,22414756.7537548,3,0,6,0,0,3302,25,72,4,9
"female","hispanic",41258.6939725,0,53296.2492356,0,0,21721189.6388208,203710.4056401,608081.160258,8688.4511726,22541669.6558914,7,0,10,0,0,3559,35,97,1,9
"male","non-hispanic white",24878.8369135,0,132041.4714175,3782.7376262,0,75378995.9494198,474255.0047706,1136566.03483446,61691.5275458,77051508.5165705,6,0,27,1,0,13618,93,217,13,9
"female","non-hispanic black",19000.571167,0,53691.3477184,0,0,14964127.7002375,149364.3225704,506097.2560515,37650.6837362,15657239.9625956,2,0,10,0,0,2143,27,83,6,9
"male","non-hispanic asian",5018.8918738,0,20846.9769161,0,0,7012559.8189565,38743.3309164,108785.7977191,11230.167082,7171319.114674,1,0,6,0,0,1084,7,21,1,9
"female","non-hispanic white",75595.8691439,2930.2580818,163218.3854983,7973.6978909,0,77598222.2954537,551563.39660848,1294727.2580888,87913.7207439,79532426.670895,16,1,35,2,0,14017,103,259,19,9
"female","non-hispanic other",5883.5526288,0,0,0,0,3859335.5719463,29345.29309977,50063.3111414,0,3938744.17618747,1,0,0,0,0,657,7,11,0,9
"male","non-hispanic other",0,0,12201.9955516,0,0,3657227.48164726,26096.7372323,136401.1068824,7326.1604258,3827051.48618777,0,0,3,0,0,639,6,26,2,9
"female","non-hispanic asian",7603.4622537,0,14859.2674913,0,0,7346910.5321226,66554.2964981,117575.0239026,16554.0616689,7547593.91419219,2,0,2,0,0,1162,11,20,4,9
"male","non-hispanic black",44069.206279,0,86847.8986259,0,0,11941961.6616283,214287.7591283,379745.4230478,10801.366811,12546796.2106154,6,0,10,0,0,1624,30,61,3,10
"male","hispanic",31140.4660351,0,27923.9651604,0,0,21191858.1879598,154669.8856197,528669.9612661,39474.1122046,21914672.1470502,6,0,7,0,0,3217,28,78,4,10
"female","hispanic",27656.5175897,0,52984.2383414,6929.6222759,4516.9080993,21062653.5971866,244969.0996126,661377.4094936,8688.4511726,21977688.5574654,6,0,9,1,1,3455,42,107,1,10
"male","non-hispanic white",85224.7551309,0,145881.8092013,4024.0949259,0,74268346.0647785,491212.6828823,1255324.42673706,65474.265172,76080357.4395698,20,0,31,1,0,13420,97,241,14,10
"female","non-hispanic black",16054.6636809,0,40377.5901161,0,0,14643822.2241862,168364.8937374,559788.6037699,37650.6837362,15409626.4054297,3,0,7,0,0,2102,29,93,6,10
"male","non-hispanic asian",20008.8788642,4484.5803383,12485.7633653,0,0,6835899.5982053,43762.2227902,129632.7746352,11230.167082,7020524.7627127,4,1,3,0,0,1053,8,27,1,10
"female","non-hispanic white",74670.43935,0,243195.8219729,5010.9362592,0,76425759.5053096,613886.16597318,1455015.3855053,98817.6767166,78593478.7335046,18,0,45,1,0,13826,116,293,22,10
"female","non-hispanic other",0,0,2754.2303329,0,0,3770405.6513806,35228.84572857,39564.344557,0,3845198.84166617,0,0,1,0,0,642,8,9,0,10
"male","non-hispanic other",0,0,15478.7917647,0,0,3564929.68724607,26096.7372323,140689.3196128,7326.1604258,3739041.90451697,0,0,3,0,0,622,6,28,2,10
"female","non-hispanic asian",7504.6257414,0,27740.3910298,0,0,7219584.06399639,74157.7587518,132434.2913939,16554.0616689,7442730.175811,2,0,6,0,0,1138,13,22,4,10
"male","non-hispanic black",23454.1728527,2039.849739,33191.3392936,0,0,11498124.3007189,258356.9654073,457531.484669,10801.366811,12224814.1176062,5,1,6,0,0,1576,36,70,3,11
"male","hispanic",20350.8806041,12755.759056,44390.0294622,0,0,20610164.1461835,185810.3516548,556593.9264265,39474.1122046,21392042.5364694,3,1,8,0,0,3119,34,85,4,11
"female","hispanic",15129.7085637,0,52613.4701326,6701.4126548,0,20516378.2886182,265695.9949264,714361.647835,20134.9815478,21516570.9129274,3,0,8,1,0,3363,47,116,3,11
"male","non-hispanic white",58165.2108735,4015.1508492,177204.2847467,1950.9212927,0,73043627.3356576,572413.3430873,1377085.85154616,69498.3600979,75062624.8903888,9,1,35,1,0,13205,116,268,15,11
"female","non-hispanic black",29806.8584842,0,33668.864416,0,0,14337370.2458987,184419.5574183,591233.9013082,37650.6837362,15150674.3883614,6,0,4,0,0,2063,32,99,6,11
"male","non-hispanic asian",0,0,0,0,0,6700470.0091013,63771.1016544,137633.9576622,15714.7474203,6917589.8158382,0,0,0,0,0,1026,12,29,2,11
"female","non-hispanic white",58124.7178135,0,208907.2353915,0,0,75216217.9180753,683545.66906398,1672088.7632648,103828.6129758,77675680.9633799,11,0,38,0,0,13609,133,335,23,11
"female","non-hispanic other",11529.1959992,0,0,2098.2742041,0,3623940.0416946,27001.43630077,42318.5748899,0,3693260.05288527,2,0,0,1,0,621,7,10,0,11
"male","non-hispanic other",9848.7185707,0,9219.330457,0,0,3428056.37157807,26096.7372323,151290.4374877,7326.1604258,3612769.70672387,2,0,2,0,0,601,6,30,2,11
"female","non-hispanic asian",0,0,0,5025.4419742,0,7088828.018366,81662.3844932,160174.6824237,16554.0616689,7347219.1469518,0,0,0,1,0,1113,15,28,4,11
"male","non-hispanic black",15105.365754,0,18904.3973688,16839.666103,4205.3358074,11072387.4738055,281811.13826,471538.9388846,12841.21655,11838578.7675001,4,0,4,1,1,1528,41,74,4,12
"male","hispanic",4727.8285986,0,66309.6679365,0,0,20070058.5232101,206161.2322589,582964.156259,47146.8970534,20906330.8087814,1,0,9,0,0,3024,37,91,4,12
"female","hispanic",39491.7934482,3356.0807201,75662.6560666,0,5581.0343968,19953841.4966182,274124.2908353,748592.8466398,26836.3942026,21003395.0282958,7,1,10,0,1,3272,49,121,4,12
"male","non-hispanic white",37953.8697325,9778.4297409,224524.9402638,7235.8461993,4182.1390567,71708555.4067543,628627.6326681,1541595.31070136,71449.2813906,73950227.6315141,9,2,43,2,1,12988,124,300,16,12
"female","non-hispanic black",61677.1442474,2812.4305376,140502.6019599,0,7938.0783513,14129100.8021633,214226.4159025,614372.6622892,37650.6837362,14995350.5640912,4,1,15,0,1,2033,38,102,6,12
"male","non-hispanic asian",20265.0144402,5891.3942763,30084.2650542,0,0,6625637.5328545,63771.1016544,137633.9576622,15714.7474203,6842757.3395914,2,1,5,0,0,1011,12,29,2,12
"female","non-hispanic white",95728.02050859,0,302271.6326519,0,0,74021663.322777,734384.62371658,1875043.115117,103828.6129758,76734919.6745864,19,0,56,0,0,13409,143,371,23,12
"female","non-hispanic other",15154.0372055,0,9985.8097987,0,0,3474538.7489508,36432.35809587,42318.5748899,2098.2742041,3555387.95614067,3,0,3,0,0,595,8,10,1,12
"male","non-hispanic other",3645.6682246,5455.4710782,5866.2690942,1873.5378089,0,3330858.87747087,35945.455803,160509.7679447,3823.1490892,3531137.25030777,1,1,1,1,0,582,8,32,1,12
"female","non-hispanic asian",25371.2743005,0,46070.3096218,0,0,7003929.2015476,76636.942519,160174.6824237,21579.5036431,7262320.33013339,4,0,6,0,0,1101,14,28,5,12
"male","non-hispanic black",34949.4934232,0,60255.968096,0,0,10829238.2437615,268909.3213997,480097.4073004,33886.2184604,11612131.190922,5,0,10,0,0,1495,42,77,6,13
"male","hispanic",15141.5953498,0,40455.0361907,0,0,19397101.5537942,198854.5021398,645491.300547,47146.8970534,20288594.2535344,2,0,5,0,0,2913,36,99,4,13
"female","hispanic",10981.6639755,0,87677.4703533,0,0,19376144.5948307,305571.3145191,803609.4725605,35773.5093195,20521098.8912298,3,0,16,0,0,3180,55,127,6,13
"male","non-hispanic white",79388.2131926,0,214265.7619676,0,0,70510122.5540009,659345.6562013,1746302.49370116,92645.6963875,73008416.4002907,14,0,39,0,0,12775,131,339,21,13
"female","non-hispanic black",35070.9908721,0,70895.6221376,0,0,13645584.8733934,275903.5601499,731412.2060105,48401.1926251,14701301.8321789,4,0,14,0,0,1981,42,113,8,13
"male","non-hispanic asian",0,0,20244.5961123,0,0,6459187.2358184,84036.1160946,161826.8284401,21606.1416966,6726656.3220497,0,0,3,0,0,983,14,33,3,13
"female","non-hispanic white",107736.1509622,4282.3889997,293277.9941208,2845.3075028,10378.046586,72721356.2799316,823469.55637427,2146688.2750545,103828.6129758,75795342.7243361,18,2,57,1,1,13195,161,424,23,13
"female","non-hispanic other",11342.2419939,0,3718.0290711,3716.6726418,0,3367676.5430037,51586.39530137,46991.6840743,2098.2742041,3468352.89658347,2,0,1,1,0,576,11,11,1,13
"male","non-hispanic other",3869.9054293,0,27622.0343616,0,0,3199338.85087117,37717.5862187,150794.3380557,11152.1579763,3399002.93312187,1,0,4,0,0,559,8,30,3,13
"female","non-hispanic asian",6174.0774531,0,28408.8311207,0,0,6797162.2988405,102008.2168195,206244.9920455,21579.5036431,7126995.01134859,2,0,5,0,0,1074,18,34,5,13
"male","non-hispanic black",36916.4516961,4006.2713483,33788.6606146,0,0,10533975.0416568,303858.8148229,520618.5126503,33886.2184604,11392338.5875904,5,1,6,0,0,1456,47,85,6,14
"male","hispanic",21103.687617,0,37662.7846674,0,0,18786865.9503215,213996.0974896,668387.8211427,47146.8970534,19716396.7660072,3,0,8,0,0,2813,38,103,4,14
"female","hispanic",25254.042854,0,48107.1846317,0,0,18765024.3852561,306431.5746056,884260.9433189,35773.5093195,19991490.4125001,5,0,9,0,0,3076,57,142,6,14
"male","non-hispanic white",100245.27154347,12088.9273162,203711.493044,9930.7762588,4101.4083874,69248596.8944626,730920.4916971,1940067.35168466,92645.6963875,72012230.4342318,16,2,38,3,1,12548,144,373,21,14
"female","non-hispanic black",29626.1116326,17271.0353887,60273.0331344,9020.8413805,0,13257528.4124059,310974.551022,802307.8281481,48401.1926251,14419211.9842011,8,2,8,2,0,1931,46,127,8,14
"male","non-hispanic asian",0,0,11939.813499,0,0,6285472.6070185,84036.1160946,182071.4245524,21606.1416966,6573186.2893621,0,0,1,0,0,957,14,36,3,14
"female","non-hispanic white",45354.5171178,12846.166601,201593.638222,4721.4439036,5793.9303178,71150288.9631037,922242.70898607,2420140.4276537,121334.3560643,74614006.4558079,10,1,36,1,1,12942,177,477,27,14
"female","non-hispanic other",6977.6252185,0,13464.6661483,0,0,3278430.7635635,54092.33318907,50709.7131454,5814.9468459,3389047.75674387,2,0,3,0,0,560,11,12,2,14
"male","non-hispanic other",7856.5168516,11782.5055022,19647.1367472,0,0,3073587.15210466,41587.491648,167474.7480898,11152.1579763,3293801.54981877,2,2,3,0,0,536,9,32,3,14
"female","non-hispanic asian",19863.1056497,0,14608.5337645,0,0,6645924.168805,108182.2942726,234653.8231662,21579.5036431,7010339.7898869,3,0,3,0,0,1051,20,39,5,14
"male","non-hispanic black",20357.2939277,0,44721.095724,15328.8601703,0,10231627.8697828,337402.7736693,544610.3904934,37892.4898087,11151533.5237542,3,0,9,2,0,1415,51,89,7,15
"male","hispanic",28565.3816738,0,54590.7236892,11031.055295,0,18216958.7743413,218829.2990158,694082.1118343,47146.8970534,19177017.0822448,5,0,10,2,0,2715,38,109,4,15
"female","hispanic",14694.6850788,6821.252027,104133.122917,19056.0361645,0,18212528.1557704,325942.4550828,929480.6088923,35773.5093195,19503724.729065,3,1,20,3,0,2987,60,150,6,15
"male","non-hispanic white",105915.5026347,3986.862886,255264.9746811,10450.3343146,0,67921241.4444036,817738.19596447,2121669.00290246,118766.8083499,70979415.4516204,18,1,46,2,0,12306,156,408,27,15
