"sex","race","x","name","value"
"all","all","[18,19)","se_dx_lost_none_to_dead",0.672992870466184
"all","all","[19,20)","se_pr_lost_none",0.0121730825660581
"all","all","[19,20)","se_pr_lost_mom",0.00590162310576592
"all","all","[19,20)","se_pr_lost_dad",0.0110275587971323
"all","all","[19,20)","se_pr_lost_both",0
"all","all","[19,20)","se_mx_lost_none_to_lost_mom",0
"all","all","[19,20)","se_mx_lost_none_to_lost_dad",0.00298870536157812
"all","all","[19,20)","se_mx_lost_none_to_lost_both",0
"all","all","[19,20)","se_mx_lost_dad_to_lost_both",0
"all","all","[19,20)","se_mx_lost_mom_to_lost_both",0
"all","all","[19,20)","se_Lx_lost_mom",584.20711179857
"all","all","[19,20)","se_Lx_lost_dad",1091.6282113589
"all","all","[19,20)","se_Lx_lost_both",0
"all","all","[19,20)","se_Lx_lost_none",1205.02466527459
"all","all","[19,20)","se_dx_lost_mom_to_dead",0.463256611877921
"all","all","[19,20)","se_dx_lost_dad_to_dead",0.865624495853177
"all","all","[19,20)","se_dx_lost_both_to_dead",0
"all","all","[19,20)","se_dx_lost_none_to_dead",0.955544073994268
"all","all","[20,21)","se_pr_lost_none",0.0117050979669145
"all","all","[20,21)","se_pr_lost_mom",0.00463827655684564
"all","all","[20,21)","se_pr_lost_dad",0.0109377985605319
"all","all","[20,21)","se_pr_lost_both",0
"all","all","[20,21)","se_mx_lost_none_to_lost_mom",0.00145516916143615
"all","all","[20,21)","se_mx_lost_none_to_lost_dad",0.00174757388934391
"all","all","[20,21)","se_mx_lost_none_to_lost_both",0
"all","all","[20,21)","se_mx_lost_dad_to_lost_both",0
"all","all","[20,21)","se_mx_lost_mom_to_lost_both",0
"all","all","[20,21)","se_Lx_lost_mom",458.758091881003
"all","all","[20,21)","se_Lx_lost_dad",1081.82501312964
"all","all","[20,21)","se_Lx_lost_both",0
"all","all","[20,21)","se_Lx_lost_none",1157.71630750577
"all","all","[20,21)","se_dx_lost_mom_to_dead",0.414306678739047
"all","all","[20,21)","se_dx_lost_dad_to_dead",0.977001465693656
"all","all","[20,21)","se_dx_lost_both_to_dead",0
"all","all","[20,21)","se_dx_lost_none_to_dead",1.04553926518895
"all","all","[21,22)","se_pr_lost_none",0.0109953676128757
"all","all","[21,22)","se_pr_lost_mom",0.00507919856316313
"all","all","[21,22)","se_pr_lost_dad",0.0100203788911319
"all","all","[21,22)","se_pr_lost_both",0.00135681995464663
"all","all","[21,22)","se_mx_lost_none_to_lost_mom",0.000783953265860806
"all","all","[21,22)","se_mx_lost_none_to_lost_dad",0.00078024317185841
"all","all","[21,22)","se_mx_lost_none_to_lost_both",0
"all","all","[21,22)","se_mx_lost_dad_to_lost_both",0
"all","all","[21,22)","se_mx_lost_mom_to_lost_both",0
"all","all","[21,22)","se_Lx_lost_mom",501.887474716542
"all","all","[21,22)","se_Lx_lost_dad",990.137045211555
"all","all","[21,22)","se_Lx_lost_both",134.070549165247
"all","all","[21,22)","se_Lx_lost_none",1086.47795831978
"all","all","[21,22)","se_dx_lost_mom_to_dead",0.508087959064171
"all","all","[21,22)","se_dx_lost_dad_to_dead",1.00236952671412
"all","all","[21,22)","se_dx_lost_both_to_dead",0.135726901203214
"all","all","[21,22)","se_dx_lost_none_to_dead",1.09990066742088
"all","all","[22,23)","se_pr_lost_none",0.0115597795880179
"all","all","[22,23)","se_pr_lost_mom",0.00415985011529002
"all","all","[22,23)","se_pr_lost_dad",0.0111722398866084
"all","all","[22,23)","se_pr_lost_both",0
"all","all","[22,23)","se_mx_lost_none_to_lost_mom",0.00245870195305267
"all","all","[22,23)","se_mx_lost_none_to_lost_dad",0.00371947647981957
"all","all","[22,23)","se_mx_lost_none_to_lost_both",0
"all","all","[22,23)","se_mx_lost_dad_to_lost_both",0
"all","all","[22,23)","se_mx_lost_mom_to_lost_both",0
"all","all","[22,23)","se_Lx_lost_mom",410.609185226887
"all","all","[22,23)","se_Lx_lost_dad",1102.78596340238
"all","all","[22,23)","se_Lx_lost_both",0
"all","all","[22,23)","se_Lx_lost_none",1141.03911114295
"all","all","[22,23)","se_dx_lost_mom_to_dead",0.454546459024887
"all","all","[22,23)","se_dx_lost_dad_to_dead",1.22078967729355
"all","all","[22,23)","se_dx_lost_both_to_dead",0
"all","all","[22,23)","se_dx_lost_none_to_dead",1.263136106642
"all","all","[23,24)","se_pr_lost_none",0.0120731148193199
