"","Age","lx_lost_none","Lx_lost_none","dx_lost_none_to_lost_dad","dx_lost_none_to_lost_mom","dx_lost_none_to_lost_both","dx_lost_none_to_dead","ex_lost_none","lx_lost_dad","Lx_lost_dad","dx_lost_dad_to_lost_both","dx_lost_dad_to_dead","ex_lost_dad","lx_lost_mom","Lx_lost_mom","dx_lost_mom_to_lost_both","dx_lost_mom_to_dead","ex_lost_mom","lx_lost_both","Lx_lost_both","dx_lost_both_to_dead","ex_lost_both"
"1","[0,5)",1e+05,495499.585572148,176.033349947309,0,0,517.667523048996,46.4265047035576,0,176.217451113267,0,0.184101165958554,8.02828950676216,0,1995.91572673886,0,2.08521012037254,3.01659778210724,0,0,0,19.928324434575
"2","[5,10)",99306.2991270037,491393.330035087,480.998718146181,0,0,48.3263792802136,41.6882617537922,175.84924878135,2308.11904855197,0,0.226993387468739,8.0684783770125,-2.08521012037254,3568.48841636134,0,0.350945188152662,3.01230070582219,0,0,0,20.0324808145099
"3","[10,15)",98776.9740295773,486579.650530683,1304.20314662871,0,0,74.2986464322475,36.7667207404975,656.620973540062,8133.7412992184,198.932526741846,1.241987757406,8.04923370461711,-2.43615530852521,2094.59057506554,0,0.319835086377701,2.97789330059836,0,198.962907532954,0.0303807911074792,20.0423339988818
"4","[15,20)",97398.4722365163,479457.356051405,968.901496468219,0,0,235.790500194801,31.8974352640563,1760.64960566952,12574.8656606983,0,6.18414511029129,7.97351735901452,-2.75599039490291,3698.79822386709,0,1.81901783822409,2.95908631274841,198.902145950739,518.636314029542,0.255058170159981,20.0556419903856
"5","[20,25)",96193.7802398533,463550.32890232,1193.57964313674,964.651965326256,0,435.744572320354,27.1384086898362,2723.36695702745,22941.0781455581,0,21.5649729097927,7.86627466097933,-4.57500823312699,7023.02430476491,0,6.60175288694509,2.92905295498566,198.647087780579,965.803022356645,0.907869973728747,20.099793205959
"6","[25,30)",93599.80405907,447698.980312896,933.725928750443,166.308360785669,0,603.557377928835,22.5671735697538,3895.3816272544,27762.1564989849,294.856760593333,37.4270550503969,7.67078171108783,953.475204206183,15083.7311701481,0,20.3348625634022,2.87166067779205,197.73921780685,1110.96014297112,1.49772105892772,20.1847125738523
"7","[30,35)",91896.212391605,424877.078209456,1833.74386064627,1882.54399523999,0,763.693226126779,18.1507072203709,4496.82374036111,36941.9012135536,446.002901607079,66.401039651114,7.43933612673517,1099.44870242845,21282.1892457462,0,38.2535669672256,2.73714468205718,491.098257341255,4706.72195624411,8.46007435937458,20.3099143667918
"8","[35,40)",87416.231309592,387575.384499552,2585.88153996059,2241.20283726927,202.791682249145,863.228415933259,13.9392352647054,5818.16365974918,59995.4191744159,202.791682249145,133.624973949404,7.12608242311662,2943.73913070121,28077.8035699986,658.818630729268,62.5363706467359,2.54269637232825,928.64108458896,7272.72869353404,16.1982063895469,20.4448288089004
"9","[40,45)",81523.1268341797,355969.517427019,3006.73647161599,1891.97820520677,0,977.240776346711,10.0594275817136,8067.62854351122,75128.137612855,0,206.248782359072,6.58114794408974,4463.58696659448,29428.316481509,791.195488759811,80.7893637995636,2.27879340738167,1976.84487342697,16480.5128536168,45.2438436079357,20.5980857044055
"10","[45,50)",75647.1713810103,274473.10993013,5696.12888276899,2386.6212465912,353.962997199235,1020.41371874772,6.44044068327034,10868.1162327681,101669.359481633,3166.06514060808,377.978043888383,5.87898576405741,5483.58031924188,47570.8252810393,1924.65520595441,176.854930310951,1.99961563567494,2722.79651857885,45759.1193696973,170.11951799045,20.7088646191109
"11","[50,55)",66190.0445357031,185051.774338603,5257.38053618401,1229.41786516242,541.913600816369,998.489687253248,3.60926558880075,13020.2019310407,124728.659009475,5107.92262669541,673.002353914246,4.89584948410684,5768.69142956772,50162.7824298139,2220.71905956595,270.664905100826,1.52550811317183,7997.36034435012,99132.5654721075,534.89270583129,20.6054560419114
"12","[55,60)",58162.8428462871,97967.1088589852,4811.13638346103,2222.29849617462,227.219581658652,792.764415519946,1.66326668498057,12496.657486615,129140.484848966,7395.9235927217,1045.02401044229,3.65162500914072,4506.72533006336,41226.7209889775,3153.86773984733,333.61275788668,1.01297326441407,15333.0229255966,175679.966553071,1421.62841820186,20.0740513269882
"13","[60,65)",50109.4239694728,37477.5702651235,1990.19900473664,737.878888026041,367.4583549775,439.965114764688,0.604758398690221,8866.84626691206,102795.851922728,5086.66537833272,1206.76416503459,2.31662145847522,3241.54332850398,27809.053659275,3593.81376143653,326.462291929479,0.580471599412369,24688.4054216224,254568.485090373,2988.48756645483,18.8824975907991
"14","65+",46573.9226069679,15079.6954223485,1880.38149382699,786.4089595385,753.950389195729,811.524469564218,0.184023189279851,4563.61572828138,98532.9593084631,17290.0006205966,5302.62086188341,1.2024347251903,59.1461631640136,22637.5381374187,4065.22684620529,1218.25511820234,0.276254383713755,30747.8553499143,1386437.98108196,74612.1400776938,16.9192236229984
