mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat,age,race,name
9.039280866054278e-4,7.401345769681367e-6,4.5644550486145476e-4,1.225995338264874e-4,5.667928560424918e-4,8.77279090427291e-4,0.0012064636364715118,0.0018643314182777756,3803.2640781838822,0.9993915064864795,1,non-hispanic black,theta_lost_none_to_lost_mom
0.0013960492441499122,1.026663740359988e-5,6.192992167779828e-4,2.428226385940366e-4,9.501076838961865e-4,0.0013727329002768181,0.0018199730478598718,0.0026564497957376303,3638.68628397463,1.00007448757272,2,non-hispanic black,theta_lost_none_to_lost_mom
6.725467820838627e-4,5.337710454039729e-6,3.0686091374395317e-4,1.1199906450494497e-4,4.508075359604827e-4,6.674880203357391e-4,8.849724697083477e-4,0.0012819323027559249,3305.012638255633,1.0011506404739665,3,non-hispanic black,theta_lost_none_to_lost_mom
0.001039116737329774,9.263670789902061e-6,5.345559018174361e-4,1.1791636838764481e-4,6.454813937475462e-4,0.0010054646268900284,0.0014019989538803042,0.0021507637651148603,3329.814437117886,1.000676480200548,4,non-hispanic black,theta_lost_none_to_lost_mom
6.157166758028161e-4,5.944690004356792e-6,3.406567895456364e-4,5.704511669651757e-5,3.5396239321696223e-4,5.9127279587827e-4,8.287795202566585e-4,0.0013410658996302859,3283.7922477692455,1.000483140816562,5,non-hispanic black,theta_lost_none_to_lost_mom
0.0025518009814937117,1.030562850639385e-5,7.535937620811523e-4,0.001088280644342009,0.0020334867899042906,0.002566205594602096,0.00306473039422327,0.004050926247659173,5347.190092934972,0.9998005171522889,6,non-hispanic black,theta_lost_none_to_lost_mom
0.001996775058768999,7.135176298852005e-6,5.476297345949539e-4,9.969633510622455e-4,0.0016014260009483833,0.001986883289652257,0.00237408310426465,0.0030852318776455295,5890.669069189024,0.9993517658631798,7,non-hispanic black,theta_lost_none_to_lost_mom
0.0018922004070877853,1.571333358848737e-5,9.266438563128844e-4,2.2387728648656465e-4,0.0012120819253847181,0.0018804289830106485,0.0025266272686012043,0.0037919425979485405,3477.675376466264,0.9996664229911237,8,non-hispanic black,theta_lost_none_to_lost_mom
9.196914647194927e-4,5.504907418979918e-6,3.800413579811584e-4,2.048190043506842e-4,6.538059272709769e-4,9.036403111376996e-4,0.0011858694681135802,0.0016799253300832108,4766.083904758617,0.9998596349057499,9,non-hispanic black,theta_lost_none_to_lost_mom
0.0017339184436296548,1.4964551684000843e-5,8.221605571183712e-4,1.833159908872832e-4,0.001164328811482986,0.0017203109967593548,0.0022876849331382515,0.003428306904682176,3018.4629849924763,0.9999398964433603,10,non-hispanic black,theta_lost_none_to_lost_mom
0.00220411973458243,1.201278686172047e-5,8.062436711104936e-4,6.555535274136374e-4,0.0016453010541533802,0.0021918820548074073,0.002751880480890859,0.003812191386021813,4504.484468228037,0.9995262935665394,11,non-hispanic black,theta_lost_none_to_lost_mom
0.0020136706407528106,1.2474284593186099e-5,7.555379917095738e-4,5.788063441918414e-4,0.0014987281923612146,0.0020118481017611504,0.0025331574032994063,0.003507353216626387,3668.439143468025,1.000065097883586,12,non-hispanic black,theta_lost_none_to_lost_mom
0.003216488914296343,2.829600036240406e-5,0.0018171346179083896,3.1494458030146877e-4,0.0017867091953400313,0.0030749534356737497,0.004462446084703152,0.007076648230471882,4124.051685421146,0.9993328628429146,13,non-hispanic black,theta_lost_none_to_lost_mom
0.0027563509369814385,1.7547030397518063e-5,0.00109745614220794,6.902652861314031e-4,0.0019809890109865756,0.0027497281413488076,0.0035193156982473326,0.004916093018781462,3911.7139615424876,1.0003129805304096,14,non-hispanic black,theta_lost_none_to_lost_mom
0.0027162783373372705,1.5711022359321388e-05,8.781824646036812e-4,0.0010161435593955843,0.0021079189476133297,0.002699193680537707,0.0033268838601614855,0.004387879242597353,3124.3568304826513,1.0018839976363416,15,non-hispanic black,theta_lost_none_to_lost_mom
0.002281899767944072,1.545907169033758e-5,0.001024568144221155,4.289560322341008e-4,0.0015477315045678392,0.002252304077244889,0.0029660738236433814,0.0044341362003202075,4392.531402939398,0.9996901536364037,16,non-hispanic black,theta_lost_none_to_lost_mom
0.0020425286518380038,1.3552084518012067e-5,7.813366499556352e-4,5.037182435397793e-4,0.0015088606001958764,0.0020415937181537734,0.0025624674205336367,0.0035625721780943665,3324.024294503354,0.9999094194832461,17,non-hispanic black,theta_lost_none_to_lost_mom
0.0034707178050704824,2.224796383282777e-5,0.0013337344121402285,9.621018079825277e-4,0.0025286980223890626,0.0034750182555976688,0.00433891625801475,0.006210572436294415,3593.8353291366334,1.0003809050636718,18,non-hispanic black,theta_lost_none_to_lost_mom
0.002744603463739315,1.7117922916385265e-5,0.00102209008993849,7.692839514517546e-4,0.0020436938528377337,0.0027257555685763243,0.0034453835197947634,0.00473967049303719,3565.136989208084,1.0001343631945003,19,non-hispanic black,theta_lost_none_to_lost_mom
0.003186220010963219,1.4662878729858122e-5,0.0010346354286218842,0.0011774895667693522,0.0024622935065553436,0.0031708663837762925,0.003895873480303572,0.005213268214094872,4978.932126480915,1.0002778300927044,20,non-hispanic black,theta_lost_none_to_lost_mom
0.003438225302447944,1.7137741394006516e-5,0.0011510837584516624,0.001190337380904911,0.002662281172940208,0.0034292648179836973,0.004201509274129415,0.0057438246080198175,4511.35166437957,0.9997498750338775,21,non-hispanic black,theta_lost_none_to_lost_mom
0.0038063244766655263,1.7141566209596686e-5,0.001125394664141953,0.0015627545168530339,0.0030927510393263,0.0037874332456053796,0.004565318095963995,0.006014812017562475,4310.311949166806,0.9995349419036639,22,non-hispanic black,theta_lost_none_to_lost_mom
